 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),12321,86022,65157,48475,26009,58090,38400,24872,7782,47969,32512,20606,9031,43672,29991,18992,5409,36372,--,14283,2917,27251,26543,22908,16209, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,--,57,14,--,56,56,21,--,29,44,29,--,15,15,15,--,14,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),863,2624,12062,9706,2192,1820,11788,7572,1241,1655,1641,1456,253,875,1060,602,234,628,--,248,207,486,709,393,84, 
 经营活动现金流入小计(万元),13184,88646,77276,58195,28201,59965,50245,32465,9023,49653,34197,22090,9284,44563,31067,19610,5642,37014,--,14531,3123,27738,27252,23301,16292, 
 购买商品、接受劳务支付的现金(万元),12314,40997,26988,15426,4561,28621,20374,10185,4221,21753,15724,10117,4966,19151,14275,8765,3503,15662,--,6120,3049,11718,11658,11424,7911, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2497,6678,4938,3225,1792,4970,3618,2422,1315,3992,3070,2140,1084,3635,2848,1901,767,3100,--,1322,389,2391,1875,1072,635, 
 支付的各项税费(万元),1799,7400,5624,3259,1898,6594,4942,2732,1359,6157,4793,2610,1312,5468,4003,2599,1348,4345,--,1766,1206,3382,3189,2214,1425, 
 支付的其他与经营活动有关的现金(万元),3147,12730,19002,14249,3445,6501,14269,8457,1815,4643,3879,2863,1269,4525,2645,1051,715,3499,--,1587,663,3147,3359,2723,3636, 
 经营活动现金流出小计(万元),19756,67805,56551,36159,11696,46685,43203,23796,8710,36545,27465,17730,8630,32779,23772,14316,6332,26606,--,10795,5307,20638,20081,17433,13608, 
 经营活动产生的现金流量净额(万元),-6572,20841,20725,22036,16505,13280,7041,8669,313,13108,6732,4361,653,11783,7296,5294,-690,10408,4910,3736,-2183,7099,7171,5868,2685, 
 收回投资所收到的现金(万元),7000,90019,84000,54000,31449,8000,4036,--,--,34400,21500,21500,9000,6500,3500,3500,3500,--,--,--,--,--,3600,8500,--, 
 取得投资收益所收到的现金(万元),153,1201,1089,684,--,64,--,--,--,331,240,240,34,25,5,5,5,--,--,--,--,--,8,10,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,24,15,15,14,53,53,51,51,43,43,8,8,--,14,--,--,1787,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,619,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7153,91863,85104,54699,31463,8116,4089,51,51,34774,21784,21748,9042,6525,3519,3505,3505,1787,--,0,0,0,3608,8510,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3637,11007,9801,6542,4449,16041,13708,2082,1291,2816,967,829,157,4878,1038,504,55,2252,--,1915,182,2387,3570,3238,240, 
 投资所支付的现金(万元),1200,122250,100166,85000,61000,39000,33000,4000,--,26900,18000,14000,14000,14000,9500,3500,3500,--,--,--,--,--,3000,9100,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,3520,--,--,--,300,--,--,--,--,--,--,--,--,--,--,2495,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),247,--,--,--,--,--,--,--,--,--,--,--,--,198,211,211,211,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5084,133257,113487,91542,65449,55041,47008,6082,1291,29716,18967,14829,14157,19076,10749,4215,3765,4747,--,1915,182,2387,6570,12338,240, 
 投资活动产生的现金流量净额(万元),2069,-41394,-28383,-36844,-33986,-46925,-42919,-6032,-1240,5058,2816,6919,-5115,-12551,-7230,-710,-260,-2960,--,-1915,-182,-2387,-2963,-3828,-240, 
 吸收投资收到的现金(万元),450,60,3550,30,--,32763,33256,--,--,--,--,--,--,16814,16814,16814,16814,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,193, 
 筹资活动现金流入小计(万元),750,60,3550,30,0,32763,33256,0,0,0,0,0,0,16814,16814,16814,16814,0,--,0,0,0,0,0,193, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,4382,4382,4382,--,4128,4128,4128,--,2580,2580,2580,--,1909,1909,1909,--,1350,--,1350,1350,1350,900,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
