 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),51867,35661,69695,47696,66950,31762,75934,68131,61967, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),31,31,30,30,51,22,86,51,72, 
 收到的其他与经营活动有关的现金(万元),234,157,842,292,793,558,294,293,284, 
 经营活动现金流入小计(万元),52133,35849,70568,48018,67794,32342,76314,68474,62322, 
 购买商品、接受劳务支付的现金(万元),37031,26068,48959,33951,45386,22862,55217,51283,49732, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6771,4517,7546,5561,6723,3393,6148,4835,3315, 
 支付的各项税费(万元),2682,1827,4807,3331,2825,1397,3163,2271,1698, 
 支付的其他与经营活动有关的现金(万元),3454,2581,5099,3155,5338,1630,4433,3262,2658, 
 经营活动现金流出小计(万元),49938,34993,66410,45998,60272,29281,68960,61651,57402, 
 经营活动产生的现金流量净额(万元),2195,856,4157,2020,7523,3061,7354,6823,4920, 
 收回投资所收到的现金(万元),--,--,--,--,11150,10150,15068,2600,--, 
 取得投资收益所收到的现金(万元),--,--,13,5,87,87,73,15,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12,12,11,5,66,33,42,100,14, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),12,12,24,10,11302,10269,15183,2715,14, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14255,7718,7441,5111,8120,1145,2883,1957,2758, 
 投资所支付的现金(万元),--,--,--,--,7101,6101,17617,4100,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,4005,3453, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),14255,7718,7441,5111,15221,7245,20500,10063,6211, 
 投资活动产生的现金流量净额(万元),-14243,-7707,-7418,-5100,-3919,3024,-5317,-7348,-6197, 
 吸收投资收到的现金(万元),132,132,672,510,10626,10528,149,1543,1549, 
 其中：子公司吸收少数股东投资收到的现金(万元),132,132,672,510,126,28,149,--,--, 
 取得借款收到的现金(万元),27129,18292,14694,11851,15041,12012,17587,21043,7452, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1181,--,416,--,596,--,--,--,--, 
 筹资活动现金流入小计(万元),28442,18424,15781,12361,26262,22539,17735,22587,9001, 
 偿还债务支付的现金(万元),14420,8469,11291,8428,22937,15358,18779,19954,4930, 
 分配股利、利润或偿付利息所支付的现金(万元),657,492,305,201,538,390,884,1186,869, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2119,1765,1734,401,986,596,--,--,--, 
