 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),12747,8642,26236,19352,5450,28357,21219,14095, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),150,124,70,10,10,29,--,146, 
 收到的其他与经营活动有关的现金(万元),153,134,202,155,31,230,289,384, 
 经营活动现金流入小计(万元),13051,8900,26508,19518,5492,28617,21508,14625, 
 购买商品、接受劳务支付的现金(万元),6198,3069,13497,9267,4663,17171,6618,3253, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2631,1812,3175,2392,948,3191,2862,2670, 
 支付的各项税费(万元),1629,1148,2150,1706,729,2611,2132,2311, 
 支付的其他与经营活动有关的现金(万元),1816,1042,2568,1905,594,2760,2702,2921, 
 经营活动现金流出小计(万元),12274,7071,21390,15270,6934,25734,14313,11156, 
 经营活动产生的现金流量净额(万元),777,1829,5118,4247,-1442,2882,7195,3469, 
 收回投资所收到的现金(万元),--,--,5007,5007,4902,3330,1300,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),117,116,27,19,--,128,26,334, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,2042, 
 收到的其他与投资活动有关的现金(万元),1000,800,--,--,--,3597,4908,22775, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1117,916,5034,5026,4902,7055,6235,25151, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2027,1642,2185,1969,257,2674,1761,8864, 
 投资所支付的现金(万元),--,--,505,505,505,7222,2400,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,2500,5450,20050, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2027,1642,2690,2474,762,12396,9611,28914, 
 投资活动产生的现金流量净额(万元),-909,-726,2344,2552,4139,-5341,-3376,-3763, 
 吸收投资收到的现金(万元),--,--,--,--,--,5396,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),6430,930,26052,17700,8650,23230,19971,19730, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,9,34, 
 筹资活动现金流入小计(万元),6430,930,26052,17700,8650,28626,19980,19764, 
 偿还债务支付的现金(万元),5850,2500,31582,24215,13190,20690,23411,15992, 
 分配股利、利润或偿付利息所支付的现金(万元),1695,1547,894,766,399,3736,2189,2206, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),104,52,360,170,90,--,--,9, 
 筹资活动现金流出小计(万元),7649,4099,32836,25151,13679,24426,25600,18207, 
 筹资活动产生的现金流量净额(万元),-1219,-3169,-6784,-7451,-5029,4200,-5620,1557, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-1352,-2066,679,-651,-2332,1741,-1801,1263, 
 加:期初现金及现金等价物余额(万元),4477,4477,3798,3798,3798,2056,3857,2595, 
 期末现金及现金等价物余额(万元),3125,2410,4477,3147,1466,3798,2056,3857, 
 净利润(万元),--,2320,3283,--,469,3668,2792,3180, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-692,300,--,244,308,1460,232, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1342,2320,--,588,2315,2085,1915, 
 无形资产摊销(万元),--,127,229,--,45,100,70,186, 
 长期待摊费用摊销(万元),--,--,6,--,1,9,9,9, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,256,-3,--,--,94,-19,-70, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),--,281,694,--,191,1120,910,1377, 
 投资损失(万元),--,--,-2,--,-2,-155,15,-29, 
 递延所得税资产减少(万元),--,176,-17,--,30,-28,-164,-20, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-814,3281,--,1919,-1577,-1718,-1198, 
 经营性应收项目的减少(万元),--,1177,-5134,--,-3920,-1757,-3442,2001, 
 经营性应付项目的增加(万元),--,-2241,286,--,-974,-1592,5332,-3984, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,-103,-125,--,-34,379,-135,-131, 
 经营活动产生现金流量净额(万元),--,1829,5118,--,-1442,2882,7195,3469, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),3125,2410,4477,3147,1466,3798,2056,3857, 
 现金的期初余额(万元),4477,4477,3798,3798,3798,2056,3857,2595, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1352,-2066,679,-651,-2332,1741,-1801,1263, 

