 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),14280,8342,4298,23787,16718,13770,6256,22054,12461,30787,18348,16933,16941,13793, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,2,--,--,--,--,1,1,18,--,--, 
 收到的其他与经营活动有关的现金(万元),1404,520,30,68,68,43,44,413,358,85,245,280,1765,187, 
 经营活动现金流入小计(万元),15685,8863,4327,23855,16789,13813,6300,22467,12819,30873,18594,17231,18706,13980, 
 购买商品、接受劳务支付的现金(万元),8007,3649,2360,3118,2439,1671,1049,4395,3864,11610,7786,7478,6246,8433, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2334,1584,1129,2735,2185,1669,822,2752,2186,2429,1427,2232,1797,1166, 
 支付的各项税费(万元),3941,2427,886,5179,3840,2632,729,4881,3130,5833,3575,2580,3293,3173, 
 支付的其他与经营活动有关的现金(万元),8036,4118,1459,7255,5705,3509,2143,5990,4399,5654,2854,4773,3134,3928, 
 经营活动现金流出小计(万元),22318,11778,5834,18288,14170,9481,4743,18017,13579,25526,15642,17063,14469,16699, 
 经营活动产生的现金流量净额(万元),-6633,-2915,-1507,5567,2619,4332,1557,4449,-760,5346,2952,168,4237,-2719, 
 收回投资所收到的现金(万元),--,4500,--,--,--,--,--,455,450,--,--,--,600,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,243,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,116,--,11,11,11,--,26,--,20,--,713,19,21, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),41,--,--,38,38,38,38,--,--,435,370,134,30,30, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),44,4616,0,49,49,49,38,481,450,454,370,847,892,51, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2925,4030,1452,750,474,225,80,709,560,945,514,3910,2635,2412, 
 投资所支付的现金(万元),880,17380,--,--,--,--,--,342,342,38,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),9500,--,12000,--,--,--,--,--,--,--,--,--,--,107, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),13305,21410,13452,750,474,225,80,1051,902,983,514,3910,2635,2519, 
 投资活动产生的现金流量净额(万元),-13261,-16793,-13452,-701,-425,-176,-42,-570,-452,-529,-144,-3063,-1743,-2468, 
 吸收投资收到的现金(万元),--,--,--,34658,--,--,--,--,--,--,--,--,8740,4543, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,6400,5280,3980,2480,8400,7280,8900,5280,13100,11400,11800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,1000,--, 
 筹资活动现金流入小计(万元),0,0,0,41058,5280,3980,2480,8400,7280,8900,5280,13100,21140,16343, 
 偿还债务支付的现金(万元),6400,6400,6400,8100,6980,5680,3080,8800,7680,10200,6580,13100,17800,9400, 
