 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),219362,145957,64297,211794,145676,92111,43061,180780,131246,94622,41276,165322,131877,85025,42289,140347,105785,68481,27575,118384,88649,62618,27818,77060,60232,41577,19564,95039,75288,58971,25670,94071,82329,56928,38077,130936,110640,76279,26786,90345,91620,64209,33445,84828,78222,54613,20999,87880,63577,42169,21140, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 收到的税费返还(万元),60,13,13,53,6,3,3,60,67,3,3,119,111,29,4,136,11,9,--,--,--,--,--,--,24,24,--,79,52,52,39,61,94,47,23,108,93,87,78,--,8,8,--,26,--,--,0,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),7762,4867,980,9843,7599,3809,1459,4720,6854,4074,2426,11634,9366,8199,1781,15730,12574,11378,7634,21686,18703,10971,7205,15670,7929,5890,2772,10199,3457,3362,3023,6212,3548,2593,1284,7426,2763,1952,2093,4840,424,366,212,1843,751,469,671,1070,336,417,106, 
 经营活动现金流入小计(万元),227184,150837,65290,221689,153281,95924,44523,185561,138168,98699,43705,177074,141353,93253,44074,156213,118370,79868,35210,140071,107352,73589,35023,92730,68185,47491,22337,105318,78797,62385,28731,100344,85971,59568,39384,138470,113496,78318,28958,95185,92052,64583,33656,86697,78973,55082,21670,88950,63912,42587,21246, 
 购买商品、接受劳务支付的现金(万元),60230,31687,15406,68750,47825,26621,12200,51999,32191,26406,14100,55873,40211,24453,11899,57001,41446,24461,11695,59395,42317,30715,16278,34294,26544,12387,6292,35185,31276,22170,9898,49698,52189,31946,25233,54807,52870,47249,14614,47191,67859,41859,22268,45853,50983,31228,13975,60609,39489,23806,11535, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),38268,25838,11480,42459,30724,21637,12319,39143,28616,17934,9010,34973,27016,16589,9151,30417,22982,16530,7420,28362,20498,14041,6059,22385,16838,11801,5053,19085,12895,9190,4319,16656,12122,8071,3127,14554,9987,6943,2823,12324,8556,6253,3416,9100,6278,4149,1710,7029,4995,2692,1474, 
 支付的各项税费(万元),27611,22696,13977,25496,19867,14759,5097,21624,17692,13745,3792,27000,21092,14470,5410,19143,14914,11824,5456,14468,11038,8162,2556,13600,11799,8108,5007,19646,12021,9091,4265,13234,9244,8527,4316,14787,11051,7463,3700,10160,8054,5130,2416,9569,6524,4529,2090,6452,4449,3053,1672, 
