 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),109228,65851,32654,118069,91294,64364,34350,132499,100148,64326,144490,140291,91963,76485, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1113,329,791,770,663,670,485,368,878,146,452,296,2825,248, 
 经营活动现金流入小计(万元),110341,66179,33445,118839,91957,65034,34834,132867,101025,64472,144943,140587,94788,76733, 
 购买商品、接受劳务支付的现金(万元),98039,60032,31294,111162,84840,59210,33599,109611,87918,55461,114776,116479,74876,63095, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13750,8850,4737,14484,11576,7939,4760,15209,11990,8532,14035,11186,7598,4704, 
 支付的各项税费(万元),7445,4861,2222,8565,7666,5482,2079,9668,7840,6024,9651,8681,5740,5492, 
 支付的其他与经营活动有关的现金(万元),5145,3075,856,3243,3390,1448,762,2696,2659,1284,2925,5655,1722,2942, 
 经营活动现金流出小计(万元),124379,76818,39110,137454,107472,74079,41200,137184,110407,71301,141387,142001,89935,76234, 
 经营活动产生的现金流量净额(万元),-14038,-10638,-5665,-18615,-15515,-9045,-6366,-4317,-9382,-6829,3556,-1414,4852,500, 
 收回投资所收到的现金(万元),33400,16400,4200,--,--,--,--,--,--,--,--,--,--,48, 
 取得投资收益所收到的现金(万元),295,158,38,--,--,--,--,--,--,--,--,--,--,6, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,4,1,10,--,--,--,0,0,0,12,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),33699,16562,4239,10,0,0,0,0,0,0,12,0,0,54, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1061,764,84,426,319,313,153,707,646,42,568,542,2591,1454, 
 投资所支付的现金(万元),46200,29200,12200,4200,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1697, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),47261,29964,12284,4626,319,313,153,707,646,42,568,542,2591,3151, 
 投资活动产生的现金流量净额(万元),-13563,-13402,-8045,-4616,-319,-313,-153,-707,-646,-42,-555,-542,-2591,-3098, 
 吸收投资收到的现金(万元),--,--,--,57604,57604,--,--,--,--,--,--,--,--,7240, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),43244,36387,15184,26000,26000,15188,8574,33223,22928,15930,20418,11162,7000,5622, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),775,1,--,--,--,--,--,152,--,--,--,308,--,--, 
 筹资活动现金流入小计(万元),44019,36387,15184,83604,83604,15188,8574,33375,22928,15930,20418,11470,7000,12861, 
 偿还债务支付的现金(万元),22854,15578,310,34480,26164,14593,6357,19573,13098,8686,12992,7909,4570,155, 
 分配股利、利润或偿付利息所支付的现金(万元),1272,763,314,1658,1308,865,445,3494,3058,2641,2909,5734,1354,3916, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,54,1026,290,362,68,120,533,539,892,182,439,35, 
 筹资活动现金流出小计(万元),24125,16342,677,37164,27762,15819,6871,23187,16689,11866,16793,13825,6363,4105, 
 筹资活动产生的现金流量净额(万元),19893,20046,14507,46440,55842,-631,1704,10188,6239,4063,3625,-2355,637,8756, 
 汇率变动对现金及现金等价物的影响(万元),-492,-491,-8,68,30,20,-6,62,50,-6,6,-6,2,-3, 
 现金及现金等价物净增加额(万元),-8199,-4486,789,23278,40038,-9969,-4822,5226,-3739,-2814,6631,-4317,2901,6155, 
 加:期初现金及现金等价物余额(万元),43907,43907,43937,20629,20629,20629,20629,15402,15402,15402,8771,13088,10188,4033, 
 期末现金及现金等价物余额(万元),35708,39421,44726,43907,60667,10659,15807,20629,11664,12588,15402,8771,13088,10188, 
 净利润(万元),--,3767,--,8093,--,4306,--,10958,--,3251,11213,10417,8363,5620, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,5397,--,8780,--,4787,--,5582,--,4122,5062,3924,1850,2099, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,196,--,393,--,196,--,325,--,165,327,307,260,231, 
 无形资产摊销(万元),--,64,--,211,--,117,--,276,--,121,217,147,81,72, 
 长期待摊费用摊销(万元),--,27,--,120,--,36,--,150,--,103,236,204,124,60, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,2,--,4,--,--,--,0,--,0,-6,5,--,--, 
 固定资产报废损失(万元),--,16,--,--,--,--,--,--,--,--,--,--,--,1, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1328,--,1620,--,845,--,1468,--,648,911,590,488,135, 
 投资损失(万元),--,-158,--,--,--,--,--,--,--,--,--,--,--,-6, 
 递延所得税资产减少(万元),--,-1390,--,-2238,--,-1235,--,-1527,--,-1117,-1438,-1011,-447,-560, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-401,--,542,--,586,--,767,--,1492,-1354,-149,-1180,1169, 
 经营性应收项目的减少(万元),--,-22926,--,-41663,--,-23066,--,-30264,--,-19221,-34072,-11293,-18331,-18219, 
 经营性应付项目的增加(万元),--,3440,--,5524,--,4383,--,7949,--,3606,22460,-4554,13644,9897, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-10638,--,-18615,--,-9045,--,-4317,--,-6829,3556,-1414,4852,500, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),35708,39421,44726,43907,60667,10659,15807,20629,11664,12588,15402,8771,13088,10188, 
 现金的期初余额(万元),43907,43907,43937,20629,20629,20629,20629,15402,15402,15402,8771,13088,10188,4033, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-8199,-4486,789,23278,40038,-9969,-4822,5226,-3739,-2814,6631,-4317,2901,6155, 

