 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),38599,24978,46380,33336,21882,43524,38990,33051, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3343,2135,3015,2292,860,2633,2335,2148, 
 收到的其他与经营活动有关的现金(万元),307,81,719,553,314,299,450,438, 
 经营活动现金流入小计(万元),42248,27194,50115,36181,23056,46456,41775,35636, 
 购买商品、接受劳务支付的现金(万元),28707,16355,27851,19657,13435,25473,27219,24553, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8014,5214,9695,7038,4639,8100,6252,5761, 
 支付的各项税费(万元),2084,1219,2720,2649,1312,1886,1218,791, 
 支付的其他与经营活动有关的现金(万元),3123,1744,3499,3558,1729,3153,2788,2288, 
 经营活动现金流出小计(万元),41927,24532,43765,32902,21116,38612,37477,33393, 
 经营活动产生的现金流量净额(万元),321,2662,6350,3279,1940,7844,4298,2243, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,--,20,20,20,1,10,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),94,94,90,--,90,2012,3013,2776, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),97,94,110,20,110,2013,3024,2776, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1180,695,11303,6514,1492,1996,1115,1192, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,2336,3000,2760, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1180,695,11303,6514,1492,4332,4115,3952, 
 投资活动产生的现金流量净额(万元),-1083,-601,-11193,-6493,-1382,-2320,-1091,-1176, 
 吸收投资收到的现金(万元),26844,--,--,--,--,1500,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,4500,--,--,5000,300,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1350,100,130,--,--,--,1630,300, 
 筹资活动现金流入小计(万元),28194,100,4630,0,0,6500,1930,300, 
 偿还债务支付的现金(万元),7279,315,1238,1114,110,300,3600,200, 
 分配股利、利润或偿付利息所支付的现金(万元),1330,1341,1570,984,1437,4811,501,847, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),666,--,190,--,100,--,387,1576, 
 筹资活动现金流出小计(万元),9275,1656,2998,2099,1647,5111,4488,2623, 
 筹资活动产生的现金流量净额(万元),18919,-1556,1632,-2099,-1647,1389,-2557,-2323, 
 汇率变动对现金及现金等价物的影响(万元),56,-0,60,27,16,54,-4,-143, 
 现金及现金等价物净增加额(万元),18213,505,-3150,-5286,-1073,6967,646,-1399, 
 加:期初现金及现金等价物余额(万元),5572,5572,8722,9058,8722,1755,1109,2508, 
 期末现金及现金等价物余额(万元),23785,6077,5572,3772,7649,8722,1755,1109, 
