 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),28757,20198,35528,23964,7022,21868,18973,9685, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),920,920,1953,1148,977,805,--,--, 
 收到的其他与经营活动有关的现金(万元),1415,936,1660,689,257,2025,1865,1447, 
 经营活动现金流入小计(万元),31091,22053,39141,25801,8255,24698,20837,11133, 
 购买商品、接受劳务支付的现金(万元),6837,4462,7835,4559,1172,4648,4651,3099, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6350,4271,6450,4079,1492,5018,3251,2168, 
 支付的各项税费(万元),7437,4747,12018,9009,2355,7826,3888,2111, 
 支付的其他与经营活动有关的现金(万元),5764,4199,7586,4878,1830,6758,3751,4183, 
 经营活动现金流出小计(万元),26387,17679,33888,22525,6849,24250,15541,11560, 
 经营活动产生的现金流量净额(万元),4704,4374,5253,3276,1406,448,5296,-427, 
 收回投资所收到的现金(万元),--,--,--,--,--,700,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,27,70,--, 
 处置子公司及其他营业单位收到的现金净额(万元),-235,-235,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,20,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),-235,-235,0,0,0,727,90,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3893,3026,4359,3405,858,2821,1806,865, 
 投资所支付的现金(万元),--,--,3000,3080,2568,700,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,1020,--,432,826,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,102,--,20,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3893,3026,8379,6485,3961,4347,1826,865, 
 投资活动产生的现金流量净额(万元),-4128,-3262,-8379,-6485,-3961,-3620,-1736,-865, 
 吸收投资收到的现金(万元),265,287,6884,6583,6583,13195,1163,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),265,287,321,93,93,1486,1163,--, 
 取得借款收到的现金(万元),62,62,366,--,--,4600,700,1300, 
