 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),21912,12917,23019,16407,10835,14316,6057,9881,6099,3245, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),493,219,1227,669,565,1300,580,812,769,1343, 
 经营活动现金流入小计(万元),22404,13136,24246,17076,11400,15616,6637,10692,6868,4589, 
 购买商品、接受劳务支付的现金(万元),2374,1533,1528,2130,1294,825,202,350,375,263, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5036,3415,5800,4097,2977,4250,1972,2830,1881,1181, 
 支付的各项税费(万元),2053,946,1692,1463,940,941,444,1213,837,328, 
 支付的其他与经营活动有关的现金(万元),7097,3998,12007,7296,4677,7690,3027,4730,2919,2838, 
 经营活动现金流出小计(万元),16560,9893,21028,14986,9888,13706,5646,9123,6012,4610, 
 经营活动产生的现金流量净额(万元),5844,3243,3218,2090,1512,1910,991,1569,856,-21, 
 收回投资所收到的现金(万元),--,--,3615,1915,815,3715,820,3000,--,1000, 
