 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),3580900,10782500,8483400,5637200,3342000,11245800,8937500,6690800,4282800,11245300,9130000,6957800,4867200,11172000,8490200,6573400,4659700,10352800,7089600,4997800,2986400,9745000,7627400,5456600,3381000,9444400,4930400,2948500,9124000,5290800,6492100,4551600, 
 收到再保险业务现金净额(万元),3400,21600,27600,27500,--,76500,23900,23900,--,--,--,--,--,--,100,100,--,45000,42400,40500,--,93900,57800,24100,--,50500,--,--,16600,0,24700,15200, 
 保户储金及投资款净增加额(万元),213800,263900,248100,217600,157000,200200,211400,214600,182300,--,--,--,106900,123300,108000,86900,55700,637600,641800,665000,--,--,--,20300,30000,--,--,--,0,0,0,586500, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,7600,2500,2100,1200,48300,30400,26300,14100,181200,120300,81300,25600,25800,21100,17600,4200,96600,54400,47200,--,--,--,--,--,--,--,--,0,0,0,--, 
 收到的其他与经营活动有关的现金(万元),19400,105800,147800,41000,20800,63300,56600,45700,24200,75600,44600,44700,27600,42200,23700,17800,11500,37500,29600,28700,14600,30200,23600,21500,6900,59300,42900,41200,22300,6400,13400,11600, 
 经营活动现金流入小计(万元),3817500,11181400,8909400,5925400,3521000,11634100,9259800,7001300,4503400,11502100,9294900,7083800,5027300,11363300,8643100,6695800,4731100,11169500,7857800,5779200,3001000,9869100,7708800,5522500,3417900,9554200,4973300,2989700,9162900,5297200,6530200,5164900, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--, 
