 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),44420,26886,12260,46642,39897,26605,12736,46829,35495,39675,9367,32931,19119,13967, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3281,2759,1613,2419,1392,1217,670,1831,1322,1597,290,615,451,490, 
 收到的其他与经营活动有关的现金(万元),7843,5593,1477,2565,1675,1227,183,2319,888,1959,540,731,978,468, 
 经营活动现金流入小计(万元),55544,35238,15350,51625,42964,29050,13589,50978,37705,43231,10198,34277,20547,14926, 
 购买商品、接受劳务支付的现金(万元),30827,21146,11576,28113,25276,15064,7706,23614,18299,19259,4779,14030,7911,7559, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12736,8521,3881,14219,10305,7014,3025,11218,8341,9836,2729,8375,4970,2876, 
 支付的各项税费(万元),3002,2042,1285,2183,1443,1196,369,2669,2135,1288,295,2251,1143,590, 
 支付的其他与经营活动有关的现金(万元),7454,5502,3000,5025,3976,3504,1584,4027,3194,4344,991,4275,2081,1174, 
 经营活动现金流出小计(万元),54019,37212,19742,49540,41000,26777,12684,41528,31969,34727,8794,28932,16104,12199, 
 经营活动产生的现金流量净额(万元),1525,-1974,-4392,2085,1964,2272,905,9451,5735,8504,1404,5345,4443,2726, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,5241,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,25,--,--,66,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,38,9,4,3,5,--,4,2,1,0,19,4,77, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,102,102,102,--,212,73,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),9,38,9,105,104,106,0,216,75,26,0,5259,70,77, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7019,6085,4615,29764,25190,16751,5705,20709,11837,16054,3701,9883,2091,2294, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1,--,--,373,--,--,--,133,--,104,--,--,102,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),7020,6085,4615,30137,25190,16751,5705,20842,11837,16158,3701,9883,2193,2294, 
 投资活动产生的现金流量净额(万元),-7011,-6047,-4606,-30031,-25086,-16645,-5705,-20626,-11762,-16132,-3701,-4624,-2122,-2217, 
 吸收投资收到的现金(万元),6204,--,--,46750,--,--,--,--,--,--,--,--,46,3135, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,46,--, 
 取得借款收到的现金(万元),22393,18560,10800,42465,30695,19435,5449,13961,6929,18830,4700,18,110,689, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),28597,18560,10800,89215,30695,19435,5449,13961,6929,18830,4700,18,156,3824, 
 偿还债务支付的现金(万元),60630,54036,46712,9936,5502,2302,754,4207,2260,10263,2208,51,6,689, 
 分配股利、利润或偿付利息所支付的现金(万元),2000,1873,327,1977,1331,805,337,874,618,264,30,6062,1,610, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,207,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),62630,55909,47039,12121,6833,3107,1090,5081,2878,10526,2238,6112,7,1299, 
 筹资活动产生的现金流量净额(万元),-34034,-37349,-36239,77095,23862,16328,4358,8880,4051,8304,2462,-6094,149,2525, 
 汇率变动对现金及现金等价物的影响(万元),-286,-203,-12,181,-270,-147,-84,386,391,-23,-25,-125,5,-1, 
 现金及现金等价物净增加额(万元),-39805,-45573,-45249,49329,470,1809,-526,-1910,-1584,653,141,-5497,2475,3033, 
 加:期初现金及现金等价物余额(万元),51264,51264,51264,1935,1935,1935,6085,3844,3844,3191,3191,8689,6213,3180, 
 期末现金及现金等价物余额(万元),11459,5691,6015,51264,2405,3744,5559,1935,2260,3844,3333,3191,8689,6213, 
 净利润(万元),--,2386,--,6688,4624,3710,--,9311,5171,6596,--,9359,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,53,--,801,249,272,--,472,288,605,--,382,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1626,--,1991,1262,601,--,677,521,640,--,525,--,--, 
 无形资产摊销(万元),--,101,--,236,164,98,--,184,137,90,--,60,--,--, 
 长期待摊费用摊销(万元),--,8,--,118,117,40,--,118,90,125,--,109,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,3,--,50,53,18,--,5,3,18,--,37,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,-260,-248,-129,--,88,-50,171,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,699,--,1187,713,244,--,-277,-266,167,--,127,--,--, 
 投资损失(万元),--,--,--,373,359,224,--,38,-11,-32,--,-4799,--,--, 
 递延所得税资产减少(万元),--,-123,--,-369,40,45,--,-174,-106,-10,--,16,--,--, 
 递延所得税负债增加(万元),--,79,--,75,56,31,--,-71,2,95,--,--,--,--, 
 存货的减少(万元),--,-2726,--,-3588,-1906,-493,--,-1530,-128,-611,--,-721,--,--, 
 经营性应收项目的减少(万元),--,1769,--,-10472,-3913,-1863,--,-3321,631,-1436,--,-1314,--,--, 
 经营性应付项目的增加(万元),--,-6418,--,5076,297,-573,--,3930,-545,2085,--,1564,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,570,--,178,98,46,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-1974,--,2085,1964,2272,--,9451,5735,8504,--,5345,--,--, 
