 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),109862,49235,190239,121148,84113,38190,167988,130640,86867,35271,171455,141155,94688,39441,201234,152652,90162,194845,165165,108526, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),768,173,--,104,18,0,348,331,127,84,102,53,--,--,260,217,200,93,362,352, 
 收到的其他与经营活动有关的现金(万元),4958,1464,2432,4040,1443,2176,6093,4423,3586,3581,9226,3715,1644,2034,3451,3228,2511,3388,1641,3633, 
 经营活动现金流入小计(万元),115587,50872,192670,125292,85574,40367,174429,135393,90579,38936,180783,144923,96332,41475,204945,156097,92873,198326,167168,112511, 
 购买商品、接受劳务支付的现金(万元),69900,38415,103843,81049,47084,27535,75075,78114,47972,22759,113978,100068,59018,27125,110143,103766,52704,94001,81204,43634, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),28583,10865,45550,33703,22680,10790,44908,32147,23394,9298,51182,34253,23608,10477,51056,34674,26366,53523,42639,43693, 
 支付的各项税费(万元),13032,7146,17106,13798,11201,6775,22641,16419,11901,3948,24830,19221,12673,4479,24554,19385,12365,25563,18437,9886, 
 支付的其他与经营活动有关的现金(万元),2387,2751,13562,6563,3141,2087,7516,6950,2913,4248,8875,7429,4778,8462,11577,7947,4655,13647,10897,7550, 
 经营活动现金流出小计(万元),113903,59177,180062,135113,84105,47187,150141,133630,86180,40253,198865,160972,100076,50542,197330,165772,96090,186734,153176,104763, 
 经营活动产生的现金流量净额(万元),1684,-8305,12609,-9821,1469,-6821,24288,1764,4399,-1317,-18082,-16049,-3744,-9067,7616,-9675,-3216,11591,13992,7748, 
 收回投资所收到的现金(万元),--,--,94400,--,--,--,161100,--,--,--,57530,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),92,--,744,--,557,24,1205,--,--,--,537,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,79,14,14,4,542,3,2,--,13,1,0,--,11,10,10,60,279,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,493,94,--,364,795,430,254,254,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),92,0,95223,507,664,28,163211,798,432,254,58334,1,0,0,11,10,10,60,279,7, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),27766,11914,32499,19797,9994,5540,15399,7698,4658,3769,16935,15471,7473,6808,14558,16126,8000,18706,24952,26849, 
 投资所支付的现金(万元),--,--,96400,2350,2350,--,173100,64,64,--,58838,1008,1008,1008,--,--,--,--,--,184, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),27766,11914,128899,22147,12344,5540,188499,7762,4722,3769,75773,16479,8481,7816,14558,16126,8000,18706,25033,27032, 
 投资活动产生的现金流量净额(万元),-27674,-11914,-33676,-21640,-11680,-5512,-25289,-6965,-4290,-3515,-17439,-16478,-8480,-7816,-14547,-16116,-7990,-18646,-24754,-27026, 
 吸收投资收到的现金(万元),--,--,1176,--,--,--,--,--,--,--,155305,155305,155305,--,--,--,--,1350,--,30000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,1176,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1350,--,--, 
 取得借款收到的现金(万元),60394,20948,77341,47858,32372,5000,66000,62000,40000,10000,87149,79000,58000,17000,79500,79500,42500,51000,42400,4800, 
 发行债券收到的现金(万元),--,--,19800,19800,19800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,2000,--,--,--,2000,--,--,--,--,--,--,--,30,--,--,--,--,--, 
 筹资活动现金流入小计(万元),60394,20948,100317,67658,52172,5000,68000,62000,40000,10000,242454,234305,213305,17000,79530,79500,42500,52350,42400,34800, 
 偿还债务支付的现金(万元),30000,20000,70298,52950,31950,7050,59050,56050,26000,5000,124149,116000,44000,14000,56480,56480,29910,25150,20070,--, 
 分配股利、利润或偿付利息所支付的现金(万元),7292,609,5353,4050,1063,480,5450,4744,1109,495,7306,6408,5641,1117,8655,8657,5838,6025,2849,3069, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),788,334,653,340,2354,849,115,1140,703,423,6116,2920,1168,--,5595,3916,2785,3549,30,--, 
 筹资活动现金流出小计(万元),38080,20943,76305,57340,35367,8379,64615,61934,27811,5918,137570,125327,50809,15117,70730,69053,38533,34724,22949,3069, 
 筹资活动产生的现金流量净额(万元),22314,5,24012,10319,16805,-3379,3385,66,12189,4082,104884,108978,162496,1883,8800,10447,3967,17626,19451,31731, 
 汇率变动对现金及现金等价物的影响(万元),-84,-735,-665,-643,-291,-10,82,-240,282,-10,314,163,-16,-2,-83,-41,-34,-385,-91,55, 
 现金及现金等价物净增加额(万元),-3761,-20949,2280,-21785,6303,-15722,2467,-5375,12579,-759,69676,76614,150255,-15003,1786,-15384,-7273,10187,8597,12508, 
 加:期初现金及现金等价物余额(万元),114977,114977,112696,112696,112696,112696,110230,110230,110230,110230,40554,40554,40554,40554,38768,38768,38768,28581,19984,7476, 
 期末现金及现金等价物余额(万元),111216,94028,114977,90911,118999,96975,112696,104855,122809,109471,110230,117168,190809,25551,40554,23384,31495,38768,28581,19984, 
 净利润(万元),16128,--,20539,--,11136,--,17151,--,10722,--,20388,--,12667,--,28332,--,14059,38550,32203,18885, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1740,--,6610,--,2969,--,7855,--,1718,--,4947,--,1776,--,3119,--,1295,2381,1450,1410, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7430,--,14218,--,7670,--,14059,--,6709,--,13355,--,6711,--,12394,--,5757,8853,5623,4341, 
 无形资产摊销(万元),129,--,310,--,71,--,238,--,98,--,138,--,60,--,125,--,62,124,99,43, 
 长期待摊费用摊销(万元),70,--,297,--,133,--,313,--,133,--,230,--,91,--,165,--,65,48,24,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),25,--,72,--,160,--,-101,--,-80,--,49,--,-151,--,103,--,-0,-50,88,112, 
 固定资产报废损失(万元),--,--,290,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),2999,--,3633,--,1471,--,3355,--,1109,--,4308,--,2699,--,5196,--,2271,3388,1515,533, 
 投资损失(万元),-86,--,-708,--,-526,--,-1165,--,-477,--,-537,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-135,--,-1077,--,-495,--,436,--,-403,--,-1469,--,-322,--,-1236,--,-542,-802,-442,-611, 
 递延所得税负债增加(万元),-797,--,458,--,-909,--,1853,--,434,--,1483,--,1146,--,--,--,--,--,--,--, 
 存货的减少(万元),-24575,--,-7561,--,-11365,--,5534,--,-5722,--,-2761,--,-9587,--,-2198,--,-15735,-15070,-6096,-5282, 
 经营性应收项目的减少(万元),-5766,--,-15509,--,-7532,--,-33693,--,-21813,--,-62856,--,-13606,--,-50100,--,-11992,-34134,-34235,-24299, 
 经营性应付项目的增加(万元),4523,--,-8830,--,-1314,--,8813,--,11973,--,4657,--,-5577,--,11228,--,1258,6934,10945,11305, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,-131,--,--,--,-358,--,--,--,-16,--,347,--,487,--,286,1370,2814,1311, 
 经营活动产生现金流量净额(万元),1684,--,12609,--,1469,--,24288,--,4399,--,-18082,--,-3744,--,7616,--,-3216,11591,13992,7748, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),111216,94028,114977,90911,118999,96975,112696,104855,122809,109471,110230,117168,190809,25551,40554,23384,31495,38768,28581,19984, 
 现金的期初余额(万元),114977,114977,112696,112696,112696,112696,110230,110230,110230,110230,40554,40554,40554,40554,38768,38768,38768,28581,19984,7476, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3761,-20949,2280,-21785,6303,-15722,2467,-5375,12579,-759,69676,76614,150255,-15003,1786,-15384,-7273,10187,8597,12508, 

