 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),46202,131298,115229,67675,40138,141429,122852,81706,36666,129088,96112,63208,25479,136407,96533,32676,--,78159,128164,46667,--,73689,80473,92000,131319, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),457,4109,3277,2392,1404,6462,5820,4377,2430,6434,4800,2594,1310,4330,4872,2302,--,4204,3813,896,--,5422,2836,2338,1354, 
 收到的其他与经营活动有关的现金(万元),3743,6099,4552,3144,1192,6794,4921,2382,758,5745,2022,2334,917,9472,6324,518,--,3423,8707,1724,--,5751,5399,9791,3059, 
 经营活动现金流入小计(万元),50402,141507,123059,73211,42734,154685,133592,88465,39855,141268,102933,68136,27706,150208,107729,35496,--,85787,140684,49287,--,84863,88707,104128,135731, 
 购买商品、接受劳务支付的现金(万元),34890,96693,86458,45265,30660,69811,66908,44824,20044,82115,60819,39057,20374,89734,69076,19587,--,55914,86626,28750,--,66326,70874,64592,72852, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6153,21834,15054,9883,5294,20221,14051,9005,4961,19217,14467,9397,5305,17763,13427,5490,--,9563,14013,5002,--,10228,8485,6627,4731, 
 支付的各项税费(万元),2161,8401,7059,5045,2662,8132,7121,5260,2122,7736,5936,4542,2214,11542,8374,3431,--,6170,9151,3278,--,6448,7998,7081,3290, 
 支付的其他与经营活动有关的现金(万元),8819,16413,12195,11743,4871,19451,13071,6458,3976,10503,6623,6873,2124,10957,7033,2920,--,6210,11462,3768,--,6281,10213,8675,9659, 
 经营活动现金流出小计(万元),52024,143341,120766,71936,43487,117615,101151,65546,31103,119571,87845,59869,30017,129996,97910,31428,--,77857,121251,40798,--,89283,97570,86974,90531, 
 经营活动产生的现金流量净额(万元),-1622,-1834,2292,1276,-752,37070,32441,22918,8752,21697,15089,8267,-2311,20212,9819,4067,4227,7930,19433,8489,14387,-4420,-8863,17154,45200, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,240,--,--,--,539,--,--,--,--,0,0, 
 取得投资收益所收到的现金(万元),--,576,576,82,--,549,533,--,--,547,547,37,--,528,--,--,--,164,--,164,--,241,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,4,4,4,1,52,40,36,--,31,21,16,--,151,151,151,--,2,13,2,--,1,22,1,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,8306,8306,8306,170,732,550,366,182,730,548,364,180,241,--,--,--,--,--,--,--,--,--,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,8886,8886,8391,171,1333,1122,402,182,1308,1116,417,180,920,391,151,--,166,552,166,--,242,22,1,8, 
