 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),14213,64266,43440,29533,15422,51692,37304,24109,9733,44031,35862,24134,10876,46699,35054,21690,10268,42454,29477,20738,10964,41821,30288,18748,7808,37630,29243,31023,15161,5164, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),12,349,335,289,51,91,86,--,--,248,9,--,--,162,114,113,50,417,374,251,251,347,211,131,73,532,387,206,--,--, 
 收到的其他与经营活动有关的现金(万元),68,1501,4102,4080,595,2710,2618,2347,637,3387,2500,2495,2471,7752,5112,4757,4310,2934,2114,2008,466,2849,2396,2161,831,1215,1089,1174,133,0, 
 经营活动现金流入小计(万元),14293,66115,47877,33901,16067,54493,40009,26456,10370,47666,38371,26628,13347,54613,40280,26561,14629,45806,31964,22998,11681,45018,32895,21040,8712,39378,30718,32403,15294,5164, 
 购买商品、接受劳务支付的现金(万元),9021,37439,28106,18953,8317,32468,21750,14909,6150,25519,20714,14564,7987,34465,26165,18110,8900,28816,21623,15896,8797,26499,19306,12806,6369,25056,19873,23523,12105,4693, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2716,8986,6860,4749,3418,7258,5282,3488,1973,5919,4526,3086,1865,5560,4127,2913,1637,5367,4114,2799,1585,4638,3492,2368,1286,3379,2553,2816,1367,443, 
 支付的各项税费(万元),1387,4265,3448,2396,1142,3468,2436,1599,549,3003,2357,1718,1013,2210,1734,1309,688,2200,1814,1111,584,2417,1866,1239,475,2213,1696,1683,842,176, 
 支付的其他与经营活动有关的现金(万元),637,2680,2541,1796,827,2067,2899,1722,750,2919,2447,2318,1486,5764,4927,2596,3288,5884,2750,1705,581,2571,1763,1311,402,1796,1207,1952,1187,168, 
 经营活动现金流出小计(万元),13760,53370,40954,27894,13704,45261,32367,21718,9422,37360,30044,21685,12350,47999,36953,24927,14512,42267,30302,21510,11546,36125,26428,17725,8532,32444,25328,29973,15501,5479, 
