 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),203860,134066,60599,344261,206878,134507,64980,260895,124912,76979,28099,124623,85730,41033,11185,28886,16757,10914,4909,27402,18549,12138,4738,27984,19625,9239,3420,31606,12058,20355,12054,5675, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),728,464,152,2683,1854,649,201,4978,3953,3191,988,2334,934,810,639,290,227,205,90,203,123,96,17,319,314,19,--,20,20,240,189,110, 
 收到的其他与经营活动有关的现金(万元),20827,13431,17778,22576,29488,15938,18156,10172,5833,5747,8578,3405,3198,1890,863,2259,3708,1583,543,2015,1960,1196,301,923,1777,1133,80,496,97,99,77,299, 
 经营活动现金流入小计(万元),225415,147961,78529,369520,238220,151094,83336,276045,134698,85917,37666,130362,89862,43734,12687,31436,20692,12703,5542,29620,20632,13430,5056,29226,21716,10391,3499,32123,12176,20695,12319,6085, 
 购买商品、接受劳务支付的现金(万元),175346,121717,63419,183385,109175,67752,37792,132656,50688,28235,23974,50576,34873,21613,8578,13091,8638,6434,2621,15409,12367,8373,4237,16848,14126,8753,4687,19112,9553,12266,6428,3492, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),35757,26679,14920,46163,29597,20131,10734,31542,19694,13333,6608,19942,12672,7065,3205,7369,5394,3670,2028,7353,5572,3606,1632,4944,3250,1957,1016,3414,1578,2203,1813,1614, 
 支付的各项税费(万元),21575,17706,10322,31660,26112,20401,10380,20606,16337,12324,4975,11655,8812,4792,2736,2639,1649,1104,839,2034,1684,1376,1172,2809,2184,1477,1140,1979,910,1159,768,486, 
 支付的其他与经营活动有关的现金(万元),45393,28470,19652,41701,43398,31604,30889,32897,19122,13710,6768,13771,14853,6638,4222,6792,7177,2932,2037,4498,4537,2121,1366,3935,4222,2155,660,2668,1225,2009,1136,951, 
 经营活动现金流出小计(万元),278071,194572,108313,302909,208282,139888,89796,217700,105841,67603,42325,95944,71210,40109,18740,29891,22858,14140,7526,29293,24160,15477,8407,28535,23782,14342,7502,27171,13266,17637,10146,6544, 
 经营活动产生的现金流量净额(万元),-52655,-46611,-29784,66611,29938,11206,-6460,58345,28857,18315,-4659,34418,18652,3625,-6053,1544,-2166,-1437,-1984,327,-3528,-2046,-3352,691,-2066,-3951,-4003,4951,-1090,3058,2174,-459, 
 收回投资所收到的现金(万元),540,540,--,17892,2430,1830,880,9283,481,4018,288,297,160,160,147,459,--,--,--,50,225,127,42,--,--,--,--,1000,1000,221,--,700, 
 取得投资收益所收到的现金(万元),1572,1452,167,130,137,14,326,231,154,124,29,156,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,10,10,51,16,8, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,10,--,18,46,28,2,13,4,7,2,--,--,--,2,5,--,--,--,--,--,--,--,0,--,--,--,3,--,0,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),-26276,-14219,--,680,1468,1468,181,-368,--,-44,--,--,--,--,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,650,--,--,--,--,1,--,1,29,10,--,10,--,662,62,62,--,50,50,--,41,--,0,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),-24154,-12218,167,19372,4080,3339,1389,9160,641,4104,321,481,170,160,189,466,662,62,62,50,275,177,42,41,0,0,0,1013,1010,273,16,708, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6536,457,81,9226,7596,6081,5457,1444,854,598,131,1792,1431,1026,597,2399,2574,531,141,4508,209,109,11,566,293,251,160,597,313,893,83,234, 
 投资所支付的现金(万元),16773,16413,2425,21866,19397,10766,693,11131,6246,7394,965,18995,6908,6527,34,12935,15316,2844,2844,6732,2773,360,--,320,986,--,--,1000,1000,--,244,845, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),4225,4225,--,--,399,399,--,-11119,-472,-472,--,9686,1920,1920,--,--,--,--,--,--,--,--,--,--,--,--,--,187,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),10000,5000,--,--,--,--,--,--,--,--,--,--,--,--,300,--,300,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),37534,26095,2505,31093,27393,17246,6150,1456,6629,7520,1096,30473,10259,9472,930,15335,18190,3374,2985,11240,2982,469,11,886,1279,251,160,1784,1313,893,327,1079, 
 投资活动产生的现金流量净额(万元),-61688,-38312,-2338,-11721,-23313,-13907,-4761,7703,-5989,-3416,-776,-29992,-10089,-9312,-741,-14869,-17527,-3312,-2923,-11190,-2707,-292,31,-844,-1279,-251,-160,-772,-303,-621,-311,-371, 
 吸收投资收到的现金(万元),585,585,--,24764,24700,24488,233,128196,100,100,105,10883,3051,2240,--,7674,4684,338,98,291,366,74,--,34198,200,--,--,--,--,2496,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),585,585,--,714,651,439,--,396,100,--,--,--,--,--,--,3348,--,--,--,291,--,--,--,414,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),50180,17200,17000,26128,22928,17408,5708,24818,18442,13292,4990,17050,11470,5490,--,9990,3990,3990,--,3950,3000,3000,--,950,950,950,--,4450,3500,1600,2500,700, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,46,1500,--,--,500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33784,33784,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),50765,17785,17000,50938,49127,41895,5941,153514,18542,13392,5095,27933,14521,7730,0,17664,8674,4328,98,4241,3366,3074,0,35148,34934,34734,0,4450,3500,4096,2500,700, 
 偿还债务支付的现金(万元),20717,9134,8408,23360,18960,10460,3970,22950,11960,5330,990,9990,3990,3990,--,3950,3028,3028,--,950,950,950,--,4450,3500,3500,1000,1600,500,2000,1200,500, 
 分配股利、利润或偿付利息所支付的现金(万元),21190,20294,2021,24209,25643,24721,277,6130,5292,5281,1089,2606,1780,1621,155,838,669,647,-2,4617,4541,4168,--,178,148,119,74,227,80,110,57,31, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,16767,--,--,--,2956,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),29170,29170,9220,891,556,556,--,191,314,20,--,58,51,51,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,42,--, 
 筹资活动现金流出小计(万元),71076,58597,19648,48460,45159,35737,4247,29272,17566,10630,2079,12654,5821,5662,155,4788,3696,3675,-2,5567,5491,5118,0,4628,3648,3619,1074,1827,580,2110,1298,531, 
 筹资活动产生的现金流量净额(万元),-20311,-40812,-2648,2478,3969,6159,1693,124243,975,2761,3017,15279,8700,2068,-155,12876,4978,653,100,-1325,-2125,-2044,0,30520,31286,31115,-1074,2623,2920,1986,1202,169, 
 汇率变动对现金及现金等价物的影响(万元),248,38,-170,-222,-176,-79,9,197,20,51,-16,161,94,-1,9,-45,19,44,21,-51,-42,-28,--,0,-2,13,--,-5,-4,-7,0,-0, 
 现金及现金等价物净增加额(万元),-134406,-125698,-34940,57145,10418,3378,-9518,190487,23865,17711,-2435,19866,17357,-3620,-6939,-494,-14696,-4052,-4785,-12240,-8401,-4410,-3321,30367,27939,26926,-5237,6797,1522,4416,3064,-661, 
 加:期初现金及现金等价物余额(万元),302116,302116,302116,244971,244971,244971,244971,54484,54484,54484,54484,34618,34618,34618,34618,35111,35111,35111,35111,47351,47351,47351,47044,16984,17084,16984,16984,10187,10187,5771,2706,3368, 
 期末现金及现金等价物余额(万元),167710,176418,267176,302116,255389,248349,235453,244971,78348,72194,52049,54484,51974,30997,27678,34618,20416,31060,30326,35111,38950,42941,43724,47351,45023,43910,11747,16984,11709,10187,5771,2706, 
 净利润(万元),--,26823,--,51069,--,21305,--,59997,--,21890,--,11560,--,3115,--,6728,--,-220,--,2282,--,365,--,4781,--,1787,--,4322,--,2709,1463,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1864,--,2380,--,1062,--,2720,--,347,--,879,--,694,--,743,--,86,--,247,--,105,--,357,--,0,--,271,--,216,116,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1717,--,3358,--,1265,--,1932,--,706,--,1017,--,615,--,441,--,152,--,277,--,133,--,200,--,81,--,127,--,84,62,--, 
 无形资产摊销(万元),--,1803,--,3249,--,1309,--,1233,--,350,--,264,--,103,--,119,--,51,--,52,--,13,--,14,--,5,--,2,--,1,--,--, 
 长期待摊费用摊销(万元),--,339,--,893,--,560,--,454,--,270,--,201,--,202,--,20,--,-3,--,16,--,8,--,16,--,9,--,2,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,0,--,41,--,45,--,-22,--,2,--,3,--,2,--,-2,--,--,--,1,--,--,--,1,--,--,--,-0,--,27,1,--, 
 固定资产报废损失(万元),--,1,--,1,--,--,--,4,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-7,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
