 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),20008,14425,8412,31712,20473,14499,7508,29532,19328,20796,18881,12892,12063, 
 客户存款和同业存放款项净增加额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,0,28,--,--,--,0,19,--,24,--, 
 收到的其他与经营活动有关的现金(万元),445,416,143,186,175,77,125,401,226,94,65,73,153, 
 经营活动现金流入小计(万元),20453,14841,8555,31898,20676,14576,7633,29933,19555,20910,18946,12989,12216, 
 购买商品、接受劳务支付的现金(万元),18029,10079,7148,19448,14996,11143,6607,18374,14461,11505,9446,9100,5277, 
 客户贷款及垫款净增加额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4814,3149,479,5947,4063,2948,1532,5642,4260,5651,5650,5069,3508, 
 支付的各项税费(万元),1071,831,561,1824,1278,987,443,2020,1546,1226,1088,1110,942, 
 支付的其他与经营活动有关的现金(万元),3012,3957,3908,4091,3184,2026,2376,2435,2452,1887,1630,1239,1614, 
