 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),17898,85858,64043,43654,19764,89450,56358,45242,24049,51320,59590,43509,15033,58666,46672,31959,15670,71777,53176,33636,15859,56072,--,26799,15090,50641,58626,62494,39930, 
 客户存款和同业存放款项净增加额(万元),--,406,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1,--,412,384,231,69,69,69,1,76,11,--,8,167,167,150,4,113,113,113,113,10,--,10,10,97,28,12,0, 
 收到的其他与经营活动有关的现金(万元),519,2691,11823,693,432,1652,491,628,892,7663,7972,1618,339,944,1138,381,466,777,867,717,584,208,--,58,18,2100,580,863,883, 
 经营活动现金流入小计(万元),18418,88956,76277,44731,20427,91172,56918,45939,24943,59059,67573,45127,15380,59778,47977,32491,16140,72667,54156,34466,16556,56290,--,26867,15118,52838,59234,63369,40813, 
 购买商品、接受劳务支付的现金(万元),7894,26846,20229,14378,7446,30098,17782,13925,13215,19740,34803,28690,8018,28074,25540,16943,8739,42895,31925,20320,10415,33695,--,16951,9938,30429,36260,44615,23116, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6594,30636,23538,16403,7807,28905,18550,14997,6864,23534,16158,9853,3586,13232,6345,7293,3859,12472,9545,6478,3088,11184,--,5870,2931,10245,10020,8443,4780, 
 支付的各项税费(万元),1487,7354,5077,3224,1914,10076,5834,5066,1960,6923,4900,3222,533,5105,3893,2873,743,5673,4549,3254,1723,5417,--,2607,1151,6302,5100,4264,2810, 
 支付的其他与经营活动有关的现金(万元),1202,6221,13997,2645,1803,6960,318,4516,1987,5464,5366,1992,800,3410,6122,1938,610,4314,2428,1523,952,2329,--,1359,482,2829,3055,7502,4593, 
 经营活动现金流出小计(万元),17177,71058,62841,36650,18969,76039,42484,38503,24026,55661,61227,43756,12936,49821,41900,29047,13952,65355,48447,31574,16178,52626,--,26787,14502,49805,54434,64823,35300, 
 经营活动产生的现金流量净额(万元),1241,17898,13436,8081,1458,15132,14434,7435,917,3398,6346,1372,2444,9957,6077,3444,2189,7312,5708,2892,377,3664,1508,80,616,3033,4800,-1454,5514, 
 收回投资所收到的现金(万元),35,206,168,103,100,--,--,--,--,--,--,--,7000,--,--,--,10000,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,-26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,650,645,34,1,5,0,1,--,8,6,0,--,33,30,16,15,6,--,--,--,9,--,9,--,2,--,24,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,5085,5085,3046,3000,11144,8010,4010,3000,27043,19148,15958,7918,29327,26000,17213,--,28295,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),39,5915,5898,3183,3101,11149,8010,4011,3000,27051,19154,15959,14918,29360,26030,17229,10015,28301,0,0,0,9,--,9,0,2,0,24,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),545,7447,4670,3790,3550,14152,8959,7915,4065,13370,7201,2749,820,12413,11124,7971,1765,9112,5731,3431,1360,1420,--,563,170,2143,8605,4925,2721, 
 投资所支付的现金(万元),--,375,--,--,--,800,700,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,812,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,2000,2046,2046,2000,9145,3000,3000,3000,21054,19000,12083,7000,26000,21000,14000,7000,38000,10000,8000,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),545,9822,6716,5836,5550,24096,12659,11315,7065,34423,26201,14832,7820,38413,32124,21971,8765,47112,15731,11431,1360,1420,--,563,170,2955,8605,4925,2721, 
 投资活动产生的现金流量净额(万元),-507,-3907,-817,-2652,-2450,-12947,-4650,-7304,-4065,-7372,-7047,1126,7098,-9052,-6094,-4742,1250,-18811,-15731,-11431,-1360,-1412,--,-554,-170,-2952,-8605,-4901,-2721, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36285,36285,36285,36285,--,--,--,--,--,--,9426,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3000,30000,17000,9000,1000,36500,8271,8500,1300,31020,11921,4761,--,8800,4200,2000,--,10800,5800,4400,2900,17800,--,11000,3000,19300,17302,16383,11610, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1176,6316,4774,3007,793,13587,8697,7401,1498,5984,1232,1343,524,4679,18451,3528,2989,4670,1901,950,514,2626,--,1918,949,2246,2248,--,--, 
 筹资活动现金流入小计(万元),4176,36316,21774,12007,1793,50087,16968,15901,2798,37004,13153,6104,524,13479,22651,5528,2989,51755,43986,41635,39699,20426,--,12918,3949,21546,19551,25809,11610, 
 偿还债务支付的现金(万元),3704,37000,25680,20680,2000,38040,20600,15600,8100,17287,12469,7398,55,7095,41,--,--,20900,14700,13300,11800,18600,--,11400,3450,17705,13513,16060,10680, 
 分配股利、利润或偿付利息所支付的现金(万元),317,2219,3037,1004,559,2856,2611,727,321,2294,1329,476,61,3162,2925,2946,70,1769,1686,1592,127,971,--,499,252,1001,1918,2258,580, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1502,10799,3285,2052,1849,14346,10546,5693,778,11361,1415,3481,430,2339,18101,1335,3043,8343,5395,3645,995,2776,--,2025,989,1662,1865,1024,--, 
 筹资活动现金流出小计(万元),5523,50017,32001,23736,4408,55242,33757,22020,9199,30942,15213,11356,546,12597,21066,4281,3113,31012,21780,18537,12922,22347,--,13925,4691,20367,17296,19342,11260, 
 筹资活动产生的现金流量净额(万元),-1348,-13701,-10228,-11729,-2616,-5154,-16789,-6120,-6401,6062,-2060,-5252,-22,883,1585,1247,-123,20744,22206,23098,26777,-1921,--,-1007,-742,1179,2255,6466,350, 
 汇率变动对现金及现金等价物的影响(万元),-71,197,176,45,-76,-29,63,72,3,-38,10,24,0,8,3,2,-2,-29,-19,-4,-3,-5,--,-7,-2,-1,-4,-9,-6, 
 现金及现金等价物净增加额(万元),-685,488,2568,-6255,-3683,-2998,-6941,-5917,-9546,2050,-2751,-2730,9520,1795,1570,-50,3313,9216,12164,14555,25791,327,--,-1488,-299,1258,-1554,102,3137, 
 加:期初现金及现金等价物余额(万元),16292,15804,15804,15804,15866,18802,18802,18802,14906,16752,20621,16752,16751,14957,15357,14957,15357,5741,5741,5741,5741,5414,--,5414,5414,4156,5710,5608,2471, 
 期末现金及现金等价物余额(万元),15608,16292,18372,9549,12184,15804,11861,12886,5361,18802,17869,14023,26271,16752,16927,14907,18670,14957,17905,20296,31532,5741,--,3927,5116,5414,4156,5710,5608, 
 净利润(万元),--,-9040,--,1864,--,1206,--,1234,--,6436,--,3171,--,3650,--,3072,--,6298,--,3328,--,5339,--,2710,--,5894,5313,5864,4144, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
