 报告日期,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),65067,140181,164386,76206,160665,102401,94822, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,14,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),14751,17370,48028,28112,61043,64098,58822, 
 经营活动现金流入小计(万元),79818,157565,212414,104319,221709,166499,153644, 
 购买商品、接受劳务支付的现金(万元),63700,127497,142112,70401,143156,87283,80953, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2053,3442,2951,1523,2791,2866,2209, 
 支付的各项税费(万元),3014,3901,5128,2353,4749,5367,3422, 
 支付的其他与经营活动有关的现金(万元),13632,18781,51386,30201,60903,68069,61211, 
 经营活动现金流出小计(万元),82399,153622,201577,104478,211599,163585,147795, 
 经营活动产生的现金流量净额(万元),-2581,3944,10837,-159,10109,2914,5849, 
 收回投资所收到的现金(万元),--,--,--,--,--,18580,2128, 
 取得投资收益所收到的现金(万元),1450,--,290,--,290,1250,1079, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,17,868,812,35,30,50, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,380, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1464,17,1158,812,325,19860,3638, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),406,761,1652,1151,1668,1166,1463, 
 投资所支付的现金(万元),300,--,--,--,--,--,11847, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,20,500, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),706,761,1652,1151,1668,1185,13811, 
 投资活动产生的现金流量净额(万元),758,-743,-494,-339,-1343,18675,-10173, 
 吸收投资收到的现金(万元),100,145,5,5,--,6922,6300, 
 其中：子公司吸收少数股东投资收到的现金(万元),100,145,5,5,--,--,--, 
 取得借款收到的现金(万元),7000,5000,6000,--,14000,6000,4000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),7100,5145,6005,5,14000,12922,10300, 
 偿还债务支付的现金(万元),5000,6000,7000,1000,13000,4000,2000, 
 分配股利、利润或偿付利息所支付的现金(万元),3997,4229,4643,4423,4936,18462,5103, 
 其中：子公司支付给少数股东的股利、利润(万元),300,447,209,209,920,3132,4884, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,12500,--, 
 筹资活动现金流出小计(万元),8997,10229,11643,5423,17936,34962,7103, 
 筹资活动产生的现金流量净额(万元),-1897,-5084,-5638,-5418,-3936,-22040,3197, 
 汇率变动对现金及现金等价物的影响(万元),-95,323,151,-65,127,-7,-5, 
 现金及现金等价物净增加额(万元),-3814,-1561,4856,-5980,4957,-459,-1132, 
 加:期初现金及现金等价物余额(万元),18589,20150,15294,15294,10337,10796,11928, 
 期末现金及现金等价物余额(万元),14775,18589,20150,9314,15294,10337,10796, 
 净利润(万元),3673,6453,8678,4735,8151,7019,5882, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),500,51,94,211,62,105,157, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),697,1415,1391,708,1404,1372,1298, 
 无形资产摊销(万元),30,60,60,30,52,49,53, 
 长期待摊费用摊销(万元),98,198,162,66,131,147,127, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-10,5,-0,34,-9,-50,2, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,-43,-74, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),298,62,283,278,389,337,225, 
 投资损失(万元),-185,-435,-432,-273,-437,-982,-780, 
 递延所得税资产减少(万元),-72,-297,-22,-47,-12,6,-45, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-1187,496,1651,-2219,-2064,-339,743, 
 经营性应收项目的减少(万元),-8185,-6377,-1888,-4918,736,-9184,-6179, 
 经营性应付项目的增加(万元),1762,2313,859,1236,1707,3621,4438, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,856,--, 
 经营活动产生现金流量净额(万元),-2581,3944,10837,-159,10109,2914,5849, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),14775,18589,20150,9314,15294,10337,10796, 
 现金的期初余额(万元),18589,20150,15294,15294,10337,10796,11928, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3814,-1561,4856,-5980,4957,-459,-1132, 

