 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),33498,183304,121673,97697,34594,109186,58585,41272,18439,74749,41180,27668,18296,37115,23946,15623,7840,11978,7397,12347, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1821,9543,8323,2130,772,5938,5475,1500,754,3067,2487,1028,--,--,44,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),32574,21497,13617,12981,12367,13857,11595,11238,11010,5480,4147,3925,3693,852,541,445,365,187,1552,296, 
 经营活动现金流入小计(万元),67892,214344,143614,112808,47733,128981,75655,54009,30203,83296,47814,32620,21988,37967,24531,16069,8204,12165,8948,12643, 
 购买商品、接受劳务支付的现金(万元),62730,119324,70283,38095,21825,69891,49870,25572,10400,28164,21109,12773,7726,13936,8445,3475,1735,2374,5661,4865, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11081,29546,19336,11850,6005,15737,10865,6923,3552,9218,6568,4345,2483,5491,3853,2357,1243,3086,2887,2177, 
 支付的各项税费(万元),10921,18668,16103,7617,3615,12706,10327,5480,2258,7786,5233,2611,1267,3705,2668,1620,1534,949,2607,1731, 
 支付的其他与经营活动有关的现金(万元),32040,43712,37666,20111,16064,20126,14720,18610,17717,16433,11341,10423,4064,5480,5704,4029,1780,1398,1086,2576, 
 经营活动现金流出小计(万元),116772,211250,143387,77673,47509,118460,85781,56584,33927,61602,44250,30152,15540,28612,20670,11481,6292,7807,12242,11349, 
 经营活动产生的现金流量净额(万元),-48880,3094,227,35135,224,10520,-10126,-2575,-3724,21694,3563,2468,6448,9355,3862,4587,1912,4358,-3294,1294, 
 收回投资所收到的现金(万元),--,18222,--,--,--,--,--,--,--,--,--,--,--,3500,3500,3500,3500,2100,--,--, 
 取得投资收益所收到的现金(万元),230,951,642,305,123,532,460,375,187,343,143,72,23,83,49,31,14,9,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,63,25,--,--,1,--,--,--,53,2,2,--,0,0,0,0,1,--,2456, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),103367,191997,150784,86180,48895,121176,98149,73059,44559,105650,62750,25600,6700,19300,--,4800,--,--,--,428, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),103597,211233,151452,86484,49018,121708,98609,73434,44746,106046,62895,25674,6723,22883,3549,8332,3514,2110,0,2884, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1815,4535,2736,1278,1022,12142,10148,8623,7864,6851,824,1754,429,4267,2513,2066,1910,2651,2443,5776, 
 投资所支付的现金(万元),--,20632,--,--,--,--,3492,3492,--,--,--,--,--,3500,3500,3500,3500,2100,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,54056,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2370, 
 支付的其他与投资活动有关的现金(万元),90776,166496,131495,77386,29794,122977,76978,60559,30609,134500,77800,28500,11500,19300,--,4800,--,--,121,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),92591,245719,134231,78664,30816,135119,90617,72674,38473,141351,78624,30254,11929,27067,6013,10366,5410,4751,2564,8146, 
 投资活动产生的现金流量净额(万元),11006,-34486,17221,7820,18201,-13411,7992,760,6273,-35305,-15729,-4579,-5207,-4184,-2463,-2034,-1896,-2641,-2564,-5261, 
 吸收投资收到的现金(万元),--,61138,61250,--,--,--,--,--,--,33583,33583,33583,--,--,--,--,--,--,--,7430, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),41975,12000,4000,3000,--,--,--,--,--,--,--,--,--,3833,3833,3600,3600,600,2100,800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6987, 
 筹资活动现金流入小计(万元),41975,73138,65250,3000,0,0,0,0,0,33583,33583,33583,0,3833,3833,3600,3600,600,2100,15217, 
 偿还债务支付的现金(万元),5200,--,--,--,--,--,--,--,--,3833,3833,500,500,--,--,--,--,2700,--,1000, 
 分配股利、利润或偿付利息所支付的现金(万元),47,5433,5304,5304,--,7511,7511,7290,7290,3432,3429,2024,1978,2452,2314,2255,13,66,91,2034, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,3180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3844, 
 筹资活动现金流出小计(万元),5247,8613,5304,5304,0,7511,7511,7290,7290,7266,7262,2524,2478,2452,2314,2255,13,2766,91,6878, 
 筹资活动产生的现金流量净额(万元),36727,64525,59946,-2304,0,-7511,-7511,-7290,-7290,26317,26321,31059,-2478,1381,1520,1345,3587,-2166,2009,8339, 
 汇率变动对现金及现金等价物的影响(万元),-26,--,-125,-66,-8,--,23,16,-3,--,0,--,--,--,-0,-0,--,--,--,--, 
 现金及现金等价物净增加额(万元),-1172,33133,77269,40586,18417,-10401,-9622,-9089,-4743,12706,14155,28948,-1236,6552,2918,3898,3604,-448,-3848,4372, 
 加:期初现金及现金等价物余额(万元),54759,10403,48074,10403,10403,20805,19388,19388,19388,8098,8098,8098,8098,1546,1546,1546,1546,1994,5843,1471, 
 期末现金及现金等价物余额(万元),53587,43536,125343,50989,28820,10403,9766,10299,14645,20805,22254,37046,6862,8098,4464,5444,5150,1546,1994,5843, 
 净利润(万元),--,53750,--,17898,--,29065,--,9511,--,14556,--,4623,2473,6551,--,--,-190,3746,4338,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,4646,--,313,--,1410,--,819,--,582,--,-14,-132,844,--,--,-86,276,345,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1795,--,522,--,1315,--,611,--,816,--,328,157,608,--,--,150,588,574,--, 
 无形资产摊销(万元),--,852,--,202,--,411,--,181,--,183,--,91,46,165,--,--,43,135,76,--, 
