 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),19275,13514,7469,33694,24923,17344,6612,34101,24035,16052,8143,25419,18286,11031,5504,29241,21341,15010,7630,29665,21203,13236,4698,26765,18289,12560,6230,30642,18844,12751,5286,17662,11344,7324,3374,13132,9178,5994,10959,10791,7709, 
 客户存款和同业存放款项净增加额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),63,34,27,91,60,22,--,81,42,24,12,168,132,108,28,152,165,133,98,526,426,369,275,159,126,115,24,480,182,182,182,145,--,--,--,7,0,0,0,0,7, 
 收到的其他与经营活动有关的现金(万元),1468,1326,342,660,489,280,187,315,218,141,62,581,430,131,86,778,859,593,470,493,1165,717,68,633,366,128,217,597,203,174,628,629,463,182,60,153,77,57,198,559,375, 
 经营活动现金流入小计(万元),20805,14873,7838,34445,25472,17645,6798,34497,24296,16216,8217,26168,18848,11270,5618,30172,22365,15736,8198,30683,22794,14322,5041,27557,18781,12803,6471,31719,19229,13107,6096,18437,11807,7506,3434,13292,9255,6052,11157,11350,8091, 
 购买商品、接受劳务支付的现金(万元),4481,2856,1428,7973,6943,5022,1625,7830,5675,3964,1872,9602,6921,4225,2270,10119,8138,5643,2781,8350,7332,4482,1761,9139,6329,3824,1958,9271,4078,2019,831,3005,2215,1354,750,2397,1526,1052,3290,2572,2999, 
 客户贷款及垫款净增加额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),8086,5630,2673,13508,10561,7149,3692,12937,9629,6346,3274,11671,8591,5850,3148,11374,8749,5842,3013,11370,8749,5921,3155,13500,10488,7341,3989,10973,7809,4935,2268,6232,4403,2828,1210,3633,2563,1619,3689,2274,2321, 
 支付的各项税费(万元),1277,841,421,1802,1342,937,474,1644,1192,852,410,1445,1067,756,500,1671,1383,1039,725,1614,1275,798,390,1817,1539,1139,757,2455,1808,1452,1492,1397,1098,735,379,1137,887,565,705,629,256, 
 支付的其他与经营活动有关的现金(万元),3713,2993,1623,4932,3838,2145,895,3523,2588,1816,902,4407,3803,2094,1004,4602,3806,2541,1095,4640,3143,2181,967,5446,4196,3006,1363,5365,3666,2589,1468,2965,1690,746,391,1122,1125,566,1314,1327,1657, 
 经营活动现金流出小计(万元),17557,12319,6146,28215,22684,15252,6686,25934,19084,12978,6458,27124,20382,12924,6921,27765,22076,15064,7615,25974,20498,13382,6272,29902,22552,15309,8067,28065,17362,10995,6059,13599,9407,5663,2730,8290,6100,3802,8998,6803,7234, 
 经营活动产生的现金流量净额(万元),3248,2554,1693,6230,2789,2393,112,8562,5211,3239,1759,-956,-1534,-1655,-1304,2407,290,672,583,4710,2296,940,-1232,-2344,-3771,-2506,-1596,3654,1867,2112,37,4837,2400,1843,704,5002,3155,2250,2159,4548,857, 
 收回投资所收到的现金(万元),4500,3000,1000,1130,1085,1085,485,17214,14451,10922,1216,40934,34942,16370,6801,9244,8112,7423,1392,17116,15668,15707,--,500,11500,--,--,1000,1000,1000,1000,--,--,--,--,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),135,92,83,69,60,50,28,223,136,116,33,970,937,551,234,751,767,707,277,441,432,398,9260,873,721,478,112,939,938,717,2,204,--,--,--,0,0,0,0,20,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,4,6,129,100,49,--,3,2,1,0,4,2,0,0,8,7,6,3,6,0,0,0,16,0,0,--,21,18,1,--,4,0,0,--,2,2,2,1,191,0, 
 处置子公司及其他营业单位收到的现金净额(万元),0,--,--,263,-1192,45,45,14,14,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,21,0, 
 收到的其他与投资活动有关的现金(万元),0,--,--,--,--,--,--,--,--,--,--,540,540,540,--,50,--,--,--,1127,--,--,--,--,--,--,--,70,70,70,50,84,--,--,1,124,39,39,18,425,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),4640,3096,1090,1590,52,1229,558,17454,14604,11053,1250,42448,36421,17462,7035,10052,8886,8135,1672,18691,16100,16105,9260,1389,12222,478,112,2030,2027,1788,1052,291,0,0,1,126,41,41,19,657,0, 
