 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),33981,14105,4670,30119,17616,10017,5677,25005,11796,8026,4123,19296,20818,14556,11748, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),147,96,--,--,2,--,--,67,67,59,--,10,--,--,--, 
 收到的其他与经营活动有关的现金(万元),6045,2077,611,2320,1467,1315,313,1971,2137,1382,612,1242,888,685,1587, 
 经营活动现金流入小计(万元),40173,16279,5281,32439,19085,11333,5990,27043,14000,9468,4735,20548,21706,15241,13335, 
 购买商品、接受劳务支付的现金(万元),22034,11274,5382,17555,12307,7419,3289,11152,8589,5195,2434,10797,10203,8295,10124, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3879,2119,907,3304,2471,1557,691,2508,1798,1156,551,2010,1131,960,678, 
 支付的各项税费(万元),4106,1895,1130,3527,2186,1356,840,2833,2189,1213,655,2450,2688,1719,1011, 
 支付的其他与经营活动有关的现金(万元),10304,5443,1460,5635,4104,2863,1012,5205,4169,2327,1153,3815,2965,1500,2798, 
 经营活动现金流出小计(万元),40324,20731,8880,30022,21067,13195,5834,21697,16746,9892,4792,19071,16987,12475,14610, 
 经营活动产生的现金流量净额(万元),-150,-4452,-3598,2417,-1982,-1863,157,5346,-2746,-424,-57,1477,4719,2766,-1276, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,588, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,--,--,--,--,--,--,--,--,--,--,6,13,33,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),10263,7381,400,300,--,--,--,300,--,--,--,479,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10270,7381,400,300,0,0,0,300,0,0,0,485,13,33,593, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5231,2957,2173,12498,2932,1387,7,810,769,314,68,2897,2140,2391,2864, 
 投资所支付的现金(万元),48400,10000,5000,--,--,--,--,--,--,--,--,--,38,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),53631,12957,7173,12498,2932,1387,7,810,769,314,68,2897,2178,2391,2864, 
 投资活动产生的现金流量净额(万元),-43362,-5576,-6773,-12198,-2932,-1387,-7,-510,-769,-314,-68,-2412,-2164,-2358,-2271, 
 吸收投资收到的现金(万元),48302,--,--,24829,24829,24829,--,225,--,--,--,225,5800,386,1600, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,225,--,--,--,225,450,--,--, 
 取得借款收到的现金(万元),15229,5441,700,3300,3000,1300,1000,1600,1296,1000,--,2500,1000,4900,4099, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1562,--,--,--,300,--,--,--,350,50,--,--,--,--,--, 
 筹资活动现金流入小计(万元),65093,5441,700,28129,28129,26129,1000,1825,1646,1050,0,2725,6800,5286,5699, 
 偿还债务支付的现金(万元),15138,3250,1700,2600,2300,2300,1000,1800,1500,1500,1500,2000,4900,3100,2899, 
 分配股利、利润或偿付利息所支付的现金(万元),1260,1112,18,1086,1072,1069,1051,518,498,487,19,508,421,498,168, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,727,727,727,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),16398,4362,1718,4413,4099,4096,2051,2318,1998,1987,1519,2508,5321,3598,3067, 
 筹资活动产生的现金流量净额(万元),48695,1079,-1018,23716,24030,22034,-1051,-493,-352,-937,-1519,217,1479,1688,2632, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),5183,-8949,-11389,13935,19116,18784,-902,4343,-3867,-1675,-1644,-717,4033,2095,-915, 
 加:期初现金及现金等价物余额(万元),25244,25244,25143,11309,11309,11309,11309,6966,6966,6966,6966,7684,3650,1555,2470, 
 期末现金及现金等价物余额(万元),30427,16295,13754,25244,30425,30093,10407,11309,3099,5291,5322,6966,7684,3650,1555, 
 净利润(万元),--,3339,--,6064,--,1951,--,5125,--,1731,--,4454,4078,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-62,--,522,--,253,--,94,--,89,--,281,249,--,--, 
