 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),204353,127927,67058,128036,87978,60975,38037,69496,72906,49932,28732,148796,108326,80996,29369,196905,156212,111443,41273,200961,147991,77304,26732,212505,156703,116778,312392,290192,184402, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,7,7,7,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),24036,21845,114,9927,8205,7200,187,1889,1302,1207,579,4353,954,338,253,4840,2815,2493,1812,1337,309,244,107,3549,2649,1177,642,1164,4575, 
 经营活动现金流入小计(万元),228389,149772,67172,137963,96184,68175,38224,71385,74209,51139,29311,153149,109280,81334,29623,201752,159034,113943,43085,202298,148300,77548,26839,216054,159352,117955,313034,291356,188977, 
 购买商品、接受劳务支付的现金(万元),192326,122285,57793,207196,137343,68180,36527,78887,62098,44806,17391,114054,95703,58240,33361,184642,133531,92551,36588,259434,174725,114158,54956,238409,176172,108875,293034,256874,187257, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2428,1683,1013,2937,2422,1658,1033,3331,2576,1728,876,3614,2600,1705,850,3226,2363,1523,747,3083,2314,1546,776,2263,1362,815,1252,1103,1131, 
 支付的各项税费(万元),11506,7921,1279,10253,9019,6389,2096,3880,3121,2635,1609,1452,1232,840,441,5282,2733,1847,218,3896,2309,1664,717,5700,4012,2920,4333,9258,2465, 
 支付的其他与经营活动有关的现金(万元),2467,1477,542,2745,1685,835,194,944,685,475,146,1415,1099,698,497,624,918,368,150,644,510,375,179,812,572,322,1121,1167,1088, 
 经营活动现金流出小计(万元),208729,133366,60626,223132,150469,77062,39850,87042,68480,49643,20022,120536,100633,61483,35148,193775,139544,96289,37702,267058,179859,117744,56628,247184,182118,112932,299740,268403,191940, 
 经营活动产生的现金流量净额(万元),19661,16406,6545,-85169,-54286,-8887,-1626,-15657,5729,1496,9289,32614,8647,19851,-5526,7977,19489,17654,5383,-64760,-31559,-40196,-29789,-31131,-22766,5023,13294,22954,-2963, 
 收回投资所收到的现金(万元),9866,9866,4866,--,0,--,--,--,--,--,--,475,--,--,--,50,50,50,50,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),464,450,100,167,0,--,--,2,2,1,--,--,--,--,--,20,--,--,--,1,1,1,1,2552,2552,30,2657,1651,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,13820,5453,--,--,3979,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2974,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10331,10316,4966,13987,5453,0,0,3981,2,1,0,475,0,0,0,70,50,50,50,1,1,1,1,2552,2552,30,2657,4625,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1207,275,250,2834,2409,2161,985,7126,4061,3177,1007,3535,3011,1181,729,1666,1301,406,169,2987,1662,1123,413,3949,3024,2280,5210,8412,12673, 
 投资所支付的现金(万元),7039,1261,--,20000,20000,20000,20000,20000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3390,5763, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,0,--,--,--,--,--,--,88353,82977,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,3000,3000,3000,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8246,1536,250,22834,22409,22161,20985,27126,4061,3177,1007,91889,85988,1181,729,4666,4301,3406,169,2987,1662,1123,413,3949,3024,2280,5210,11802,18436, 
 投资活动产生的现金流量净额(万元),2085,8781,4717,-8847,-16956,-22161,-20985,-23145,-4059,-3176,-1007,-91414,-85988,-1181,-729,-4596,-4251,-3356,-119,-2987,-1662,-1123,-412,-1398,-473,-2250,-2553,-7177,-18436, 
 吸收投资收到的现金(万元),3500,3500,3500,44245,44000,44000,--,--,--,--,--,107360,107360,--,--,--,--,--,--,--,--,--,--,47721,47721,--,--,2250,7200, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),60446,37994,23394,116102,57328,31994,29197,102192,53755,32378,24076,112700,79152,45599,30887,128252,94188,63748,35878,188467,126260,89582,65058,132093,117809,63792,124004,92711,48678, 
 发行债券收到的现金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,40000,40000,15000,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),28238,23045,12500,72295,54665,22846,22346,44104,8388,6642,2554,17638,14828,7075,5563,12242,7072,4350,1590,2775,--,--,--,--,--,--,--,--,1976, 
 筹资活动现金流入小计(万元),92184,64539,39394,232642,155993,98840,51543,146297,62143,39019,26630,237698,201341,52674,36450,180495,141261,83098,37468,191242,126260,89582,65058,179813,165530,63792,124004,94961,57854, 
 偿还债务支付的现金(万元),69435,44018,26705,103149,47860,33617,33630,118282,80988,52428,36313,134775,99650,63761,27392,159429,127368,74756,34438,126119,78119,46559,20692,143825,98237,75828,119111,90505,23511, 
 分配股利、利润或偿付利息所支付的现金(万元),6989,2858,2071,3696,2346,1540,749,3124,2362,1633,843,6924,6111,3546,762,6082,5244,4003,1394,6371,4969,3515,1110,3572,2599,1741,5771,3651,1881, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),38771,33086,20268,43936,30750,12133,1702,5334,5334,2986,1974,17626,12350,8660,7459,18529,16093,10133,3163,4504,2914,2872,54,827,541,190,171,2361,4103, 
