 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,35876,49085,--,--,--,--,--,--,16425, 
 收取利息、手续费及佣金的现金(万元),137418,88599,43606,224894,168752,99694,44724,437647,170368,121154, 
 拆入资金净增加额(万元),91000,45000,--,40000,--,--,--,--,197300,40000, 
 回购业务资金净增加额(万元),--,--,--,189780,371767,143939,574347,--,135806,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),71240,42348,33148,32724,26111,19634,13999,88989,16973,89506, 
 经营活动现金流入小计(万元),299657,268190,131108,690911,810756,495903,821744,1047377,987024,267085, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),16645,14793,5602,31564,21188,26423,11455,74795,22416,16531, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),58602,43717,24402,95026,71742,58946,44143,106027,51570,44272, 
 支付的各项税费(万元),22092,16094,10098,58312,35968,25674,18582,69521,25786,18548, 
 支付的其他与经营活动有关的现金(万元),170533,30649,38060,78691,78010,52232,35639,90026,97685,43477, 
 经营活动现金流出小计(万元),582212,231354,372989,961110,1079620,583839,765384,1153591,722487,355469, 
 经营活动产生的现金流量净额(万元),-282554,36836,-241881,-270199,-268864,-87936,56360,-106214,264537,-88384, 
 收回投资所收到的现金(万元),23825,12677,37163,--,--,29823,--,--,8300,--, 
 取得投资收益所收到的现金(万元),21637,4073,7881,5885,5389,3160,2342,7485,3644,747, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,4388,4388,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,284,75,33,--,59,50,95, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),45462,16750,45045,10557,9851,33016,2342,7544,11994,841, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4762,3816,1139,9228,5198,3407,1065,9213,5170,16586, 
 投资所支付的现金(万元),104620,71868,--,18602,52742,65156,6505,184221,38351,26628, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,1462,1462,1462,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),27,30,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),109409,75714,1139,29291,59402,70024,7570,193433,43521,43214, 
 投资活动产生的现金流量净额(万元),-63946,-58963,43906,-18734,-49551,-37008,-5228,-185889,-31527,-42373, 
 吸收投资收到的现金(万元),80798,80798,47088,290626,9240,9240,--,244188,125945,12250, 
 其中：子公司吸收少数股东投资收到的现金(万元),80798,80798,47088,23645,9240,9240,--,48948,--,--, 
 取得借款收到的现金(万元),104067,42525,46387,66463,53301,--,33950,--,--,--, 
 发行债券收到的现金(万元),268942,38818,11151,401325,250000,250145,--,1404348,633328,80000, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,61941,--,5182,--,--, 
 筹资活动现金流入小计(万元),453807,162141,104626,758413,312541,321326,33950,1653718,759273,92250, 
 偿还债务支付的现金(万元),437768,393721,193964,510723,323348,301196,201196,657948,420000,--, 
 分配股利、利润或偿付利息所支付的现金(万元),97793,96011,9957,155984,117189,115988,1530,123894,5277,--, 
 其中：子公司支付给少数股东的股利、利润(万元),2278,2278,1314,1584,1584,1584,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),56084,56084,--,--,--,--,--,--,832,--, 
 筹资活动现金流出小计(万元),591645,545815,203922,666707,440537,417184,202726,781842,426109,0, 
 筹资活动产生的现金流量净额(万元),-137838,-383675,-99295,91706,-127996,-95858,-168776,871876,333164,92250, 
 汇率变动对现金及现金等价物的影响(万元),67,60,-11,-344,-250,-259,-5,6206,353,-153, 
 现金及现金等价物净增加额(万元),-484272,-405742,-297281,-197570,-446660,-221062,-117649,585979,566527,-38660, 
 加:期初现金及现金等价物余额(万元),1518737,1518737,1518737,1716308,1716308,1716308,1716308,1130328,563801,602461, 
 期末现金及现金等价物余额(万元),1034465,1112995,1221456,1518737,1269647,1495246,1598659,1716308,1130328,563801, 
