 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2012-09-30, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),1794774,2114332,1919934,9101250,6805070,3853057,673300,5228860,4364787,2360404,974794,2726715,2140439,1665644,1018060, 
 向中央银行借款净增加额(万元,--,--,--,24500,14000,22000,--,3000,9000,9000,5000,10000,10000,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),674341,762204,230171,873164,599284,378161,189130,762794,560050,371441,184737,599118,484283,405647,408090, 
 拆入资金净增加额(万元),999769,--,325000,495000,470000,--,--,--,--,--,--,--,--,277743,304493, 
 回购业务资金净增加额(万元),--,--,--,851957,--,601669,379800,--,--,216885,131329,198807,--,99492,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),15458,5691,21064,139792,47685,44740,67567,117970,42133,58015,71490,14966,12295,6221,346962, 
 经营活动现金流入小计(万元),3519177,4096728,2743088,11485662,7936039,5419727,1870898,6197668,4975970,3289745,1400460,3549606,2888517,2454747,2077605, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),2109072,763673,299705,2852560,1670551,995574,499993,1347777,1309544,787328,395381,1297707,1004280,908220,741885, 
 存放中央银行和同业款项净增加额(万元),--,--,87707,865048,749833,580912,44064,--,75621,--,--,279335,565681,359479,77824, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),347512,227142,89602,357028,236157,152888,83002,289289,207431,108775,45255,177839,166471,130804,200449, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),133961,16354,55905,135890,94377,64910,39168,118752,89363,63454,33484,92489,79385,58456,42305, 
 支付的各项税费(万元),94824,76642,30678,160987,107779,90401,39708,141758,104179,64962,44893,113905,71274,70463,57106, 
 支付的其他与经营活动有关的现金(万元),276949,297934,134222,74795,81951,152563,26589,64271,58909,32005,66378,65289,98583,35010,538577, 
 经营活动现金流出小计(万元),2978017,2453362,1947506,4639549,4384819,2037247,732524,2412322,2290341,1056525,587880,2185423,2547380,1713373,1658146, 
 经营活动产生的现金流量净额(万元),541160,1643366,795582,6846113,3551220,3382479,1138374,3785346,2685630,2233220,812580,1364183,341137,741374,419459, 
 收回投资所收到的现金(万元),48466044,32275216,12274353,51528089,35857689,17653262,6902957,18055127,6768536,3465500,952726,2086967,11002079,34757925,19554172, 
 取得投资收益所收到的现金(万元),746875,444468,184653,563305,410827,240811,92636,323928,239797,129002,55924,163052,102119,89057,56559, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2104,12,6723,34,1,2,0,15,23,16,16,684,12,131,244, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),49215023,32719695,12465729,52091428,36268516,17894075,6995594,18379070,7008355,3594518,1008665,2250702,11104210,34847113,19610975, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),42694,35655,28748,120496,91392,47370,16630,74160,43282,14967,8607,105047,57133,68800,16226, 
 投资所支付的现金(万元),52156500,34132576,13795484,60547878,41149842,20175060,8141042,24854877,10939399,6325622,2065784,3342674,12032835,35250747,20188823, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),52199194,34168232,13824232,60668374,41241234,20222431,8157672,24929038,10982681,6340590,2074391,3447721,12089967,35319547,20205049, 
 投资活动产生的现金流量净额(万元),-2984171,-1448536,-1358503,-8576946,-4972717,-2328356,-1162078,-6549968,-3974325,-2746072,-1065725,-1197019,-985758,-472434,-594074, 
 吸收投资收到的现金(万元),--,--,--,478050,478050,--,--,--,--,--,--,10388,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),11277976,7107399,3242000,8831848,4450937,1076549,--,2968839,1216220,296509,--,147066,--,119400,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),11277976,7107399,3242000,9309898,4928987,1076549,0,2968839,1216220,296509,0,157454,0,119400,--, 
 偿还债务支付的现金(万元),7798976,5005976,2602000,6933000,3643000,1121000,207000,460000,410000,160000,100000,49415,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),329379,231947,84380,13805,1203,1184,4,33146,24161,22041,716,32444,30939,21322,17436, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1253,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),8128355,5237923,2686380,6948058,3644203,1122184,207004,493146,434161,182041,100716,81859,30939,21322,17436, 
 筹资活动产生的现金流量净额(万元),3149621,1869476,555620,2361840,1284785,-45635,-207004,2475694,782059,114468,-100716,75595,-30939,98078,-17436, 
 汇率变动对现金及现金等价物的影响(万元),71,37,-77,662,615,226,-42,492,327,-15,26,15,-319,44,-101, 
 现金及现金等价物净增加额(万元),706680,2064342,-7378,631670,-136098,1008714,-230751,-288437,-506310,-398399,-353835,242773,-675878,367061,-192151, 
 加:期初现金及现金等价物余额(万元),1295804,1295804,1295804,664135,664135,664135,664135,952571,952571,952571,952571,709798,1385677,1018616,1040879, 
 期末现金及现金等价物余额(万元),2002484,3360146,1288426,1295804,528037,1672849,433384,664135,446261,554172,598736,952571,709798,1385677,848728, 
 净利润(万元),--,190752,--,368873,--,155439,81201,323992,--,150618,68214,244736,180867,162031,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,192984,--,311286,--,132618,63978,119787,--,61505,35424,77310,14582,17476,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,12368,--,19308,--,8794,4146,15959,--,7869,3874,12002,8291,5383,--, 
 无形资产摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,80,--,48,--,39,1,44,--,2,-0,36,7,22,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,529,--,1231,--,681,175,-789,--,-2423,689,-13965,17471,1818,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-370502,--,-493162,--,-210768,-97626,-301184,--,-137790,-60164,-163847,-110777,-91690,--, 
 投资损失(万元),--,372,--,-33049,--,-15496,-10370,-17831,--,-9781,-6217,-7810,14444,-524,--, 
 递延所得税资产减少(万元),--,-33563,--,-10521,--,2038,-14478,-26323,--,-14038,-8889,-11664,-6411,795,--, 
 递延所得税负债增加(万元),--,--,--,-82,--,-82,-44,82,--,490,--,--,-761,-455,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-381990,--,-3918809,--,-1186835,-6359,-1665963,--,-519425,-419818,-1747552,-1344866,-1427006,--, 
 经营性应付项目的增加(万元),--,2024378,--,10587389,--,4489287,1114558,5326908,--,2691076,1197318,2966356,1561836,2070238,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,1643366,--,6846113,--,3382479,1138374,3785346,--,2233220,812580,1364183,341137,741374,--, 
