 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),1811328,1368525,622047,3157402,2274616,1596125,635879,2833124,2141650,1256330,553451,1759429,1561054,976186,445058,1963370,1352182,937229,459360,2089200,1538897,1005508,533969,2468203,1376319,1010497,509252,2628024,1565846,1161269,562625,3198069,2506810,1684419,766278,3171270,2109592,1504677,662630,1381677,1422466,864900,444281,1682222,1484779,1076495,425019,1653728,1078291,780111,343225, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 收到的税费返还(万元),125037,42602,24873,76942,59208,40378,21644,105871,84334,61710,33922,63126,55230,46826,23044,61832,48415,39930,17460,53579,41328,30279,22738,37379,28069,22063,14536,35257,25561,17458,7352,31862,23425,10882,5104,32423,21217,6114,738,15387,15335,12413,5314,18574,10246,5104,1496,5635,2013,1761,1403, 
 收到的其他与经营活动有关的现金(万元),216563,84393,86229,43509,172231,70202,104949,74399,222163,68536,79676,59884,289937,65731,79031,67949,104944,73786,70734,53735,155639,89680,53246,40909,52976,49021,29547,45062,57296,44943,7778,23162,73113,62707,4618,6594,18941,11885,4431,12693,22415,11945,8346,3302,21487,10772,9464,11622,16436,9651,6571, 
 经营活动现金流入小计(万元),2152929,1495521,733148,3277852,2506055,1706705,762471,3013394,2448147,1386576,667049,1882439,1906220,1088743,547133,2093150,1505541,1050945,547554,2196514,1735864,1125467,609953,2546491,1457363,1081581,553336,2708343,1648703,1223669,577754,3253093,2603347,1758009,776000,3210287,2149750,1522677,667799,1409757,1460216,889258,457941,1704098,1516512,1092370,435979,1670986,1096740,791522,351199, 
 购买商品、接受劳务支付的现金(万元),1754940,1095038,567808,2645708,2042106,1321131,572573,2162428,1625952,1148170,493151,1081912,1168538,751156,343985,1336952,941863,699481,380519,1399502,924969,619995,294970,1915328,848713,632742,308963,1993511,1243125,912701,493999,2468187,2027707,1190611,590678,2349976,1240607,827912,357055,1098529,1219029,740869,365780,1320404,1224697,880694,371357,1413203,908412,675497,270214, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--, 
 支付给职工以及为职工支付的现金(万元),309617,216855,102462,396489,295712,201915,94081,324137,253064,165319,77487,340844,215065,146790,71295,346014,233687,161630,68067,322108,198320,138449,58828,308457,187638,138092,77836,267601,183032,135615,47617,224054,126193,94335,39449,132040,92100,59059,25062,101930,67846,50965,22902,74370,54071,39865,16035,57041,41690,29062,14706, 
 支付的各项税费(万元),116963,77681,36364,181741,159012,105946,48852,139063,112963,80003,30756,123608,80938,56306,24262,118636,94775,75741,25114,164294,127398,97898,42495,143057,131643,89328,23630,175735,110907,69462,12867,184355,142382,101050,23516,103075,70543,44732,14090,85267,82300,31472,9735,66240,50869,32310,4461,36957,24569,17358,5307, 
 支付的其他与经营活动有关的现金(万元),393040,355433,270666,315497,371944,215006,214768,268588,607577,197520,154028,287070,472299,195132,133983,181314,301166,240312,146484,200360,438163,202390,112587,259584,313907,209246,83167,323993,204246,161544,59194,268929,237240,208047,69074,216355,265683,223177,43070,165777,101643,70284,36513,187262,96447,64589,30913,140488,93147,60174,30652, 
 经营活动现金流出小计(万元),2574561,1745007,977301,3539435,2868773,1843999,930275,2894216,2599556,1591012,755422,1833434,1936840,1149383,573525,1982915,1571491,1177164,620184,2086263,1688849,1058733,508880,2626425,1481902,1069409,493596,2760841,1741310,1279322,613677,3145525,2533522,1594042,722716,2801446,1668933,1154880,439276,1451503,1470819,893590,434930,1648276,1426084,1017459,422766,1647689,1067818,782090,320879, 
 经营活动产生的现金流量净额(万元),-421633,-249487,-244152,-261583,-362718,-137294,-167804,119178,-151409,-204435,-88373,49004,-30620,-60640,-26393,110235,-65950,-126218,-72630,110251,47015,66734,101073,-79934,-24538,12171,59739,-52497,-92607,-55652,-35923,107569,69825,163967,53284,408841,480817,367797,228524,-41746,-10603,-4333,23011,55821,90428,74912,13213,23296,28922,9432,30320, 
 收回投资所收到的现金(万元),664776,288786,--,350037,--,--,--,1105,--,--,--,200,200,200,--,11781,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,387,0,--,3484,3484,3484,3391,4428,2065,2065,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),20982,179,--,61860,50448,36281,--,31271,17584,1117,--,1285,74,19,--,1315,30,30,--,213,213,50,--,74,74,7,7,--,--,--,29,14,14,2,126,22,138,0,--,0,--,0,0,0,0,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4591,4410,269,3224,2970,2874,2767,218416,6384,6264,5996,145168,1095,973,70,183606,152,76,25,195917,160288,108038,108027,194182,169,100,8,858,109,33,6,329,264,186,34,504,392,377,5,1307,352,23,8,1246,1119,1087,28,3440,1003,735,370, 
 处置子公司及其他营业单位收到的现金净额(万元),-105811,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,-99,--,0,--,--,--,0,0,0,0,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),5186,4361,2274,23173,8033,5338,1372,10194,16481,6058,1830,10244,6820,4976,367,13506,39394,25308,1574,21045,12653,9261,4417,19181,6644,4429,11796,95832,57354,43786,47022,100835,107028,13644,17509,17732,959,590,196,7449,494,650,410,7840,1505,1055,288,2302,1145,837,349, 
