 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),71492,45796,31225,98413,81476,50664,27161,93141,64572,43895,30517,115414,85201,55324,35377,108141,82563,57034,31308,130832,90113,61476,36933,118944,87772,52273,31614,130835,92100,60137,32391,119947,85668,51451,23904,91182,65444,40402,18282,50842,37438,22749,11038,38352,25719,18007,8393,28541,19421,9861,4002, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,--,--,--,--, 
 收到的税费返还(万元),908,423,162,1231,657,617,369,1325,55,55,55,497,599,599,597,1397,901,799,103,1290,768,607,103,1582,1132,933,--,1767,1481,985,952,355,355,248,248,1284,368,168,169,78,109,76,--,81,61,--,0,67,0,--,--, 
 收到的其他与经营活动有关的现金(万元),8486,3836,3757,1401,6775,3353,1203,951,5453,3283,1563,1588,11528,8932,5381,2941,5624,3158,1784,1728,8124,7455,4794,1935,3294,3984,8134,1970,4247,1300,10983,686,1303,662,1638,299,424,261,183,1680,433,316,64,429,363,194,52,500,646,477,280, 
 经营活动现金流入小计(万元),80886,50056,35145,101046,88908,54635,28733,95417,70079,47233,32135,117499,97328,64855,41356,112479,89088,60991,33194,133849,99005,69538,41831,122461,92198,57189,39748,134572,97827,62422,44327,120988,87325,52360,25790,92764,66237,40831,18635,52601,37981,23141,11102,38862,26143,18201,8444,29108,20067,10338,4282, 
 购买商品、接受劳务支付的现金(万元),12256,6833,4015,14921,10602,6914,2940,22766,13445,10264,4267,20430,12078,8135,4097,21505,16572,13014,8390,26661,16340,15601,6847,24595,21536,16043,9442,30290,21975,15480,8009,27851,16767,10134,6275,23581,14842,13826,4137,21835,14499,9494,4214,17810,12336,8121,3889,13974,10265,6752,3432, 
