 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),57979,22937,94395,66306,42716,17444,63197,39886,24810,8720,45576,32832,22953,9096,62757,46606,33092,13145,55362,40722,40779, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13, 
 收到的其他与经营活动有关的现金(万元),794,466,780,595,545,34,325,270,224,82,296,210,164,7,201,176,155,22,95,632,161, 
 经营活动现金流入小计(万元),58773,23403,95176,66901,43261,17478,63522,40156,25034,8802,45872,33042,23117,9103,62957,46782,33247,13168,55457,41354,40953, 
 购买商品、接受劳务支付的现金(万元),40162,17388,63002,46092,28168,11811,36624,23246,10589,5554,28787,20298,13803,5475,37351,28440,18196,9592,38768,24097,30214, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6102,2580,11755,8120,5050,2034,7589,4824,3022,1304,6277,4492,2859,1325,6323,4816,3122,1405,5988,4839,2456, 
 支付的各项税费(万元),4279,1858,5175,4423,2485,1122,4646,4134,2534,860,5088,4608,3039,1307,5256,4022,1806,712,4113,2899,2510, 
 支付的其他与经营活动有关的现金(万元),2617,898,3611,2381,1776,1086,2715,2267,1489,796,2558,2322,1607,838,2845,2577,1625,668,3574,3146,1641, 
 经营活动现金流出小计(万元),53159,22724,83543,61016,37478,16052,51575,34471,17634,8514,42711,31720,21308,8945,51775,39855,24750,12377,52443,34981,36821, 
 经营活动产生的现金流量净额(万元),5614,679,11633,5885,5783,1426,11947,5685,7400,288,3161,1322,1808,158,11182,6927,8497,790,3014,6374,4132, 
 收回投资所收到的现金(万元),1500,--,--,--,--,--,--,7000,--,--,--,--,--,--,--,--,--,--,800,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,2,2,2,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),50734,4088,68091,62561,50530,22399,33953,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),52234,4088,68091,62561,50530,22399,33954,7052,2,0,0,0,0,0,0,0,0,0,800,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1715,530,9420,8540,5544,2116,4507,2268,1994,1391,5652,5119,4687,3179,10301,8178,3926,1187,2371,7465,7939, 
 投资所支付的现金(万元),964,--,--,--,--,--,--,12000,12000,--,--,--,--,--,--,--,--,--,--,800,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),6997,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),66900,33,59800,50300,38300,23300,45800,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),76575,564,69220,58840,43844,25416,50307,14268,13994,1391,5652,5119,4687,3179,10301,8178,3926,1187,2371,8265,7939, 
 投资活动产生的现金流量净额(万元),-24342,3524,-1129,3721,6686,-3016,-16353,-7217,-13992,-1391,-5652,-5119,-4687,-3179,-10301,-8178,-3926,-1187,-1571,-8265,-7939, 
 吸收投资收到的现金(万元),--,--,3565,--,--,--,--,--,--,--,33052,33052,33052,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),9500,3500,3000,--,--,--,3400,1000,1000,--,5400,1500,1500,--,16200,12900,8400,1000,12200,22050,17975, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),9500,3500,6565,0,0,0,3400,1000,1000,0,38452,34552,34552,0,16200,12900,8400,1000,12200,22050,17975, 
 偿还债务支付的现金(万元),25,--,5200,2750,2800,--,6775,2750,1700,--,16700,12600,4800,--,12690,10290,7040,100,14385,16975,11347, 
 分配股利、利润或偿付利息所支付的现金(万元),3430,33,1249,1271,1190,63,1497,1395,730,112,735,588,435,217,1068,863,566,282,1106,1017,682, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1852,--,--,102,--,--,--,5,--,--,492,432,305,--,55,55,30,--,83,190,70, 
 筹资活动现金流出小计(万元),5307,33,6449,4124,3990,63,8272,4150,2430,112,17928,13620,5540,217,13813,11208,7636,382,15574,18182,12099, 
 筹资活动产生的现金流量净额(万元),4193,3467,116,-4124,-3990,-63,-4872,-3150,-1430,-112,20524,20932,29011,-217,2387,1692,764,618,-3374,3868,5876, 
 汇率变动对现金及现金等价物的影响(万元),-2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-14536,7670,10620,5482,8479,-1654,-9278,-4682,-8022,-1214,18033,17135,26133,-3238,3269,441,5336,222,-1931,1976,2069, 
 加:期初现金及现金等价物余额(万元),25272,25272,14652,14652,14652,14652,23929,23929,23929,23929,5897,5897,5897,5897,2628,2628,2628,2628,4559,2582,513, 
 期末现金及现金等价物余额(万元),10735,32941,25272,20134,23130,12998,14652,19247,15907,22715,23929,23031,32030,2659,5897,3069,7964,2850,2628,4559,2582, 
 净利润(万元),7943,--,10819,--,5356,--,6640,--,3022,--,5014,--,3428,--,6341,--,3066,--,5004,4120,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
