 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),75998,311162,235455,142836,70460,294776,215304,142107,77879,169641,99910,64589,32493,80396,52367,22768,8224,37424,26666,18367,8216,32814,22997,14607,6412,28745,20121,12738,5841,27168,19656,12771,5750,26694,5474,17341,16979, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 收到的税费返还(万元),462,1934,1413,1121,266,2414,1766,1244,596,1227,847,469,212,1049,936,210,130,939,892,671,260,1093,998,641,234,657,591,369,204,1098,999,692,330,243,100,280,153, 
 收到的其他与经营活动有关的现金(万元),511,3641,2813,1338,286,1787,1312,1305,448,2786,797,337,78,1224,747,485,208,1423,1117,855,189,554,401,132,62,1032,1051,294,84,606,413,73,46,400,16,319,199, 
 经营活动现金流入小计(万元),76972,316736,239681,145294,71012,298977,218383,144656,78922,173654,101553,65395,32783,82669,54051,23463,8562,39787,28675,19893,8665,34462,24396,15380,6708,30435,21763,13401,6129,28872,21068,13536,6126,27337,5590,17940,17330, 
 购买商品、接受劳务支付的现金(万元),42613,180243,137840,82624,41271,176643,114591,73431,38721,103801,62251,42112,21095,47985,28603,11744,3570,21196,16511,11584,5664,18634,13944,9398,4400,14601,11101,6775,3002,16322,12120,8088,3228,16262,3668,11405,11493, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),14900,60817,45135,29296,14707,54904,41083,27182,13600,26984,15941,10630,5395,12972,8493,4383,1868,6477,4816,3210,1584,5292,3855,2497,1263,4285,3202,2177,1180,3521,2577,1980,825,2385,573,1746,1149, 
 支付的各项税费(万元),3810,15302,10235,7267,3498,14228,10078,6994,3751,10010,6621,4284,2048,5825,3518,1639,609,3034,2085,1012,380,2394,1750,1117,535,2405,1705,1103,548,1770,1223,717,335,1960,541,1095,1434, 
 支付的其他与经营活动有关的现金(万元),4243,19743,15541,9831,4864,18761,25309,16998,10907,14403,9820,6073,3131,8949,5752,3407,1949,4288,3153,2029,990,3841,2860,1862,1090,3500,2180,1310,678,3888,2636,1415,834,2676,672,1886,1443, 
 经营活动现金流出小计(万元),65566,276106,208752,129018,64339,264535,191060,124605,66980,155198,94634,63098,31670,75731,46366,21172,7996,34995,26565,17835,8618,30161,22409,14874,7289,24791,18188,11364,5408,25502,18556,12199,5222,23282,5453,16132,15519, 
 经营活动产生的现金流量净额(万元),11405,40630,30928,16276,6673,34442,27322,20051,11943,18456,6919,2297,1114,6938,7685,2292,566,4792,2110,2058,46,4300,1987,506,-581,5644,3575,2037,722,3370,2512,1337,904,4055,137,1808,1811, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,4618,4602,4572,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),170,3212,2502,1035,238,3439,2171,501,236,408,89,23,11,49,12,8,3,50,20,12,7,58,22,2,2,5,2,2,2,--,--,--,--,42,2,6,19, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1,1,1,--,381,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 收到的其他与投资活动有关的现金(万元),--,3960,--,--,--,534,534,534,534,--,1429,1429,--,567,--,--,--,250,90,90,--,330,330,270,--,646,141,84,37,600,582,--,--,--,0,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 投资活动现金流入小计(万元),170,7173,2503,1036,238,4354,2705,1035,770,5026,6120,6024,11,616,12,8,3,300,110,102,7,388,352,272,2,651,143,87,39,600,582,0,--,42,2,6,19, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2804,28540,22377,16523,10186,21515,14820,8783,3418,11146,6829,4579,1092,5797,2473,1600,565,4110,2990,2056,1413,3757,3802,2960,2114,4872,3015,1587,1366,4080,2901,2299,944,3120,155,800,1024, 
 投资所支付的现金(万元),--,98,98,--,--,1094,1094,12419,205,3848,3818,3799,3791,2786,2770,1223,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,12459,29334,29334,--,11904,11904,--,--,57031,--,--,--,7297,7297,7297,--,--,--,--,--,337,--,--,--,0,--,--,--,--,--,--,--,--,0,164,1030, 
 支付的其他与投资活动有关的现金(万元),--,21914,--,--,--,200,--,--,--,8766,87500,--,--,3400,3400,--,--,250,250,90,--,--,--,--,--,330,247,--,--,161,0,0,--,620,0,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 投资活动现金流出小计(万元),2804,63012,51809,45857,10186,34714,27818,21202,3623,80792,98147,8378,4883,19280,15940,10120,565,4360,3240,2146,1413,4095,3802,2960,2114,5202,3262,1587,1366,4242,2902,2299,944,3740,155,963,2054, 
 投资活动产生的现金流量净额(万元),-2634,-55839,-49306,-44821,-9948,-30360,-25113,-20167,-2853,-75766,-92027,-2354,-4872,-18664,-15927,-10112,-563,-4060,-3130,-2044,-1406,-3707,-3451,-2688,-2113,-4551,-3119,-1500,-1327,-3642,-2320,-2299,-944,-3699,-153,-957,-2036, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,138636,138304,1200,--,3537,374,374,--,--,--,--,--,50,50,50,50,0,--,--,--,29318,29315,29640,--,--,0,1072,1593, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,1636,1304,1200,--,3537,374,374,--,--,--,--,--,50,50,50,50,0,--,--,--,293,290,615,--,--,0,--,--, 
 取得借款收到的现金(万元),11796,26298,21502,21398,9462,13204,10956,7972,2052,12993,7287,7266,1954,7389,4389,1383,--,801,707,295,--,454,451,451,--,0,--,--,--,3700,3700,3700,3700,5703,3500,4000,3000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 收到其他与筹资活动有关的现金(万元),--,52,142,67,--,971,971,--,--,1465,112,--,7,2985,133,121,63,--,--,--,--,--,--,--,--,72,--,--,--,116,112,47,--,304,0,--,430, 
 筹资活动现金流入小计(万元),11796,26350,21644,21465,9462,14175,11927,7972,2052,153094,145703,8466,1961,13911,4896,1878,63,801,707,295,0,504,501,501,50,72,0,0,0,33134,33127,33387,3700,6007,3500,5072,5023, 
 偿还债务支付的现金(万元),6016,17990,16737,9506,3316,11966,10105,9547,3286,8397,4513,1418,196,6123,3002,1508,30,226,195,72,36,122,82,47,21,83,62,42,21,8229,7488,3776,3030,3591,2500,3000,3600, 
 分配股利、利润或偿付利息所支付的现金(万元),247,7026,6866,6552,201,6229,6016,5899,580,2526,2432,2286,125,3253,3091,1644,20,1978,1671,1645,15,1667,1606,1595,0,1512,1484,1332,14,252,221,150,83,1663,50,727,760, 
 其中：子公司支付给少数股东的股利、利润(万元),--,609,609,584,--,--,--,--,--,55,--,--,--,--,--,--,--,279,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--, 
 支付其他与筹资活动有关的现金(万元),24,1517,1395,1336,1239,1764,354,292,1,4956,4964,841,402,3004,1524,1136,--,4,4,4,--,150,152,152,--,8,8,8,--,2775,2775,2361,--,--,0,726,821, 
 筹资活动现金流出小计(万元),6287,26533,24998,17393,4756,19959,16474,15738,3867,15879,11909,4545,724,12380,7617,4288,50,2208,1870,1722,51,1939,1840,1794,21,1604,1554,1382,35,11256,10484,6287,3114,5254,2550,4453,5180, 
 筹资活动产生的现金流量净额(万元),5509,-183,-3354,4072,4707,-5784,-4547,-7766,-1815,137215,133794,3921,1237,1531,-2721,-2409,13,-1407,-1163,-1427,-51,-1435,-1339,-1293,29,-1532,-1554,-1382,-35,21878,22643,27099,586,752,950,618,-158, 
 汇率变动对现金及现金等价物的影响(万元),-719,2668,1580,-246,-1536,-2441,-1758,-670,49,616,86,155,3,228,141,23,-28,-18,17,95,13,-171,-136,-129,-45,69,73,37,32,-93,-30,86,16,-66,2,-11,-0, 
 现金及现金等价物净增加额(万元),13561,-12723,-20152,-24719,-105,-4143,-4096,-8552,7324,80522,48771,4019,-2518,-9967,-10823,-10206,-12,-693,-2166,-1318,-1398,-1012,-2939,-3604,-2709,-370,-1025,-808,-609,21514,22804,26223,563,1043,935,1458,-383, 
 加:期初现金及现金等价物余额(万元),76575,89298,89298,89298,89298,93440,93440,93440,93440,12919,12919,12919,12919,22885,22885,22885,22790,23579,23579,23579,23520,24591,24591,24591,24921,24961,24961,24961,24961,3447,3447,3447,3447,2404,2404,946,1329, 
 期末现金及现金等价物余额(万元),90136,76575,69146,64578,89193,89298,89345,84888,100764,93440,61690,16938,10400,12919,12063,12679,22778,22885,21413,22261,22121,23579,21652,20986,22211,24591,23936,24153,24351,24961,26251,29670,4010,3447,3339,2404,946, 
 净利润(万元),--,40589,--,22571,--,31014,--,15135,--,16485,--,6063,--,9704,--,3229,--,6030,--,2365,--,5532,--,2416,--,5319,--,2251,--,5338,--,2036,--,3860,0,2906,2340, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 资产减值准备(万元),--,2810,--,341,--,1520,--,54,--,632,--,410,--,555,--,207,--,283,--,-5,--,284,--,128,--,284,--,93,--,209,--,70,--,131,0,114,-134, 
