 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),47802,253152,165974,97172,43939,174559,121120,73911,33971,142193,107120,70055,34281,135295,95447,57184,24738,110035,80943,47755,21748,82044,58984,38165,18383,70218,35414,52066,32594,34182, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1183,2070,1204,920,911,540,446,312,17,524,522,522,136,950,950,950,938,1549,1549,1473,1176,1308,1241,759,659,2799,730,732,56,262, 
 收到的其他与经营活动有关的现金(万元),861,3701,1998,964,397,3862,2400,1555,677,4413,1364,1091,678,1291,998,2073,961,2505,1948,971,369,1289,765,509,230,1197,413,265,361,337, 
 经营活动现金流入小计(万元),49846,258923,169177,99056,45248,178962,123966,75778,34665,147131,109006,71668,35095,137537,97395,60208,26638,114089,84440,50199,23294,84642,60989,39433,19272,74213,36557,53063,33011,34780, 
 购买商品、接受劳务支付的现金(万元),51702,186513,129971,90339,42314,104102,74957,54083,18340,84725,72381,51014,28581,91112,64202,47252,24891,86344,74542,45636,21626,64075,51790,35382,16453,59015,28560,42910,25040,28050, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8029,25973,19053,12951,6913,23006,16700,11346,6046,18511,14009,9750,4888,17131,12426,8163,3867,13529,9902,6315,2878,10363,7286,4659,2156,5402,2240,3525,1851,2157, 
 支付的各项税费(万元),2397,10243,8009,5619,1937,11243,8087,4796,2574,9090,6311,3828,1419,6442,4444,2401,1230,4991,3943,2406,1048,3045,2874,1999,781,1295,1184,575,649,712, 
 支付的其他与经营活动有关的现金(万元),3016,9515,9957,4680,2567,9880,7948,4194,2160,9619,6089,4099,1696,6314,4750,2941,1376,5374,3917,2372,1432,4470,3060,1853,1250,3595,1734,3115,1658,1335, 
 经营活动现金流出小计(万元),65145,232244,166990,113588,53731,148231,107693,74420,29120,121945,98790,68690,36583,120999,85822,60756,31364,110237,92304,56728,26983,81953,65010,43893,20640,69307,33717,50125,29198,32253, 
 经营活动产生的现金流量净额(万元),-15299,26679,2186,-14532,-8483,30731,16273,1358,5545,25186,10215,2978,-1488,16538,11573,-548,-4727,3851,-7864,-6530,-3689,2689,-4021,-4461,-1368,4906,2840,2939,3813,2527, 
 收回投资所收到的现金(万元),--,--,--,--,--,5000,--,--,--,--,89,--,--,--,--,--,--,--,42110,12110,2110,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,136,136,85,35,77,54,13,--,117,--,89,33,486,341,236,137,278,168,93,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),120,239,83,26,17,277,159,155,153,475,443,443,29,21,19,9,4,249,15,6,1,53,41,16,6,129,44,10,0,14, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,22037,15000,10000,5000,4348,4010,--,--,19310,19310,19310,9310,91884,64884,42884,22500,62110,--,--,2,--,--,0,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),120,23523,15219,10111,5052,9701,4223,168,153,19902,19842,19842,9372,92391,65244,43129,22641,62637,42292,12209,2113,53,41,16,6,129,44,10,0,14, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1020,14082,7609,6423,2045,12073,8213,5850,2391,9567,7972,5028,2235,7018,5304,3363,1467,7820,6209,4744,3145,8187,4308,2604,778,3755,1938,6977,5271,2143, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,3306,--,--,--,--,--,--,--,--,42110,22110,2110,--,--,--,--,0,--,28,229,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,7143,--,--,--,--,--,--,--,--,--,--,--,9192,--,--,--,--,--,--,--,--,--,--,--,373,--,593,1973,3308, 
 支付的其他与投资活动有关的现金(万元),--,18677,22256,10000,5000,9000,4001,4000,0,12360,12981,12981,12310,98500,78500,44500,22500,62139,45,--,--,--,--,0,--,12,12,70,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1020,39902,29865,16423,7045,21073,12214,9850,2391,25233,20952,18009,14545,114709,83804,47863,23967,69959,48364,26854,5255,8187,4308,2604,778,4140,1950,7669,7473,5451, 
 投资活动产生的现金流量净额(万元),-900,-16379,-14646,-6313,-1993,-11371,-7991,-9682,-2238,-5331,-1110,1833,-5174,-22319,-18561,-4734,-1326,-7322,-6071,-14645,-3142,-8133,-4266,-2588,-771,-4011,-1906,-7659,-7473,-5437, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,0,3500,3500,--,--,--,--,--,--,980,980,--,--,50289,50244,50244,50244,0,--,21860,1000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,0,3500,3500,--,--,--,--,--,--,980,980,--,--,45,--,--,--,0,--,2060,1000,--, 
 取得借款收到的现金(万元),7199,7600,6300,4300,700,14600,13300,12000,5700,71407,7148,735,500,13820,10750,9450,2800,12286,9036,6436,4486,14390,11290,9990,7990,25739,19144,29350,20300,34890, 
