 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),117670,86130,49887,21358,93242,76409,48895,21271,87726,72825,47123,20623,76933,61820,40299,15707,66001,51032,29097,10426,46790,43734,27905,10687,42316,41552,26401,11648,55563,40334,27047,12401,56931,42098,24212,10484,51209,35207,8880,45777,46942, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的税费返还(万元),1105,685,603,200,1885,1738,1369,243,282,221,70,44,371,321,237,181,501,362,254,163,428,428,345,109,1305,862,607,357,1165,832,441,227,557,362,95,73,224,224,74,471,113, 
 收到的其他与经营活动有关的现金(万元),1161,348,1123,41,1130,472,422,150,602,451,122,189,685,178,132,42,195,360,224,102,335,211,41,69,322,127,52,24,424,439,361,351,209,138,91,33,719,93,33,286,631, 
 经营活动现金流入小计(万元),119936,87163,51613,21599,96257,78619,50686,21664,88611,73497,47315,20856,77990,62319,40668,15930,66697,51753,29575,10691,47553,44373,28291,10866,43943,42541,27059,12028,57152,41605,27848,12980,57697,42599,24397,10590,52152,35524,8987,46534,47686, 
 购买商品、接受劳务支付的现金(万元),94290,69585,43711,20621,84451,72217,49138,25050,67338,60173,39051,18748,52652,46584,27924,11201,65050,54507,32292,18573,38851,38509,23952,10955,34416,38120,25128,11515,56668,40432,26016,11596,51102,41135,21924,9099,41304,29513,7762,39389,41410, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),6516,4808,2954,1696,5450,4291,2753,1587,4940,3684,2416,1409,4662,3505,2203,1330,4403,3277,2052,914,3748,2737,1674,858,2999,2168,1297,657,2531,1865,1163,597,2141,1624,930,510,1836,1260,477,1797,1472, 
 支付的各项税费(万元),2880,2500,1162,683,2099,2190,1804,1204,2681,2286,1335,696,1924,1715,1159,579,1399,1020,471,360,1331,1043,572,290,817,858,592,153,1144,1072,662,283,1508,1306,995,469,2017,1441,446,2116,1614, 
 支付的其他与经营活动有关的现金(万元),2516,4921,2300,1532,1631,1381,1127,450,1513,2906,1127,849,1615,1465,1256,520,1277,932,741,568,976,826,514,392,887,768,442,226,737,535,321,166,528,346,263,238,662,388,202,824,963, 
 经营活动现金流出小计(万元),106202,81815,50128,24532,93631,80079,54822,28291,76473,69049,43929,21701,60852,53269,32542,13629,72130,59737,35557,20414,44905,43116,26711,12495,39119,41914,27459,12552,61080,43904,28162,12642,55279,44411,24112,10316,45818,32602,8887,44126,45459, 
 经营活动产生的现金流量净额(万元),13735,5348,1484,-2933,2627,-1460,-4135,-6627,12138,4448,3386,-845,17138,9050,8125,2300,-5432,-7984,-5982,-9724,2648,1257,1580,-1630,4825,628,-400,-523,-3928,-2299,-314,338,2418,-1813,285,275,6333,2922,100,2408,2228, 
 收回投资所收到的现金(万元),--,808,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,5,5,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,100,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,110,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 投资活动现金流入小计(万元),0,958,0,0,5,5,5,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,100,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1416,1097,1002,715,6744,4445,1421,797,2929,2367,1454,365,1789,828,705,632,2749,1890,1873,1648,11565,6010,4355,3342,9829,7079,3961,2044,11958,10332,9009,6390,11728,7408,4223,2994,913,349,159,806,3004, 
