 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),19960,60678,45613,27762,11969,51871,40344,25592,13730,57315,43263,28652,13820,55500,40272,26782,45206,40866,37962, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),466,20,0,--,106,373,307,305,203,72,317,407,30,76,67,43,32,--,--, 
 收到的其他与经营活动有关的现金(万元),48,413,6303,4893,3182,827,814,332,5582,298,685,239,1316,461,146,232,718,1098,1198, 
 经营活动现金流入小计(万元),20474,61111,51916,32655,15257,53070,41465,26230,19516,57684,44265,29298,15166,56037,40485,27058,45956,41964,39159, 
 购买商品、接受劳务支付的现金(万元),15297,46117,43477,26727,9467,37287,25142,16327,8912,36885,28951,18120,11476,38046,29762,19161,31131,26338,24437, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2950,10373,7196,4804,2845,9029,6720,4482,2356,7913,6063,4067,2158,7004,5224,3452,5752,4868,3837, 
 支付的各项税费(万元),1520,4172,2581,2239,1152,4060,3541,2423,1195,3732,3523,2186,911,4172,3253,1950,3837,4415,3891, 
 支付的其他与经营活动有关的现金(万元),321,4337,3266,5091,5472,3704,5156,2608,6928,3909,5076,3228,3016,2924,2324,1507,2505,2870,2329, 
 经营活动现金流出小计(万元),20088,64999,56522,38861,18936,54080,40559,25841,19392,52439,43612,27602,17561,52146,40563,26069,43224,38491,34494, 
 经营活动产生的现金流量净额(万元),386,-3888,-4605,-6206,-3679,-1010,906,389,124,5246,652,1696,-2395,3891,-78,988,2732,3473,4665, 
 收回投资所收到的现金(万元),--,45500,34503,30503,22300,60400,42400,27800,12604,24700,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),88,315,242,201,167,374,304,166,80,163,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,10,8,8,--,43,31,--,--,--,--,--,--,--,--,--,10,79,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,200,64,64,64,362,--,--,--,438,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),88,46024,34817,30777,22531,61179,42735,27966,12684,25301,0,0,0,0,0,0,10,79,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),596,4721,2381,1769,2091,5941,4216,2819,1691,3295,2478,1787,873,5136,4567,2471,2033,5394,443, 
 投资所支付的现金(万元),--,43900,29142,21500,16707,65100,49700,35100,20100,33000,13000,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,3,3,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),596,48621,31525,23272,18797,71041,53917,37919,21791,36295,15478,1787,873,5136,4567,2471,2033,5394,443, 
 投资活动产生的现金流量净额(万元),-508,-2597,3292,7504,3734,-9862,-11182,-9953,-9107,-10993,-15478,-1787,-873,-5136,-4567,-2471,-2024,-5315,-443, 
 吸收投资收到的现金(万元),--,--,0,--,--,--,--,--,--,26313,26313,26313,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,7000,2000,--,1000,--,--,--,--,2525,2525,2525,1100,7325,7325,5525,4425,4425,4925, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,7000,2000,0,1000,0,0,0,0,28838,28838,28838,1100,7325,7325,5525,4425,4425,4925, 
 偿还债务支付的现金(万元),--,1118,1118,1102,1050,194,145,96,48,10032,9985,5614,544,4595,4552,4509,4584,5073,2140, 
 分配股利、利润或偿付利息所支付的现金(万元),64,934,828,34,5,988,933,930,4,289,226,190,70,1119,990,877,312,373,3396, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,0,--,--,--,--,--,--,960,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),64,2052,1947,1136,1056,1182,1078,1026,52,11281,10211,5804,614,5714,5541,5385,4897,5446,5536, 
 筹资活动产生的现金流量净额(万元),-64,4948,53,-1136,-56,-1182,-1078,-1026,-52,17557,18627,23034,486,1611,1784,140,-472,-1021,-611, 
 汇率变动对现金及现金等价物的影响(万元),-9,-70,-26,-17,-5,148,14,16,-3,117,4,-7,1,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-195,-1606,-1286,146,-5,-11905,-11340,-10575,-9038,11927,3806,22936,-2782,367,-2861,-1343,236,-2863,3611, 
 加:期初现金及现金等价物余额(万元),4462,6068,6068,6068,6068,17974,18049,18049,18049,6122,6122,6122,6122,5755,5755,5755,5519,8382,4771, 
 期末现金及现金等价物余额(万元),4267,4462,4783,6214,6063,6068,6709,7474,9011,18049,9927,29058,3340,6122,2894,4412,5755,5519,8382, 
 净利润(万元),--,2501,--,1580,--,2923,--,1800,--,3227,--,1971,--,5239,--,--,5179,5098,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,49,--,--,--,4,--,-1,--,187,--,-53,--,167,--,--,74,37,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1510,--,--,--,900,--,294,--,592,--,299,--,563,--,--,521,451,--, 
 无形资产摊销(万元),--,172,--,80,--,159,--,77,--,151,--,74,--,158,--,--,167,81,--, 
 长期待摊费用摊销(万元),--,72,--,19,--,30,--,71,--,44,--,68,--,78,--,--,138,146,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,11,--,-7,--,12,--,16,--,0,--,0,--,1,--,--,-5,3,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
