 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31, 
 销售商品、提供劳务收到的现金(万元),18587,65491,52385,35997,21152,77416,53400,44002,25925,83101,55644,43552,22419,71601,39956,34195,37246,28581, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),149,2208,2158,2042,1083,2873,2796,1299,33,3146,2205,1809,52,2391,1904,1146,87,1033, 
 收到的其他与经营活动有关的现金(万元),1465,1845,1249,289,238,4416,4035,2694,931,1146,646,386,200,327,715,604,691,45, 
 经营活动现金流入小计(万元),20201,69544,55792,38328,22473,84706,60231,47996,26889,87393,58495,45746,22671,74319,42575,35945,38024,29660, 
 购买商品、接受劳务支付的现金(万元),7758,27261,21004,14430,5056,32275,24113,16542,7898,30278,21592,14066,12894,30120,20983,13339,22124,13601, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3210,11133,8275,5771,2975,13428,10824,8052,3672,11596,8801,6439,2780,9771,5823,3361,2687,1911, 
 支付的各项税费(万元),2546,7579,5962,5207,3643,10141,7228,5702,4433,13772,9390,7238,6131,10170,6201,5624,3771,4151, 
 支付的其他与经营活动有关的现金(万元),959,8916,5816,3854,2073,12852,10634,7386,3317,10419,6930,4948,741,6664,4679,3521,3533,2624, 
 经营活动现金流出小计(万元),14473,54889,41057,29261,13747,68696,52799,37682,19320,66066,46713,32691,22546,56724,37686,25844,32114,22288, 
 经营活动产生的现金流量净额(万元),5728,14655,14734,9067,8726,16010,7432,10314,7570,21327,11781,13056,125,17596,4889,10101,5910,7372, 
 收回投资所收到的现金(万元),58410,272020,199112,148855,42300,134250,85250,71450,43450,139764,120904,72249,34219,74940,16200,2000,49800,--, 
 取得投资收益所收到的现金(万元),1488,3697,2485,1826,1045,1409,638,337,98,605,556,338,60,331,107,7,140,114, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,3,3,3,--,3,3,3,--,5,3,3,3,4,--,13,3382,962, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1550,--, 
 收到的其他与投资活动有关的现金(万元),3040,83480,54592,38654,13155,171073,196,185,329,46,16,13,8,20,50,88,15243,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),62940,359200,256192,189338,56500,306734,86086,71975,43877,140419,121479,72603,34289,75294,16357,2108,70114,1076, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4381,10169,6635,4814,3220,10938,9582,5080,3459,12145,8835,7463,2388,3333,4740,1538,928,470, 
 投资所支付的现金(万元),68635,291549,210130,147100,47200,243212,176892,152642,69640,153374,120904,72249,47679,74940,16200,2000,47620,1000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4338,--, 
 支付的其他与投资活动有关的现金(万元),1100,69575,48576,37751,13370,197330,10000,7000,--,--,--,--,--,--,--,--,260,450, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),74116,371293,265341,189665,63790,451480,196474,164722,73099,165519,129739,79712,50067,78273,20940,3538,53147,1921, 
 投资活动产生的现金流量净额(万元),-11176,-12093,-9149,-327,-7290,-144746,-110388,-92747,-29222,-25100,-8260,-7109,-15778,-2978,-4583,-1430,16968,-844, 
 吸收投资收到的现金(万元),--,160,160,160,--,1331,--,--,--,128269,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,160,160,160,--,1331,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,2000,3040,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,160,160,160,0,1331,0,0,0,128269,0,0,0,0,1000,2000,3040,--, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,4040,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,3450,3450,3450,--,2298,2298,2298,--,2580,2580,2580,2173,22,31,5664,27903,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,243,243,243,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,493,493,493,--,60,20,20,40,40,50,165,841,--, 
 筹资活动现金流出小计(万元),0,3450,3450,3450,0,2791,2791,2791,0,2640,2600,2600,2213,1062,1081,9869,28743,--, 
 筹资活动产生的现金流量净额(万元),0,-3290,-3290,-3290,0,-1460,-2791,-2791,0,125629,-2600,-2600,-2213,-1062,-81,-7869,-25703,--, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,0,--,--,0,0,0,0,0,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-5448,-728,2295,5449,1437,-130196,-105747,-85225,-21652,121856,922,3347,-17866,13555,224,802,-2825,6527, 
 加:期初现金及现金等价物余额(万元),14156,14884,14884,14884,14884,145080,145080,145080,145080,23224,23224,23224,23224,9668,9444,8642,11468,4640, 
 期末现金及现金等价物余额(万元),8708,14156,17179,20333,16320,14884,39333,59855,123428,145080,24146,26571,5358,23224,9668,9444,8642,11168, 
 净利润(万元),--,12954,--,7522,--,19521,--,7256,--,27037,--,11812,--,23846,15291,13196,11080,7965, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-352,--,-79,--,117,--,-162,--,505,--,42,--,320,765,-60,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1605,--,665,--,1095,--,478,--,900,--,442,--,703,630,588,858,412, 
