 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),38938,35604,9845,23154,13451,9579,4884,10995,7172,4495,1917,13423,12932,10426,9085, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2462,1778,622,2575,937,937,811,1266,880,710,516,1212,1028,882,152, 
 收到的其他与经营活动有关的现金(万元),512,404,766,530,250,159,31,82,66,48,15,239,288,114,86, 
 经营活动现金流入小计(万元),41912,37786,11233,26260,14639,10674,5727,12343,8118,5253,2449,14874,14248,11422,9323, 
 购买商品、接受劳务支付的现金(万元),18104,12876,3800,5667,4387,2590,1644,5171,3493,2403,1266,3031,3478,3792,4189, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5117,3578,2232,5622,3758,2486,1441,3862,2928,2071,1192,3506,3130,2060,1613, 
 支付的各项税费(万元),6483,4272,2504,6811,5185,2981,1315,3745,2343,1420,601,2720,2899,1670,1270, 
 支付的其他与经营活动有关的现金(万元),3754,2877,2826,3572,3040,1897,870,2321,1653,905,453,1684,1597,1455,969, 
 经营活动现金流出小计(万元),33457,23602,11362,21672,16370,9955,5271,15099,10417,6798,3512,10941,11104,8977,8042, 
 经营活动产生的现金流量净额(万元),8455,14184,-130,4588,-1732,720,456,-2755,-2299,-1546,-1064,3932,3144,2444,1281, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,--,--,--,--,--,0,0,--,--,0,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,2218,251, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,2218,251, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),375,145,109,1138,272,244,152,1921,1183,364,149,193,406,225,286, 
 投资所支付的现金(万元),7500,7500,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,2200,250, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),7875,7645,109,1138,272,244,152,1921,1183,364,149,193,406,2425,536, 
 投资活动产生的现金流量净额(万元),-7875,-7645,-109,-1138,-272,-244,-152,-1921,-1183,-364,-149,-193,-406,-207,-285, 
 吸收投资收到的现金(万元),--,--,--,22235,22235,22235,22235,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
