 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),58199,31168,17119,48231,33276,21072,10493,38319,26728,17905,7276,28415,27474,22820,20396, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),120,61,3,352,351,187,15,78,78,--,--,141,95,185,--, 
 收到的其他与经营活动有关的现金(万元),590,91,50,960,452,188,16,515,381,105,20,289,443,324,226, 
 经营活动现金流入小计(万元),58909,31319,17172,49543,34079,21448,10524,38912,27187,18010,7296,28844,28012,23329,20622, 
 购买商品、接受劳务支付的现金(万元),53784,30069,14470,36486,25910,16925,9007,20731,14758,9332,5241,17091,14792,12052,11262, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5968,3768,1781,6382,4651,3059,1542,6056,4377,2866,1374,4952,4132,3290,2478, 
 支付的各项税费(万元),2342,1453,616,3833,3275,2117,896,3184,2401,1627,709,2455,2815,2435,1342, 
 支付的其他与经营活动有关的现金(万元),4284,2693,1513,3632,2561,1545,922,3415,2121,1365,681,2780,2736,2696,2161, 
 经营活动现金流出小计(万元),66378,37983,18380,50332,36397,23647,12367,33386,23657,15191,8004,27279,24476,20473,17245, 
 经营活动产生的现金流量净额(万元),-7469,-6664,-1208,-789,-2318,-2198,-1843,5526,3530,2819,-708,1565,3536,2856,3378, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,27,--,148,--, 
 取得投资收益所收到的现金(万元),152,152,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),179,179,178,120,95,--,--,352,350,170,--,53,173,2,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),600,600,--,--,22,--,--,25,10,--,--,37,176,250,80, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),931,931,178,120,117,0,0,377,360,170,0,117,349,401,80, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5335,4744,3727,7167,4679,3043,907,3418,1389,1035,327,3960,5288,1624,3723, 
 投资所支付的现金(万元),--,--,--,3384,--,--,--,--,--,--,--,--,--,--,52, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,600,--,--,--,--,--,--,--,--,--,145,148, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5335,4744,3727,11151,4679,3043,907,3418,1389,1035,327,3960,5288,1769,3924, 
 投资活动产生的现金流量净额(万元),-4404,-3813,-3550,-11031,-4562,-3043,-907,-3041,-1029,-865,-327,-3843,-4939,-1368,-3844, 
 吸收投资收到的现金(万元),--,--,--,14623,13575,--,--,--,--,--,--,1760,1000,20,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,1760,--,20,--, 
 取得借款收到的现金(万元),16113,13165,3070,24509,17534,14235,6342,20891,15206,9272,2887,17331,15242,11766,7084, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,1817,2843,1795,--,--,--,--,--,--,774,--,25, 
 筹资活动现金流入小计(万元),16113,13165,3070,40950,33952,16030,6342,20891,15206,9272,2887,19091,17016,11786,7109, 
 偿还债务支付的现金(万元),3100,3100,--,21376,19796,9255,3595,20172,16825,10836,3470,12942,11132,10550,4630, 
 分配股利、利润或偿付利息所支付的现金(万元),1817,1651,129,691,601,429,212,1664,1445,622,269,1646,908,689,353, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1806,763,471,3292,2347,1206,606,1786,1282,812,743,1871,1784,1936,1267, 
 筹资活动现金流出小计(万元),6723,5514,600,25359,22744,10889,4413,23622,19551,12270,4483,16460,13824,13175,6250, 
 筹资活动产生的现金流量净额(万元),9390,7651,2470,15590,11208,5140,1929,-2731,-4345,-2997,-1595,2631,3191,-1389,859, 
 汇率变动对现金及现金等价物的影响(万元),-5,-2,0,0,-0,0,-0,0,0,-0,0,0,--,--,--, 
 现金及现金等价物净增加额(万元),-2488,-2828,-2288,3770,4328,-101,-822,-246,-1844,-1043,-2630,354,1788,98,393, 
 加:期初现金及现金等价物余额(万元),6943,6943,6943,3173,3173,3173,3173,3419,3419,3419,3419,3066,1278,1179,786, 
 期末现金及现金等价物余额(万元),4455,4116,4656,6943,7501,3072,2352,3173,1576,2376,789,3419,3066,1278,1179, 
 净利润(万元),--,1950,--,4195,--,1702,600,3286,--,1471,348,1718,3633,3535,2282, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,174,--,-157,--,15,68,338,--,152,175,124,-15,217,46, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1583,--,3102,--,1556,767,2839,--,1364,690,2205,1616,1517,1187, 
 无形资产摊销(万元),--,58,--,107,--,47,23,74,--,34,17,65,39,35,26, 
 长期待摊费用摊销(万元),--,50,--,89,--,47,22,173,--,97,39,87,32,43,42, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
