 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30, 
 销售商品、提供劳务收到的现金(万元),23204,94686,62100,37086,17100,84299,55902,31694,17842,50352,31384,21392,42555,14673,44588,17511,26869,12196,28064,8040,18887,7702,17548,5022, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),135,1210,327,282,74,309,271,192,51,194,142,73,15,15,17,4,99,--,24,--,24,--,0,--, 
 收到的其他与经营活动有关的现金(万元),2522,15201,9056,7396,1656,12277,8068,5226,1928,8488,5069,2712,8030,4681,6254,2947,6916,2113,3484,1228,2442,590,1289,562, 
 经营活动现金流入小计(万元),25861,111097,71484,44764,18830,96885,64241,37113,19822,59034,36594,24176,50599,19368,50859,20462,33884,14309,31571,9268,21354,8292,18838,5583, 
 购买商品、接受劳务支付的现金(万元),23067,58035,46753,26299,11541,51652,35503,15538,11669,26914,16928,10268,20254,6672,26123,9350,14847,8423,17023,7167,11354,5550,10630,2705, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4123,11801,8622,5827,3239,9790,6901,4316,2478,6944,5196,3506,5891,2916,4338,2129,3554,1772,2733,1077,1710,904,1432,568, 
 支付的各项税费(万元),3549,7908,5640,3613,2986,8500,5459,3394,2592,7092,4505,2897,4665,1519,4103,1444,3384,1590,2956,689,2041,660,1856,942, 
 支付的其他与经营活动有关的现金(万元),9120,29727,18478,12821,5615,20713,14536,10530,4930,16255,11474,7262,14899,8462,12456,6864,10222,5092,6091,2795,5167,2706,3919,1914, 
 经营活动现金流出小计(万元),39858,107470,79493,48560,23381,90655,62400,33777,21669,57205,38103,23933,45709,19569,47020,19786,32007,16876,28804,11728,20272,9821,17836,6128, 
 经营活动产生的现金流量净额(万元),-13997,3627,-8010,-3796,-4551,6230,1842,3336,-1847,1830,-1509,243,4890,-201,3839,675,1877,-2568,2767,-2461,1081,-1529,1001,-545, 
