 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),22299,97390,64710,46095,22419,86297,54381,34648,16336,64824,43909,27301,14292,64013,49557,13619,76137,71822,83673, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),465,1667,1108,581,342,1857,1161,880,437,1678,982,786,348,2456,2065,326,2399,2360,2164, 
 收到的其他与经营活动有关的现金(万元),1351,2144,3822,3016,1233,2190,3345,2803,153,3042,4005,3984,1136,1629,1467,812,5005,3480,4575, 
 经营活动现金流入小计(万元),24115,101201,69639,49692,23994,90344,58887,38331,16926,69545,48896,32071,15777,68098,53089,14757,83541,77662,90411, 
 购买商品、接受劳务支付的现金(万元),21760,81405,55288,37652,21693,73855,50221,34412,14400,51825,34796,23705,12989,49026,39320,13048,56473,56450,65853, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2491,10252,8250,5382,2639,9099,7036,4762,2471,8685,6178,4462,2326,9170,7032,2098,9046,8609,7823, 
 支付的各项税费(万元),723,3313,3133,2119,1351,3382,3110,1529,1288,2567,2158,1508,1826,3354,2728,1561,3881,4018,3930, 
 支付的其他与经营活动有关的现金(万元),2495,7907,7606,5881,1412,7836,6952,5029,2143,4556,6721,3629,2829,6891,5050,1529,10371,9688,10504, 
 经营活动现金流出小计(万元),27469,102877,74276,51034,27096,94172,67319,45731,20302,67633,49853,33304,19970,68441,54129,18236,79773,78766,88110, 
 经营活动产生的现金流量净额(万元),-3353,-1676,-4637,-1342,-3102,-3827,-8432,-7400,-3375,1911,-957,-1233,-4194,-343,-1040,-3479,3768,-1104,2301, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,200,200,--,--,--,68, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,78,132,0,--,537,82,6,6,5,2,0,10,18,18,--,34,15,85, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1637,1098,1175, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,78,132,0,0,537,82,6,6,5,2,0,10,218,218,0,1771,1113,1351, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),126,1970,1266,953,279,1066,507,455,68,378,234,178,134,2360,2075,318,2491,824,2140, 
 投资所支付的现金(万元),--,1800,1800,1800,200,400,400,400,--,--,--,--,--,1344,1344,--,--,3635,84, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,789, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,6,--,--,--,--,--,--,--,--,--,--,365,1098,1235, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),126,3770,3066,2753,479,1472,907,855,68,378,234,178,134,3703,3419,318,2856,5556,4249, 
 投资活动产生的现金流量净额(万元),-126,-3692,-2934,-2753,-479,-934,-825,-849,-62,-373,-232,-178,-125,-3486,-3201,-318,-1085,-4444,-2898, 
 吸收投资收到的现金(万元),--,100,100,100,100,395,--,--,--,9191,440,142,142,50,--,--,--,--,294, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,100,--,--,100,395,--,--,--,440,440,142,142,50,--,--,--,--,--, 
 取得借款收到的现金(万元),13628,40929,33916,27065,11900,34991,30858,26821,11999,35650,27019,23971,8232,38110,29435,4847,35863,33419,27726, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),90,660,709,349,78,478,528,148,--,1484,1391,1035,1000,--,--,--,--,277,--, 
 筹资活动现金流入小计(万元),13717,41690,34725,27514,12078,35865,31386,26969,11999,46324,28850,25148,9374,38160,29435,4847,35863,33696,28020, 
 偿还债务支付的现金(万元),16479,32008,28494,24176,11842,31547,25898,23154,11984,38101,27127,21030,8734,36977,28369,5759,35715,30648,20407, 
 分配股利、利润或偿付利息所支付的现金(万元),452,2083,1469,847,367,1936,1437,841,441,1684,1292,820,459,1922,1542,331,1735,1785,1284, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,17,--,--,--,8,--,--,--,--,--,--,20,--,--, 
 支付其他与筹资活动有关的现金(万元),0,163,138,400,25,695,595,564,35,331,797,797,613,1888,1223,680,173,268,573, 
 筹资活动现金流出小计(万元),16931,34254,30101,25423,12234,34178,27930,24558,12460,40116,29216,22647,9807,40786,31133,6770,37624,32700,22264, 
 筹资活动产生的现金流量净额(万元),-3213,7436,4624,2091,-155,1686,3456,2411,-461,6208,-366,2501,-432,-2625,-1699,-1923,-1761,995,5756, 
 汇率变动对现金及现金等价物的影响(万元),-25,-78,41,-49,65,51,74,36,-19,-31,-161,-79,-56,43,28,-13,-101,-108,-70, 
 现金及现金等价物净增加额(万元),-6718,1989,-2906,-2053,-3671,-3024,-5728,-5802,-3917,7716,-1716,1011,-4806,-6411,-5911,-5733,822,-4660,5089, 
 加:期初现金及现金等价物余额(万元),12980,10990,10990,10990,10990,14015,14015,14015,14015,6299,6299,6299,6299,12710,12710,12710,11888,16549,11459, 
 期末现金及现金等价物余额(万元),6262,12980,8084,8938,7319,10990,8287,8212,10098,14015,4583,7310,1493,6299,6799,6977,12710,11888,16549, 
 净利润(万元),--,-478,--,1329,--,2812,--,928,--,2155,1318,355,360,2059,--,--,3957,3735,5590, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2470,--,-22,--,2481,--,715,--,1067,1288,727,-73,904,--,--,723,721,93, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,710,--,331,--,649,--,317,--,713,523,356,192,784,--,--,807,931,1012, 
 无形资产摊销(万元),--,86,--,38,--,92,--,53,--,123,83,63,33,116,--,--,135,139,--, 
 长期待摊费用摊销(万元),--,407,--,251,--,261,--,110,--,312,253,104,54,125,--,--,106,121,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,0,--,-256,--,9,--,5,-2,0,--,12,--,--,43,-4,--, 
 固定资产报废损失(万元),--,-18,--,-1,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--, 
