 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30, 
 销售商品、提供劳务收到的现金(万元),99945,413711,322919,212284,90819,352905,283059,181040,79904,439270,302839,207151,96350,450936,333253,216427,102716,405820,309512,197375,97041,399236,306301,201878,82402,299909,212887,136577,50810,225849,151400,95367,58936,166068,112208,81518,33306,130927,100519,62204,26814,99746,88777,51945,21786,89514,64967, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,256,256,256,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,0,0,--, 
 收到的其他与经营活动有关的现金(万元),2225,11255,6129,1034,2112,1545,8637,5259,3864,91226,11386,7227,5678,100727,16814,8251,2460,103753,12756,3403,2992,86162,35915,24104,29607,32702,94558,21342,6550,3411,21321,2098,4646,84939,12966,35669,3346,59609,39213,36229,3951,33082,33834,21688,2346,31780,41030, 
 经营活动现金流入小计(万元),102171,424966,329047,213318,92931,354450,291696,186299,83768,530496,314225,214378,102027,551920,350323,224933,105181,509573,322268,200778,100032,485398,342216,225981,112009,332611,307445,157919,57359,229260,172721,97465,63582,251007,125175,117187,36652,190535,139732,98433,30765,132827,122611,73633,24132,121293,105997, 
 购买商品、接受劳务支付的现金(万元),45185,175020,126910,81042,34918,148565,127042,78863,38268,208618,119699,81790,40007,216961,140459,92033,51383,204944,140021,90798,46383,190440,118027,76570,29054,131343,77649,49968,22954,104499,63937,45312,17214,77310,48985,48169,14684,65161,44420,33262,9356,54591,40264,27085,9912,43911,31659, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,0,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),21559,86290,56044,36908,18988,85749,55819,38579,22227,78400,52184,35853,19946,82592,50153,35616,22053,67407,46406,32226,20061,47529,40106,26573,13289,33353,28775,20782,12064,38909,25299,18287,10381,24339,15498,10054,5017,17853,11562,9041,4985,15137,9820,6363,3154,13686,8937, 
 支付的各项税费(万元),4985,21928,16921,9732,4526,16563,13298,8320,3425,23271,18453,10392,4695,28041,24393,17282,7910,33797,23657,13429,6571,44878,38766,31990,11525,43847,26240,14208,5911,14757,12606,9151,5302,17026,11971,8645,6030,12092,9463,6317,3805,9077,7191,4273,1345,7461,5500, 
 支付的其他与经营活动有关的现金(万元),3679,3362,8252,3540,9693,4184,32063,21731,12305,105929,36353,20317,12286,112214,45408,26872,13145,115184,35008,25385,11557,104386,75161,53476,43454,41599,115613,33832,7527,23300,45345,12734,10319,82970,8893,32398,2607,58478,32190,27065,4411,27276,39976,25531,3266,35174,34785, 
 经营活动现金流出小计(万元),75409,286600,208128,131222,68125,255060,228221,147493,76226,416220,226688,148353,76934,439808,260413,171803,94491,421331,245092,161838,84571,387233,272060,188610,97322,250142,248277,118789,48455,181465,147189,85484,43216,201645,85348,99265,28338,153584,97634,75685,22558,106082,97252,63252,17678,100231,80880, 
