 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),20951,123851,75529,47336,20129,116305,77198,50162,23511,110304,71584,44431,22217,83518,49464,32325,15334,71360,51256,32627,16172,52453,32508,18818,7298,44427,23638,14562,8035,37439,23295,17085,9082,32401,22015,13250,6230,34392,21963,13629,5495,27975,18649,12003,24144,17808,10503,18642,14921,9348, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 收到的税费返还(万元),1,583,366,366,365,913,197,189,189,44,13,10,8,149,0,--,--,935,605,605,597,788,4,1,--,225,--,--,--,339,339,183,--,280,280,--,--,281,150,150,--,47,--,0,165,165,0,34,0,105, 
 收到的其他与经营活动有关的现金(万元),104,5021,1780,1679,246,11790,3430,4121,732,10251,1615,729,13933,9287,658,419,256,2037,908,381,250,1563,665,382,461,1751,3116,1474,720,1838,1571,964,573,3731,3393,2873,1765,603,411,250,128,1048,906,688,517,491,671,1137,1053,522, 
 经营活动现金流入小计(万元),21055,129454,77675,49381,20740,129007,80825,54472,24432,120600,73212,45171,36159,92954,50123,32744,15590,74332,52769,33613,17019,54804,33177,19200,7759,46403,26754,16036,8755,39617,25206,18232,9656,36412,25687,16123,7996,35276,22523,14029,5623,29071,19556,12691,24826,18465,11174,19813,15974,9976, 
 购买商品、接受劳务支付的现金(万元),8439,52673,39825,26714,6726,44689,26823,15655,7315,31824,22332,14116,5498,32932,24385,16296,6139,30365,25052,14430,5418,17752,10224,5657,2323,10870,8830,4787,2340,14716,11328,7388,4141,12734,10929,8081,5189,12542,8221,5120,2783,8666,5350,3672,8164,6267,4505,6219,8947,6375, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),14366,47146,37706,25906,13406,45755,30606,20372,11451,39401,27628,19380,9272,28302,18382,12026,6939,20447,15311,10960,6242,21638,15624,10048,5821,19261,13284,9449,5364,13630,9290,6386,2802,8184,5833,3764,2104,5511,4206,2947,1335,3922,3069,1979,3351,2666,1737,1585,1286,754, 
 支付的各项税费(万元),1858,7514,4867,3578,1961,9178,7510,4981,3023,9855,8436,6112,4050,4364,2944,2285,1645,4399,2796,1760,1105,3027,2125,1719,1036,2964,2844,2330,910,3160,2491,2048,743,2059,1534,985,407,2063,1422,917,419,1802,1853,946,1307,819,519,1381,449,716, 
 支付的其他与经营活动有关的现金(万元),5417,20097,12548,8644,5413,15290,15879,11798,5450,19587,15356,10555,15162,18798,6931,6466,5597,8247,5021,2811,1423,6833,7166,5749,2804,7546,7344,4314,2383,5586,4350,2961,2430,5568,4757,3619,1431,6222,5275,2283,463,3355,2179,1249,2708,1896,1039,1723,2447,1352, 
 经营活动现金流出小计(万元),30079,127430,94946,64843,27506,114912,80818,52805,27239,100666,73751,50163,33981,84397,52642,37073,20320,63459,48180,29961,14188,49250,35140,23173,11982,40642,32301,20879,10998,37092,27458,18784,10116,28545,23053,16450,9131,26338,19124,11267,5001,17744,12451,7847,15529,11648,7800,10908,13130,9198, 
 经营活动产生的现金流量净额(万元),-9024,2024,-17270,-15462,-6766,14096,8,1667,-2806,19934,-540,-4992,2178,8557,-2519,-4329,-4730,10874,4589,3652,2830,5553,-1963,-3973,-4223,5762,-5547,-4843,-2243,2525,-2253,-551,-460,7868,2634,-327,-1136,8938,3399,2762,622,11327,7105,4844,9297,6816,3374,8904,2844,778, 
 收回投资所收到的现金(万元),--,32,32,32,11,--,--,--,--,--,154,--,--,--,0,--,--,1154,1154,0,--,--,--,--,--,--,--,--,100,--,--,--,--,--,--,--,1100,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),29,3,7,3,0,105,105,105,75,12,--,--,--,133,133,113,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56,--,--,--,--,--,0,--,--,--,0,57,2261,0,294,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,252,32,6,0,104,67,51,9,42,288,284,284,3056,2730,325,17,32,17,16,0,83,11,3,1,20,18,--,--,15,15,15,--,36,32,29,28,--,--,0,--,6,6,6,0,0,0,1,5,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,703,1502,749,753,--,--,--,--,10,--,--,--,--,--,--,--,225,--,--,--,21,21,21,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,46,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),738,6349,2863,5395,2338,6854,3447,2387,1484,13610,12791,25772,2791,1076,396,454,124,16555,56401,55582,10446,841,24961,10792,1593,15383,25414,9318,5828,36387,34445,9924,5094,34603,17361,4870,71,29589,7377,2681,1136,2984,1031,1031,2800,1000,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),774,6636,2934,5437,2349,7766,5121,3293,2321,13663,13232,26056,3075,4275,3259,892,180,17741,57572,55598,10446,1150,24972,10795,1593,15424,25453,9339,5928,36402,34460,9939,5094,34695,17393,4898,1198,29589,7377,2681,1136,2990,1037,1037,2903,3261,0,295,5,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),602,8393,3262,1805,984,9805,8998,5640,2809,11985,10210,7438,341,3461,2630,2325,155,699,470,176,80,804,739,548,373,7880,7064,919,496,5057,4507,4083,1007,1787,1398,749,564,2624,2488,1115,519,2020,1614,1259,3726,1861,427,2157,841,426, 
 投资所支付的现金(万元),--,705,105,105,--,760,460,460,60,6910,9555,9555,25202,3681,9553,4675,1027,8750,7049,4687,1846,1261,775,639,550,--,2700,367,20,1200,1307,454,257,4234,1470,--,5144,--,--,0,--,2067,2065,2065,0,0,0,0,0,427, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,19423,19177,18820,--,42380,15719,15719,8598,--,--,--,--,--,--,--,--,5803,-833,-809,-833,1515,--,--,--,-3293,--,--,--,--,--,0,--,--,--,0,0,0,0,0,595,0, 
 支付的其他与投资活动有关的现金(万元),210,15798,1389,1389,3242,2501,245,2918,2131,192,178,--,--,519,1416,5921,5881,60,57284,54538,11762,19015,33557,25342,7650,1500,7783,3512,3709,35600,36700,12600,3027,34617,26946,12534,--,19052,6700,2000,--,35500,300,0,1699,1699,699,3400,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),812,24896,4756,3299,4226,13067,9704,9018,5000,38510,39119,35813,25543,50042,29318,28640,15661,9509,64803,59401,13688,21081,35071,26529,8574,15183,16714,3988,3392,43372,42514,17137,4291,37347,29814,13283,5708,21675,9188,3115,519,39587,3979,3325,5425,3560,1126,5557,1436,853, 
 投资活动产生的现金流量净额(万元),-38,-18260,-1821,2138,-1877,-5300,-4583,-5724,-2679,-24847,-25887,-9757,-22468,-45767,-26059,-27748,-15481,8232,-7230,-3803,-3242,-19931,-10099,-15734,-6980,241,8739,5352,2537,-6969,-8055,-7198,803,-2652,-12421,-8385,-4509,7913,-1811,-434,616,-36597,-2943,-2288,-2523,-299,-1126,-5262,-1430,-853, 
 吸收投资收到的现金(万元),--,--,0,0,--,1046,600,600,--,76,9,--,--,45243,60,30,--,33220,6116,135,--,--,--,--,--,61,16,45,--,1259,954,537,437,98,98,98,98,--,--,0,--,29021,29518,0,0,0,0,59,372,251, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,0,0,--,1046,600,600,--,76,9,--,--,160,60,30,--,240,136,135,--,--,--,--,--,61,16,45,--,1259,954,537,437,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 取得借款收到的现金(万元),--,15266,10262,1325,--,--,--,--,--,--,2000,--,13,200,--,--,--,--,--,--,--,100,--,--,--,--,--,--,--,--,--,--,--,3000,--,--,--,--,--,0,--,1100,2300,2300,1200,1200,0,1500,1500,500, 
 发行债券收到的现金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),53,0,299,7,5,--,--,--,--,--,--,--,--,--,1292,--,--,20,--,--,--,--,--,--,--,187,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
 筹资活动现金流入小计(万元),53,15266,10561,1331,5,1046,600,600,0,76,2009,0,13,45443,1352,30,0,33240,6116,135,0,100,0,0,0,248,16,45,0,1259,954,537,437,3098,98,98,98,--,--,0,--,30121,31818,2300,1200,1200,0,1559,1872,751, 
 偿还债务支付的现金(万元),--,3035,27,--,1396,39,1904,1267,625,152,5831,4472,2128,436,--,--,--,--,--,--,--,100,--,--,--,--,--,--,--,3000,--,--,--,--,--,--,--,2300,2300,2300,2300,--,1200,0,1500,1500,1500,1500,1500,0, 
 分配股利、利润或偿付利息所支付的现金(万元),--,1344,1194,1086,--,2240,2216,2224,--,2278,2232,2245,1262,2216,2522,2291,222,3668,2489,1729,--,1405,567,567,--,654,921,654,--,1472,1580,1536,39,1138,1118,1118,--,807,807,807,8,167,113,46,3685,2830,44,1808,188,93, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,309,284,222,2251,1071,311,--,838,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,0, 
