 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),34359,21619,10072,37329,27502,18260,9209,35046,27028,30955,26739,21133,16208, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),22,22,--,14,14,14,4,208,208,64,81,45,--, 
 收到的其他与经营活动有关的现金(万元),677,492,428,903,227,190,132,327,151,236,564,235,182, 
 经营活动现金流入小计(万元),35058,22134,10500,38247,27743,18465,9345,35581,27386,31255,27383,21412,16390, 
 购买商品、接受劳务支付的现金(万元),23302,14877,6832,18592,13287,8856,4137,17275,12979,17663,15853,11327,10783, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7291,5024,2565,8097,6134,4196,2166,7412,5848,6506,5107,3845,3011, 
 支付的各项税费(万元),3133,2229,1118,3763,2892,1912,968,2785,2036,3420,2105,2120,1407, 
 支付的其他与经营活动有关的现金(万元),2362,1602,811,1974,1571,940,482,1585,1119,1552,1377,1037,893, 
 经营活动现金流出小计(万元),36088,23732,11326,32426,23884,15903,7753,29057,21983,29142,24441,18328,16093, 
 经营活动产生的现金流量净额(万元),-1030,-1598,-825,5821,3859,2562,1592,6524,5404,2113,2941,3084,297, 
 收回投资所收到的现金(万元),27000,18000,9000,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),238,156,73,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,2,2,8,4,0,1,15,4,5,13,8,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,106,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),27240,18157,9075,8,4,0,1,121,4,5,13,8,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1422,744,352,1208,812,688,240,3837,3646,1550,1853,3229,846, 
 投资所支付的现金(万元),27000,18000,9000,9000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),28422,18744,9352,10208,812,688,240,3837,3646,1550,1853,3229,846, 
 投资活动产生的现金流量净额(万元),-1182,-586,-277,-10200,-808,-688,-239,-3716,-3642,-1545,-1840,-3221,-836, 
 吸收投资收到的现金(万元),--,--,--,23152,23152,--,--,--,--,--,--,1158,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),12757,6471,2754,15967,12757,9691,5555,16135,11903,16123,14109,13002,5059, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),12757,6471,2754,39118,35909,9691,5555,16135,11903,16123,14109,14160,5059, 
 偿还债务支付的现金(万元),9726,4391,2641,20985,12147,8878,4111,16285,11485,12184,14849,7334,3176, 
 分配股利、利润或偿付利息所支付的现金(万元),1493,1420,47,3439,3339,3239,3112,2524,2392,2479,1047,6142,560, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,800,36,40,--,40,40,90,265,195,--, 
 筹资活动现金流出小计(万元),11219,5811,2688,25224,15523,12157,7222,18849,13917,14753,16161,13672,3736, 
 筹资活动产生的现金流量净额(万元),1537,660,66,13894,20386,-2467,-1667,-2714,-2014,1370,-2052,488,1323, 
 汇率变动对现金及现金等价物的影响(万元),33,18,12,-55,-28,-26,-13,-88,-82,-42,52,-1,-49, 
 现金及现金等价物净增加额(万元),-642,-1507,-1024,9459,23409,-620,-326,6,-334,1896,-898,351,735, 
 加:期初现金及现金等价物余额(万元),12638,12638,12638,3179,3294,3179,3294,3173,3173,1277,2175,1824,1089, 
 期末现金及现金等价物余额(万元),11996,11131,11614,12638,26703,2559,2968,3179,2839,3173,1277,2175,1824, 
 净利润(万元),--,4078,--,5200,--,1985,--,4401,--,4867,4690,4247,4226, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,49,--,59,--,12,--,49,--,143,-78,-26,38, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,589,--,1129,--,561,--,1038,--,904,771,467,345, 
 无形资产摊销(万元),--,51,--,110,--,58,--,80,--,41,22,11,12, 
 长期待摊费用摊销(万元),--,43,--,95,--,55,--,103,--,116,47,20,9, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,6,--,1,--,0,--,1,--,6,39,9,5, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,18,--,439,--,239,--,524,--,479,347,142,60, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-5,--,14,--,-0,--,-23,--,-19,13,4,-12, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1714,--,862,--,296,--,-454,--,-1013,-520,-866,-571, 
 经营性应收项目的减少(万元),--,-5581,--,-4146,--,19,--,25,--,-4327,-2921,-2056,-4506, 
 经营性应付项目的增加(万元),--,885,--,2003,--,-689,--,690,--,874,586,1132,642, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-18,--,55,--,26,--,88,--,42,-52,1,49, 
 经营活动产生现金流量净额(万元),--,-1598,--,5821,--,2562,--,6524,--,2113,2941,3084,297, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
