 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),201491,155389,65614,238054,178329,119827,63305,217731,161647,211914,100667,191547,160908,128651, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),411,234,--,109,42,40,--,227,159,238,156,32,45,--, 
 收到的其他与经营活动有关的现金(万元),2209,712,462,2380,1573,1296,643,1470,918,380,791,1550,176,151, 
 经营活动现金流入小计(万元),204110,156334,66076,240543,179944,121163,63948,219427,162724,212533,101614,193129,161129,128802, 
 购买商品、接受劳务支付的现金(万元),177008,128511,65104,168632,123855,84829,44777,161368,123516,168718,83219,134030,132480,103614, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12263,10333,6096,12844,10017,7454,4217,11317,8767,9021,4848,6895,5749,4166, 
 支付的各项税费(万元),12885,6920,4169,16248,13326,8919,5704,11367,9502,10674,5053,8190,4814,6614, 
 支付的其他与经营活动有关的现金(万元),8713,8698,1997,11702,8513,5056,2738,10731,8798,11911,4138,8176,6054,3378, 
 经营活动现金流出小计(万元),210870,154462,77366,209425,155712,106258,57436,194783,150584,200324,97259,157292,149097,117772, 
 经营活动产生的现金流量净额(万元),-6760,1872,-11291,31118,24232,14906,6512,24644,12140,12208,4355,35837,12032,11030, 
 收回投资所收到的现金(万元),18102,10000,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),22,20,22,22,22,22,22,30,30,30,30,30,26,19, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),26,4,26,148,132,124,110,291,44,40,17,7,--,9, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),18150,10024,48,170,154,146,132,321,74,70,47,37,26,28, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),24338,23045,7638,16268,11078,7918,5110,9645,8111,16624,8488,17868,9047,1370, 
 投资所支付的现金(万元),83800,81000,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,3709,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,25000,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),108138,104045,32638,16268,11078,7918,5110,9645,8111,16624,8488,21577,9047,1370, 
 投资活动产生的现金流量净额(万元),-89989,-94021,-32590,-16098,-10924,-7771,-4979,-9324,-8038,-16554,-8441,-21540,-9021,-1342, 
 吸收投资收到的现金(万元),117419,115506,117419,--,--,--,--,--,--,--,--,--,3592,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
