 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),214279,152081,80649,240055,172696,118889,66258,296438,260670,196627,159309,110296, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),403,299,129,530,354,200,33,406,373,212,--,--, 
 收到的其他与经营活动有关的现金(万元),621,95,123,634,601,200,191,502,282,245,729,698, 
 经营活动现金流入小计(万元),215303,152476,80900,241220,173652,119289,66482,297346,261325,197083,160039,110994, 
 购买商品、接受劳务支付的现金(万元),179535,127001,69530,201833,139741,93734,48763,268573,224863,169973,133238,89356, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5346,4102,2075,8264,5665,3733,1876,7023,6475,3981,2641,1477, 
 支付的各项税费(万元),8171,5963,3548,6925,5793,4099,2564,9871,8613,6033,5455,3593, 
 支付的其他与经营活动有关的现金(万元),3272,1555,928,2043,2160,926,816,2259,2744,2043,1343,735, 
 经营活动现金流出小计(万元),196323,138621,76081,219065,153359,102492,54019,287726,242696,182029,142677,95161, 
 经营活动产生的现金流量净额(万元),18980,13855,4819,22155,20293,16797,12464,9619,18630,15054,17362,15833, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,5,--,1,0,0,--,6,--,2,3,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),48581,27122,152,2307,2339,2190,2122,552,407,230,180,168, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),48586,27127,152,2308,2339,2190,2122,558,407,232,183,168, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),21741,12622,7057,35793,23652,19846,6219,24731,38028,27854,19248,17411, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,4200,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,1298,--,--,--, 
 支付的其他与投资活动有关的现金(万元),65900,42900,26200,3000,3000,3022,1000,2000,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),87641,55522,33257,38793,26652,22868,7219,26731,39326,32054,19248,17411, 
 投资活动产生的现金流量净额(万元),-39056,-28395,-33105,-36485,-24313,-20678,-5098,-26172,-38919,-31822,-19065,-17243, 
 吸收投资收到的现金(万元),64225,64225,64125,689,196,147,--,15709,9803,1715,37118,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),100,100,--,689,196,147,--,15709,9803,1715,--,--, 
 取得借款收到的现金(万元),13285,5300,--,51939,27999,22350,19050,73284,60896,32500,37600,41450, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),314,324,62,10195,10000,150,72,16320,626,1352,--,323, 
 筹资活动现金流入小计(万元),77824,69848,64187,62823,38195,22647,19122,105312,71325,35567,74718,41773, 
 偿还债务支付的现金(万元),40059,34343,34125,49497,35987,30162,22304,57760,37121,25800,51550,33400, 
 分配股利、利润或偿付利息所支付的现金(万元),2086,917,302,2870,2318,1128,766,3892,3589,2048,3903,2851, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),11173,10809,584,10525,10138,167,45,5247,1170,626,587,--, 
 筹资活动现金流出小计(万元),53318,46069,35011,62891,48442,31457,23116,66899,41880,28474,56040,36251, 
 筹资活动产生的现金流量净额(万元),24506,23779,29176,-68,-10247,-8809,-3994,38413,29445,7094,18678,5522, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,-0,-102,--, 
 现金及现金等价物净增加额(万元),4430,9239,891,-14398,-14268,-12690,3372,21860,9155,-9674,16873,4112, 
 加:期初现金及现金等价物余额(万元),29798,29798,29798,44197,44197,44197,44197,22337,13182,22856,5983,1871, 
 期末现金及现金等价物余额(万元),34229,39037,30689,29798,29928,31507,47569,44197,22337,13182,22856,5983, 
 净利润(万元),--,5365,--,7853,--,4522,--,9995,9854,9284,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
