 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-06-30,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),10546722,6356449,4693453,1791953,8531030,5867505,3546082,1462211,9344536,5680130,4046865,1546885,9025598,5651964,4003253,1636519,9023207,5548397,4157612,1775305,8647691,5856738,4074066,1544039,8802199,4709731,3620116,1166838,7284169,4316230,3140623,1107886,6984941,4648716,3002638,1097855,6881127,4669379,3113201,1156553,6990083,3624320,6392594,4969673,3964883, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 收到的税费返还(万元),23184,37065,17317,6760,15572,21395,9569,7877,22309,14832,7779,6474,19667,16707,11131,6068,43701,53609,32604,10251,73224,53472,45176,28840,137992,133078,86406,61126,137520,108829,50288,31517,86377,56631,44666,23775,99492,71196,50876,25094,77059,31836,28564,26354,11288, 
 收到的其他与经营活动有关的现金(万元),269824,141043,72906,111396,169067,142628,45968,109885,186708,104596,25664,129484,191723,75297,54034,109621,117308,101804,36721,123238,123998,102186,72355,134949,165511,72613,31349,82585,84962,71248,26951,55863,104779,102736,60179,68472,73346,25217,19527,48451,44296,19795,45681,48418,58101, 
 经营活动现金流入小计(万元),10839729,6534558,4783676,1910109,8715669,6031527,3601619,1579973,9553553,5799558,4080307,1682842,9236988,5743968,4068418,1752208,9184216,5703811,4226937,1908795,8844913,6012396,4191597,1707828,9105703,4915422,3737872,1310550,7506651,4496307,3217862,1195265,7176098,4808084,3107482,1190103,7053966,4765793,3183604,1230099,7111438,3675951,6466839,5044444,4034272, 
 购买商品、接受劳务支付的现金(万元),8658975,6154903,4803670,2142799,7402548,5336167,3409782,1742264,6828503,4512235,3112483,1493444,6768504,4592306,3357608,1573307,6989233,4719839,3538203,1644314,6290083,4510091,3180739,1505993,6604899,3859268,3018479,1342860,6063867,3742545,2902034,1191464,5396845,3581278,2403154,1089787,5169525,3642036,2403643,1050882,5746532,3144730,5071322,4226512,3458188, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 支付给职工以及为职工支付的现金(万元),869368,695016,407866,270629,806187,633873,301300,191414,644443,462457,321113,176790,636560,461137,322988,195097,684733,479415,342541,180147,687612,463192,343420,173271,649205,397781,278205,127373,507250,315441,204907,112029,435623,289365,201106,101322,425711,259428,190083,86663,398599,243703,394315,326113,293821, 
 支付的各项税费(万元),470308,355060,287252,114874,451378,424877,255634,148673,400489,415970,291526,163661,436937,370943,309241,110800,456103,406828,275697,135498,473973,445095,309582,157014,507691,436067,278023,155972,278444,255030,198351,67501,360074,328290,234664,116477,273520,242440,153484,53543,294147,213805,293300,218577,165635, 
 支付的其他与经营活动有关的现金(万元),746148,756512,434666,254018,808058,686488,358656,227582,685180,459410,384661,232298,628779,392132,274806,243239,613055,397546,272618,219273,675436,325659,254530,250473,676695,442920,261228,117812,564114,416334,248800,179446,500845,372767,210744,124989,491953,251086,140489,73828,369147,150565,345189,246705,219586, 
 经营活动现金流出小计(万元),10744799,7961491,5933454,2782320,9468171,7081405,4325371,2309933,8558614,5850072,4109783,2066193,8470780,5816517,4264643,2122442,8743124,6003627,4429059,2179231,8127105,5744037,4088271,2086750,8438490,5136037,3835935,1744017,7413675,4729349,3554092,1550441,6693386,4571699,3049668,1432574,6360709,4394990,2887699,1264916,6808425,3752804,6104126,5017906,4137230, 
 经营活动产生的现金流量净额(万元),94930,-1426933,-1149778,-872211,-752502,-1049878,-723752,-729960,994939,-50513,-29476,-383350,766208,-72549,-196225,-370235,441092,-299816,-202121,-270437,717809,268359,103327,-378923,667213,-220614,-98063,-433467,92975,-233042,-336230,-355176,482711,236385,57814,-242472,693257,370803,295905,-34817,303013,-76853,362713,26538,-102958, 
 收回投资所收到的现金(万元),988339,12990,605415,461863,352282,30986,67826,2089,251856,17863,8629,2076,334604,11643,69516,28,377208,228448,28533,104141,133991,145219,136765,43545,224162,249978,109509,19795,173509,117632,242014,2590,58669,106445,115195,130766,82626,92763,142850,26728,253648,189866,225903,294697,55940, 
 取得投资收益所收到的现金(万元),263107,154937,121990,22268,238226,166134,120529,16074,193126,184400,121888,30578,191284,135076,134382,17052,214636,132337,81024,17084,153867,57253,54422,24822,165228,64520,46711,4144,147195,64765,74409,15722,95654,47463,41537,10879,101753,38576,41727,4181,96483,76887,153856,50776,43951, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),37416,25622,4043,8111,98175,70998,49907,9447,18758,6319,4358,1319,36516,21518,18586,553,134279,85296,38882,253,53799,9876,9021,387,19949,11742,6621,275,18752,4235,2569,351,24552,20975,18429,4315,18299,4902,162,793,27956,21203,18865,24719,28059, 
 处置子公司及其他营业单位收到的现金净额(万元),22938,5885,5885,--,2776,--,--,--,13971,13511,2805,--,--,1782,1782,2984,--,--,--,--,--,--,--,--,--,--,--,--,16383,20952,--,--,30225,17131,36500,0,0,80,0,0,20143,5782,21041,708,4735, 
 收到的其他与投资活动有关的现金(万元),671804,909509,343458,189256,553128,113494,309399,549866,212497,158297,248401,596687,398130,1365549,446050,444953,186060,415626,461032,198161,165113,352437,349568,266506,43651,134365,130348,279286,68726,71164,25493,189479,21074,64410,73824,69846,63630,36982,72456,49112,49779,48872,84742,172448,99410, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 投资活动现金流入小计(万元),1983604,1108942,1080791,681498,1244588,383852,549901,577475,690208,380389,386081,630659,963149,1535568,670315,465571,912184,861706,609471,319639,506769,564785,549776,335261,452989,460605,293190,303499,424566,278748,344485,208141,230173,256423,285484,215806,266308,173302,257195,80814,448009,342610,504407,543348,232095, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),347005,146354,101027,62237,316706,143357,41606,31248,150634,120685,75164,36769,121429,85456,34489,31533,198483,83443,49600,28516,198854,130585,87161,31342,231142,142128,106185,43669,238505,143292,115260,73193,355678,145670,85001,42099,225531,120602,78464,44547,347247,162651,338695,292814,184529, 
 投资所支付的现金(万元),1461261,197726,126847,7674,1119252,69407,309265,33340,258489,85822,62931,4232,264783,110428,16244,414106,675076,156237,11817,5139,112927,122177,97229,47666,114510,121532,66233,8753,121387,20004,90800,47007,17953,35851,25880,454,132389,17656,23395,72291,250497,231280,37729,116805,173259, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,31012,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 取得子公司及其他营业单位支付的现金净额(万元),142953,--,--,--,7793,10556,10556,--,118196,--,--,--,--,37139,--,--,--,--,--,--,4737,--,--,--,36545,93887,36781,35416,--,--,--,--,--,--,--,0,36024,41022,16676,12694,0,0,15183,19536,0, 
 支付的其他与投资活动有关的现金(万元),313114,9929,260684,282035,233580,244538,93622,84812,1226655,14425,751878,565157,817178,887063,868306,72535,380923,154085,67398,5265,701629,303874,208571,--,349260,156727,58189,129206,138657,281143,85803,2382,294207,86392,69345,5381,89666,118116,283282,11666,110862,84010,147124,122419,78688, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 投资活动现金流出小计(万元),2264333,354009,488557,351945,1677331,467858,455048,149399,1759615,220932,889973,606158,1252021,1120086,950050,518175,1254482,393765,128815,38920,1037900,556636,392962,79008,732592,514274,267387,217044,498549,444439,291863,122582,667838,267913,180226,47934,483610,297396,401817,141199,708606,477941,538731,551574,436477, 
 投资活动产生的现金流量净额(万元),-280729,754934,592234,329553,-432743,-84005,94853,428076,-1069407,159457,-503892,24501,-288873,415482,-279735,-52604,-342298,467942,480656,280719,-531131,8149,156814,256253,-279602,-53669,25803,86455,-73984,-165691,52623,85559,-437665,-11489,105259,167872,-217301,-124094,-144622,-60385,-260597,-135331,-34324,-8226,-204382, 
 吸收投资收到的现金(万元),19584,--,--,13400,328690,28690,--,--,36348,32119,23969,4800,13200,10800,7800,--,5338,--,--,--,--,--,--,--,77334,71569,63340,50000,57982,5482,--,20,323903,289475,218275,0,670,670,0,0,6257,0,8278,6465,491558, 
 其中：子公司吸收少数股东投资收到的现金(万元),19584,--,--,13400,--,--,--,--,7700,32119,23969,4800,13200,10800,7800,--,5338,--,--,--,--,--,--,--,77334,6750,--,50000,57982,5482,--,20,101797,71200,--,0,670,670,0,0,0,0,8278,6465,1606, 
 取得借款收到的现金(万元),2478487,1534709,1048035,262326,472035,288883,164101,81783,465418,227053,100742,33843,303706,200510,182833,41534,493565,95917,32495,29613,237471,173628,150000,13978,236236,79988,42143,12215,44258,36694,12600,1500,29138,34317,17229,16000,53096,51532,37100,16500,162551,139197,405291,106910,23377, 
 发行债券收到的现金(万元),247250,--,--,--,--,--,--,--,--,--,--,--,1009122,1007920,1007920,596967,--,--,--,--,198900,198900,198900,198900,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,0, 
 收到其他与筹资活动有关的现金(万元),110719,--,--,--,93038,141302,21789,3450,--,--,--,--,406149,342375,244717,--,265863,96325,--,--,53742,--,--,--,--,--,--,--,84665,19883,--,--,77729,40404,78840,102,3617,2108,22,510,21744,0,17822,11938,69297, 
 筹资活动现金流入小计(万元),2856040,1534709,1048035,275726,893762,458875,185890,85233,501766,259172,124711,38643,1732177,1561605,1443271,638502,764765,192242,32495,29613,490113,372528,348900,212878,313570,151556,105483,62215,186905,62059,12600,1520,430771,364196,314344,16102,57382,54310,37122,17010,190552,139197,431390,125313,584232, 
 偿还债务支付的现金(万元),1376628,682088,351252,230546,386390,209749,149491,39729,295535,133981,61395,52181,561239,625881,460445,60632,304242,83408,60321,46388,385031,319161,298235,153759,189436,65696,42605,16804,35195,27280,13565,555,44517,60256,46579,18079,93171,75469,55679,23194,150118,124566,196204,115418,71579, 
 分配股利、利润或偿付利息所支付的现金(万元),361429,298020,96532,29232,187604,174288,75627,22807,180280,162365,68366,14033,245457,243392,109363,13467,269801,243365,25836,14962,239611,226554,54575,35972,243621,175176,16504,11538,168500,152654,23807,1574,145227,57480,18889,7754,229968,207532,77745,1542,104092,20901,170633,81944,54982, 
