 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),125812,87041,52068,221679,171859,131359,73805,262648,265304,120960,241523,158362,87046, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2932,1763,574,3579,2718,1599,735,6501,801,56,307,0,18, 
 收到的其他与经营活动有关的现金(万元),1121,909,516,2262,1247,540,217,2798,2831,1862,2253,1690,375, 
 经营活动现金流入小计(万元),129866,89712,53158,227520,175824,133498,74757,271947,268935,122878,244083,160052,87439, 
 购买商品、接受劳务支付的现金(万元),85094,65596,28731,141726,116753,83593,40405,173895,175985,81673,156103,90953,47615, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),33275,22345,11668,51569,38458,27211,14858,59134,53604,24373,34806,26444,13139, 
 支付的各项税费(万元),7089,5234,3518,12261,8859,7045,4222,11974,15440,8047,13077,14416,9510, 
 支付的其他与经营活动有关的现金(万元),8859,5289,2838,11892,9204,4815,2608,12898,11428,5680,7368,5827,1914, 
 经营活动现金流出小计(万元),134317,98463,46756,217448,173274,122665,62093,257901,256458,119773,211355,137641,72178, 
 经营活动产生的现金流量净额(万元),-4451,-8751,6402,10073,2550,10833,12664,14046,12477,3105,32728,22411,15261, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,31,77, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,68,--,18,--,--,10,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,650,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,68,0,18,0,0,660,31,77, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7231,4435,2457,9208,5462,3582,1174,13119,6957,2798,10713,14857,4040, 
 投资所支付的现金(万元),169,--,--,--,--,--,--,--,228,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,1730,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,650,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),7400,4435,2457,9208,5462,3582,1174,13119,7185,2798,13094,14857,4040, 
 投资活动产生的现金流量净额(万元),-7400,-4435,-2457,-9208,-5462,-3514,-1174,-13101,-7185,-2798,-12433,-14827,-3963, 
 吸收投资收到的现金(万元),34932,34887,35387,--,--,--,--,400,204,--,2363,260,184, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,260,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,2194,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,6761,6436,6436,6398,4722,327,--,--,--,1017, 
 筹资活动现金流入小计(万元),34932,34887,35387,6761,6436,6436,6398,5122,531,0,2363,2454,1201, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,1750,443,--, 
 分配股利、利润或偿付利息所支付的现金(万元),483,281,--,375,166,166,--,495,276,233,20078,44,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,495,276,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),5103,4242,3797,6629,5800,5102,7494,6201,1853,2341,3324,2706,--, 
 筹资活动现金流出小计(万元),5586,4523,3797,7004,5966,5268,7494,6697,2128,2573,25152,3193,0, 
 筹资活动产生的现金流量净额(万元),29346,30364,31590,-242,470,1168,-1096,-1575,-1597,-2573,-22789,-738,1201, 
 汇率变动对现金及现金等价物的影响(万元),-198,-120,-24,574,384,148,3,409,-11,27,-68,17,-34, 
 现金及现金等价物净增加额(万元),17297,17058,35511,1196,-2058,8635,10398,-220,3684,-2238,-2562,6863,12466, 
 加:期初现金及现金等价物余额(万元),26915,26915,26915,25719,25719,25719,25719,25938,22254,22254,24816,17953,5487, 
 期末现金及现金等价物余额(万元),44211,43972,62426,26915,23661,34354,36116,25719,25938,20016,22254,24816,17953, 
 净利润(万元),--,2506,--,7571,--,--,--,8758,15750,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
