 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),469982,329122,723038,469189,734810,277469,744952,633006,446915, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),365,654,2903,547,4406,2,16367,11876,15806, 
 收到的其他与经营活动有关的现金(万元),81473,25870,37000,50305,31140,25707,29061,31357,50702, 
 经营活动现金流入小计(万元),551821,355646,762941,520040,770355,303179,790381,676238,513423, 
 购买商品、接受劳务支付的现金(万元),339628,233506,442571,319358,478751,194618,501972,410503,237520, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),75981,47101,103905,67120,96203,39116,86334,78858,79040, 
 支付的各项税费(万元),22314,9443,18725,24345,17967,10091,19230,27398,35559, 
 支付的其他与经营活动有关的现金(万元),121138,47087,81140,81258,99085,42292,94601,85692,125185, 
 经营活动现金流出小计(万元),559061,337136,646342,492081,692007,286117,702137,602451,477304, 
 经营活动产生的现金流量净额(万元),-7240,18510,116600,27959,78349,17061,88244,73787,36119, 
 收回投资所收到的现金(万元),33239,32250,96270,36640,63000,15000,272000,610101,182000, 
 取得投资收益所收到的现金(万元),1223,1223,2380,914,2480,371,1635,2296,529, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),406,30,1948,1325,122,32,544,175,502, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,20, 
 收到的其他与投资活动有关的现金(万元),25,--,--,212,422,231,756,8338,2006, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),34893,33504,100599,39091,66024,15634,274935,620911,185056, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),28539,23910,25009,9179,20950,15156,34438,8398,16757, 
 投资所支付的现金(万元),34424,33250,100270,49629,68000,13000,289600,627000,227000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,235,335,--,--,--, 
 支付的其他与投资活动有关的现金(万元),53,--,127,177,--,--,--,9370,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),63017,57160,125406,58984,89185,28492,324038,644768,243757, 
 投资活动产生的现金流量净额(万元),-28123,-23657,-24807,-19893,-23162,-12858,-49103,-23856,-58701, 
 吸收投资收到的现金(万元),120,120,1000,--,--,--,--,34807,16799, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,120,400,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,193,--,10298,3543,2704, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1893,1454,9484,6995,4280,3000,8000,3683,4130, 
 筹资活动现金流入小计(万元),2013,1574,10484,6995,4473,3000,18298,42033,23633, 
 偿还债务支付的现金(万元),--,--,193,3756,--,--,10305,3543,28278, 
 分配股利、利润或偿付利息所支付的现金(万元),40871,40120,66924,66842,13260,12702,38085,5000,432, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),3200,1671,1572,182,2273,--,--,49,112, 
 筹资活动现金流出小计(万元),44071,41791,68689,70780,15533,12702,48390,8592,28822, 
 筹资活动产生的现金流量净额(万元),-42059,-40217,-58205,-63785,-11059,-9702,-30092,33441,-5189, 
