 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),10505,74535,39166,21431,5959,59795,22300,13780,4132,35227,16059,8156,2566,21316,10478,4500,1093,15848,6807,2731,842,12962,4107,2158,13586,12314,9253, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),53,41,25,23,0,175,28,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2372,2457,2577,1903,1584,2261,1633,1584,1548,1065,789,302,64,765,712,440,208,638,1292,286,117,486,412,190,402,574,101, 
 经营活动现金流入小计(万元),12930,77033,41768,23357,7544,62231,23961,15364,5681,36292,16848,8458,2630,22081,11190,4939,1301,16486,8100,3017,960,13448,4519,2348,13989,12887,9354, 
 购买商品、接受劳务支付的现金(万元),3105,10568,7377,4531,2064,18101,5987,3001,1467,9335,4187,2501,1158,4611,2604,1234,985,4978,3627,2010,1435,2554,2140,1365,3008,4509,2644, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12630,52741,36253,24238,8794,36898,26044,17197,7989,20741,13714,10007,3428,12648,8720,6177,2645,8767,6599,4314,2168,6552,4851,3258,4504,2899,2779, 
 支付的各项税费(万元),1589,3761,2838,1992,1139,2227,1671,1480,782,666,550,532,403,54,84,74,70,376,294,229,86,849,677,346,739,567,225, 
 支付的其他与经营活动有关的现金(万元),7151,10804,13734,8551,5498,7179,12051,9803,4129,5211,4883,2165,1317,3850,3204,2187,890,3384,2973,2012,1138,3226,2786,1470,2083,1786,1778, 
 经营活动现金流出小计(万元),24474,77873,60201,39312,17495,64405,45754,31481,14367,35953,23334,15205,6306,21163,14612,9673,4589,17505,13493,8565,4827,13182,10454,6439,10334,9760,7427, 
 经营活动产生的现金流量净额(万元),-11544,-840,-18433,-15955,-9951,-2174,-21792,-16117,-8686,340,-6486,-6746,-3676,918,-3422,-4734,-3288,-1019,-5393,-5547,-3868,266,-5935,-4091,3654,3127,1927, 
 收回投资所收到的现金(万元),0,3405,4401,4401,3401,12833,11285,--,--,--,--,--,--,--,--,--,--,6750,6750,6750,1600,--,--,--,--,--,2500, 
 取得投资收益所收到的现金(万元),0,--,--,0,4,--,--,--,--,50,11,--,--,--,--,--,--,35,35,35,4,30,30,30,--,--,2, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,4,1,1,1,1,1,1,0,1,1,1,1,--,--,--,--,0,0,0,0,--,--,--,0,1,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1013,17,17,--,202,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,2,2,2,29414,--,29256,9869,606,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,4422,4418,4418,3405,13036,11288,3,2,29465,11,29256,9870,606,0,0,0,6785,6785,6785,1604,30,30,30,0,1,2509, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),260,8183,3277,515,595,4333,2036,1433,167,21126,15607,8320,324,1088,1618,975,38,478,12,5,0,209,108,37,67,5,42, 
 投资所支付的现金(万元),339,3581,2304,--,--,--,1075,1075,--,--,6462,6462,6462,6462,--,--,--,6750,6750,6750,6750,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,1915,2936,3402,--,6946,3559,3559,3276,9161,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),0,--,0,--,--,--,100,100,41,--,818,680,55,29165,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),599,13680,8517,3917,595,11278,6770,6167,3484,30287,22887,15462,6841,36714,1618,975,38,7228,6762,6755,6750,209,108,37,67,5,42, 
