 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),56674,21540,116811,66739,39001,11836,87540,52118,30861,9579,87268,55396,31616,11839,98162,69108,37524,11836,113657,118435,91998, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1420,876,2622,3532,1841,803,2500,4675,1362,970,3613,1785,1037,1359,2346,2046,1912,657,5107,4568,1960, 
 经营活动现金流入小计(万元),58094,22416,119433,70271,40842,12638,90039,56794,32223,10549,90881,57181,32653,13198,100508,71154,39436,12494,118764,123002,93958, 
 购买商品、接受劳务支付的现金(万元),34615,16617,75011,37039,21461,8084,39001,17926,8930,4712,39052,22230,10375,5880,39753,30627,18385,8330,52657,55925,43768, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15721,6863,29413,21109,13372,6092,26697,19322,13167,5984,25680,19662,12770,5586,29129,20575,13107,5937,29234,23472,20536, 
 支付的各项税费(万元),8418,4112,14158,11131,7112,3555,14793,12516,9993,3070,11692,8427,4741,1949,12415,9126,4301,1494,13392,15120,11863, 
 支付的其他与经营活动有关的现金(万元),4991,1837,7916,9609,4341,2574,6325,6764,4604,2927,7531,6625,3835,6955,8479,5243,1940,3471,7058,8244,8186, 
 经营活动现金流出小计(万元),63745,29430,126497,78887,46287,20306,86817,56529,36695,16692,83956,56944,31721,20369,89776,65572,37733,19232,102341,102761,84353, 
 经营活动产生的现金流量净额(万元),-5651,-7013,-7064,-8616,-5445,-7667,3223,265,-4471,-6143,6925,236,931,-7172,10732,5582,1703,-6739,16423,20241,9605, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,12500,91000,57000,12500,29000,--,--,--,100,--,59,--,2509,111,3697, 
 取得投资收益所收到的现金(万元),99,--,--,--,--,--,312,312,212,61,721,539,440,232,42,--,--,--,186,150,1831, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1274,145,9788,117,94,107,8405,46,9,0,15913,6398,6397,6920,3455,3193,3086,146,1887,333,879, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,142,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,109,45,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1374,145,9788,117,94,107,21216,91358,57221,12561,45634,6936,6837,7152,3597,3193,3145,146,4833,639,6407, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4429,3037,9661,8829,2452,1618,10905,4977,4091,2329,21639,39816,15785,3755,41756,30207,14941,4338,23489,12064,15398, 
 投资所支付的现金(万元),--,--,68,68,68,68,450,78950,57000,11000,41950,450,300,--,147,147,206,147,24,25,1401, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3345,242, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,1,--,35,7,7,--,824,640,--,--,--,--,--,--,62,--, 
