 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),20024,14166,22991,15653,10673,15403,11419, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),995,288,1038,72,164,17,119, 
 收到的其他与经营活动有关的现金(万元),419,274,896,712,926,1349,5567, 
 经营活动现金流入小计(万元),21438,14728,24926,16437,11763,16769,17105, 
 购买商品、接受劳务支付的现金(万元),6420,3447,7653,6183,7134,6843,8969, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2509,1689,2517,1966,2206,1779,1533, 
 支付的各项税费(万元),4802,3539,3714,2992,1211,1290,3486, 
 支付的其他与经营活动有关的现金(万元),4516,2254,3592,1668,1158,2945,1706, 
 经营活动现金流出小计(万元),18248,10929,17476,12809,11708,12857,15694, 
 经营活动产生的现金流量净额(万元),3190,3799,7450,3628,54,3912,1411, 
 收回投资所收到的现金(万元),--,--,--,--,820,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),33,33,--,--,1,--,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,200,--,--,2060,142, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),33,33,200,0,821,2060,145, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),930,819,936,261,3006,2915,257, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),930,819,936,261,3006,2915,257, 
 投资活动产生的现金流量净额(万元),-897,-786,-736,-261,-2185,-855,-112, 
 吸收投资收到的现金(万元),--,--,--,--,--,500,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,500,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,500,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),3000,3000,1500,1500,750,2250,600, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),3000,3000,1500,1500,750,2250,600, 
 筹资活动产生的现金流量净额(万元),-3000,-3000,-1500,-1500,-750,-1750,-600, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-707,13,5214,1867,-2881,1307,699, 
 加:期初现金及现金等价物余额(万元),10838,10838,5624,5624,8505,7198,6499, 
 期末现金及现金等价物余额(万元),10131,10851,10838,7491,5624,8505,7198, 
 净利润(万元),--,4580,8873,--,2098,1761,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2,484,--,345,192,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,152,302,--,303,296,--, 
 无形资产摊销(万元),--,75,141,--,86,27,--, 
 长期待摊费用摊销(万元),--,8,17,--,17,8,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,26,5,--,6,3,--, 
 固定资产报废损失(万元),--,--,0,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,--,--, 
 投资损失(万元),--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,32,-104,--,-38,-18,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),--,-174,2089,--,526,-4221,--, 
 经营性应收项目的减少(万元),--,412,-6326,--,-952,-74,--, 
 经营性应付项目的增加(万元),--,-578,1786,--,-2513,7033,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,-735,184,--,177,-1095,--, 
 经营活动产生现金流量净额(万元),--,3799,7450,--,54,3912,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),10131,10851,10838,7491,5624,8505,7198, 
 现金的期初余额(万元),10838,10838,5624,5624,8505,7198,6499, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-707,13,5214,1867,-2881,1307,699, 

