 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),153020,95418,42575,157168,108442,67766,32754,120834,81596,51733,92150,81314,79201,32790, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),11127,6779,3550,10512,6796,4458,2981,8021,5004,3488,6192,10779,22,86, 
 收到的其他与经营活动有关的现金(万元),2312,1465,193,2601,1416,1140,198,8145,2630,917,3095,4029,4477,1209, 
 经营活动现金流入小计(万元),166459,103662,46318,170282,116654,73365,35933,137000,89230,56138,101436,96122,83700,34085, 
 购买商品、接受劳务支付的现金(万元),119615,73960,37916,135469,93250,59351,30546,97392,66232,42174,79863,72675,71998,31665, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11297,8326,5765,12815,10173,7415,4859,8884,6928,5086,5832,5010,3427,2123, 
 支付的各项税费(万元),2162,1504,506,2630,2319,1981,977,2908,1628,1277,1754,3019,751,469, 
 支付的其他与经营活动有关的现金(万元),9463,6480,3407,11006,7500,4671,2705,6098,4631,3212,4478,5375,4128,1452, 
 经营活动现金流出小计(万元),142536,90270,47594,161920,113241,73419,39088,115282,79420,51749,91928,86079,80304,35710, 
 经营活动产生的现金流量净额(万元),23922,13392,-1276,8361,3413,-54,-3155,21719,9810,4389,9508,10043,3395,-1625, 
 收回投资所收到的现金(万元),126932,65441,27500,87000,--,--,--,12075,12035,12035,146980,94390,--,428, 
 取得投资收益所收到的现金(万元),1828,1601,160,476,--,--,--,70,70,70,542,166,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,3,3,2,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,72,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),128760,67042,27660,87476,0,0,0,12220,12108,12108,147522,94556,0,428, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8241,4433,2260,7856,4513,2522,1547,4080,2536,1662,1770,2899,1503,3060, 
 投资所支付的现金(万元),137260,65460,27800,95742,29029,1644,--,12875,12875,12875,148088,94890,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),145501,69893,30060,103598,33541,4166,1547,16955,15411,14537,149858,97789,1503,3060, 
 投资活动产生的现金流量净额(万元),-16741,-2851,-2401,-16121,-33541,-4166,-1547,-4736,-3304,-2429,-2336,-3233,-1503,-2632, 
 吸收投资收到的现金(万元),12138,12138,--,53517,53517,70,--,0,0,0,--,--,3000,12835, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,70,70,70,--,0,0,0,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,50, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),990,990,990,--,--,--,--,64,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),13128,13128,990,53517,53517,70,0,65,0,0,0,0,3000,12885, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,2050,--, 
 分配股利、利润或偿付利息所支付的现金(万元),5300,3794,--,--,--,--,--,1450,1449,1402,998,--,110,191, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1457,670,--,--,64,--,--,--,--,--,1, 
 筹资活动现金流出小计(万元),5300,3794,0,1457,670,0,0,1515,1449,1402,998,0,2160,192, 
 筹资活动产生的现金流量净额(万元),7828,9334,990,52060,52847,70,0,-1450,-1449,-1402,-998,0,840,12693, 
 汇率变动对现金及现金等价物的影响(万元),-1224,-317,-51,881,319,250,-10,261,244,0,103,-460,-16,-225, 
 现金及现金等价物净增加额(万元),13784,19558,-2739,45181,23038,-3900,-4712,15793,5302,558,6277,6350,2716,8212, 
 加:期初现金及现金等价物余额(万元),87156,87156,87156,41975,41975,41975,41975,26182,26182,26182,19905,13555,10839,2627, 
 期末现金及现金等价物余额(万元),100940,106714,84417,87156,65013,38075,37263,41975,31484,26740,26182,19905,13555,10839, 
 净利润(万元),--,18024,--,17470,--,9137,--,15597,--,6227,9825,6735,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1750,--,1454,--,585,--,1404,--,1360,693,379,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1397,--,2461,--,1111,--,1989,--,888,1704,1464,--,--, 
 无形资产摊销(万元),--,6,--,3,--,--,--,4,--,4,12,12,--,--, 
 长期待摊费用摊销(万元),--,384,--,464,--,260,--,383,--,145,301,271,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,2,--,132,--,51,--,17,--,10,12,98,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,317,--,-881,--,-250,--,-293,--,-34,-103,639,--,--, 
 投资损失(万元),--,-1120,--,-67,--,51,--,-36,--,-36,-542,-164,--,--, 
 递延所得税资产减少(万元),--,173,--,322,--,64,--,-727,--,-13,-102,-619,--,--, 
 递延所得税负债增加(万元),--,-9,--,27,--,22,--,-37,--,-0,-120,-86,--,--, 
 存货的减少(万元),--,-1913,--,-18840,--,-6590,--,-4662,--,-1193,-4308,-4145,--,--, 
 经营性应收项目的减少(万元),--,654,--,448,--,-162,--,-3131,--,1847,-5216,2773,--,--, 
 经营性应付项目的增加(万元),--,-6271,--,5368,--,-4333,--,11212,--,-4816,7353,2686,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,13392,--,8361,--,-54,--,21719,--,4389,9508,10043,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),100940,106714,84417,87156,65013,38075,37263,41975,31484,26740,26182,19905,13555,10839, 
