 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),12260,99371,63478,58672,39593,124648,88865,56566,32505,128779,110734,78130,31591,180271,130851,80821,42996,130739,96598,53846,18528,156113,132115,96737,44365,130513,106090,60248,198800,155948,122249, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2741,9244,7420,4709,3360,5613,4747,3366,2543,4124,6250,1948,1346,5941,5464,5435,4190,1923,1923,1080,346,6170,5398,4987,2338,5306,1302,1018,2651,2444,1940, 
 收到的其他与经营活动有关的现金(万元),1174,4497,1970,1398,493,2663,1912,856,667,1979,2521,1677,1037,2798,2006,1564,--,2181,1755,1000,740,3353,2471,1044,455,1618,6043,4347,5921,2326,1210, 
 经营活动现金流入小计(万元),16175,113112,72868,64779,43446,132924,95524,60787,35714,134882,119504,81756,33973,189010,138321,87820,47186,134843,100276,55926,19614,165635,139984,102767,47157,137437,113435,65613,207371,160718,125399, 
 购买商品、接受劳务支付的现金(万元),17431,73784,46504,37131,29707,65788,59167,35210,42228,84295,103711,70926,42053,126750,118601,76515,48207,100198,93586,59688,34147,152274,123753,76769,38584,163917,133860,93979,145416,91166,80143, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4486,18400,13815,9590,5329,16946,12967,8978,4846,15438,11310,7604,2966,11842,8757,4134,2543,7250,5686,3961,2392,9165,7636,5480,2925,14987,11681,8215,13534,10232,6704, 
 支付的各项税费(万元),1157,6724,4851,4392,1317,5021,4006,2957,1784,5835,5645,2484,985,4311,2671,2171,671,2280,1185,706,239,3873,3205,2061,1433,5371,5400,4033,12347,10997,5387, 
 支付的其他与经营活动有关的现金(万元),2413,7513,2381,3528,2667,8556,3864,2189,965,3617,6661,2551,1477,14068,3382,1948,530,4776,7405,4917,2132,8720,6311,4277,2247,10625,6664,4809,14062,19087,20605, 
 经营活动现金流出小计(万元),25487,106421,67551,54640,39020,96311,80005,49334,49823,109184,127326,83565,47481,156971,133411,84768,51952,114504,107863,69272,38911,174032,140904,88587,45188,194899,157605,111036,185358,131481,112838, 
 经营活动产生的现金流量净额(万元),-9312,6691,5317,10140,4427,36613,15520,11454,-14109,25697,-7822,-1809,-13507,32039,4910,3052,-4766,20340,-7587,-13345,-19296,-8397,-920,14180,1970,-57462,-44170,-45423,22014,29237,12561, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,896,--,--,--,3580,--,--,--,--,--,--,--,--,3800,3180,--,--,--, 
 取得投资收益所收到的现金(万元),--,154,16,134,--,302,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),92,686,19,8,--,123,9,1,0,10,15,13,5,409,286,--,--,43,37,19,--,22,22,22,--,16,--,--,25,--,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,--,--,--,8164,--,--,-681,--,--, 
 收到的其他与投资活动有关的现金(万元),10726,2000,37000,13000,2000,22000,--,3030,5000,--,--,--,--,--,--,--,--,--,--,--,--,2300,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
