 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),70890,40577,61318,25577,52105,32958,41563,7960,23941,20194, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2061,1212,236,--,121,--,--,--,62,212, 
 收到的其他与经营活动有关的现金(万元),2020,1744,4479,3791,1222,1888,1275,787,506,1327, 
 经营活动现金流入小计(万元),74971,43534,66033,29368,53448,34847,42838,8747,24509,21733, 
 购买商品、接受劳务支付的现金(万元),42068,22279,36339,11628,28037,20922,23904,4501,8870,12908, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13670,9303,13762,7336,12109,5949,9657,2220,6879,5362, 
 支付的各项税费(万元),2693,1843,6068,3521,4190,2470,2943,756,2078,1401, 
 支付的其他与经营活动有关的现金(万元),7498,4780,4778,2866,7458,3642,3632,1055,3970,2299, 
 经营活动现金流出小计(万元),65929,38204,60947,25351,51794,32983,40135,8532,21798,21970, 
 经营活动产生的现金流量净额(万元),9042,5329,5086,4017,1654,1864,2702,215,2712,-237, 
 收回投资所收到的现金(万元),2000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),14,7,27,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,2,--,--,7,--,18,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2016,9,27,0,7,0,18,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18251,15684,25606,11038,12948,7883,7330,1860,3965,2915, 
 投资所支付的现金(万元),2500,2500,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,926,926,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),20751,18184,25606,11038,12948,7883,8256,2786,3965,2915, 
 投资活动产生的现金流量净额(万元),-18735,-18175,-25579,-11038,-12941,-7883,-8238,-2786,-3965,-2915, 
 吸收投资收到的现金(万元),--,--,--,--,14400,14400,--,--,4800,500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),32893,25293,36690,16463,21425,11108,24873,3900,20330,26487, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),20552,14859,7391,6170,7057,5664,3405,--,3498,900, 
 筹资活动现金流入小计(万元),53444,40152,44082,22633,42882,31172,28277,3900,28627,27887, 
 偿还债务支付的现金(万元),27810,19840,15307,9487,24261,20018,22900,5187,21096,22603, 
 分配股利、利润或偿付利息所支付的现金(万元),3133,2558,1168,800,3292,2811,2735,915,1364,1202, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),11304,3638,3411,1542,3895,2308,1475,96,950,119, 
 筹资活动现金流出小计(万元),42247,26035,19885,11829,31448,25137,27110,6199,23410,23924, 
 筹资活动产生的现金流量净额(万元),11197,14116,24196,10803,11434,6034,1167,-2299,5218,3962, 
 汇率变动对现金及现金等价物的影响(万元),-453,-77,-84,-22,-4,-75,-50,-12,-60,-12, 
 现金及现金等价物净增加额(万元),1052,1194,3619,3761,143,-59,-4419,-4882,3905,798, 
 加:期初现金及现金等价物余额(万元),5723,5723,2103,2103,1961,1961,6380,6380,2475,1677, 
 期末现金及现金等价物余额(万元),6775,6916,5723,5865,2103,1901,1961,1498,6380,2475, 
 净利润(万元),7760,5737,10034,5518,8102,4379,5970,1056,3352,2876, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-138,-287,307,127,433,300,526,79,203,42, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3832,2521,3962,1748,3176,1644,2660,618,1998,1691, 
 无形资产摊销(万元),140,93,183,90,157,74,88,18,80,56, 
 长期待摊费用摊销(万元),14,9,11,1,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2,-2,--,--,-2,--,317,306,78,1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),1976,1079,1485,608,1350,865,2067,393,1677,1379, 
 投资损失(万元),-14,-7,-27,-5,--,--,--,--,--,--, 
 递延所得税资产减少(万元),13,58,-357,-41,-120,-308,-159,-9,1,-7, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-6749,-4299,-961,704,-259,-1931,-4426,-311,266,-1907, 
 经营性应收项目的减少(万元),-1692,-2853,-10021,-4308,-14190,-6780,-7726,-3102,-6352,-4951, 
 经营性应付项目的增加(万元),3840,3234,332,-495,2994,3612,3300,1141,1356,593, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),61,47,137,71,13,10,85,25,53,-11, 
 经营活动产生现金流量净额(万元),9042,5329,5086,4017,1654,1864,2702,215,2712,-237, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,1903,--,--,--, 
 现金的期末余额(万元),6775,6916,5723,5865,2103,1901,1961,1498,6380,2475, 
 现金的期初余额(万元),5723,5723,2103,2103,1961,1961,6380,6380,2475,1677, 
