 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),10183,56454,43418,28313,14514,44965,32936,20465,9338,55105,45323,31379,16163,50706,35088,19905,7355,31880,50599,30978, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),110,311,151,112,58,280,113,97,49,217,179,134,67,331,298,265,199,206,64,179, 
 收到的其他与经营活动有关的现金(万元),166,1664,211,101,51,1483,2189,1885,1155,1545,975,307,127,796,466,252,119,805,723,332, 
 经营活动现金流入小计(万元),10459,58428,43780,28526,14622,46728,35239,22448,10542,56867,46476,31820,16357,51833,35852,20422,7673,32892,51386,31488, 
 购买商品、接受劳务支付的现金(万元),8741,34447,27210,16098,7017,23226,17298,11188,4074,25820,20918,14244,6308,22281,17507,10138,3913,20078,16616,18375, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1930,5733,4036,2893,1857,4939,3703,2561,1341,4480,3583,1837,1094,4204,2370,1525,829,3170,2567,2583, 
 支付的各项税费(万元),1924,4054,3117,2087,952,5300,3900,2352,1034,6647,4611,3322,1742,7219,5179,2942,1396,6386,6714,5558, 
 支付的其他与经营活动有关的现金(万元),258,5076,2256,1736,1213,4328,2432,1375,1141,3648,3704,1955,1272,3983,2946,1836,857,3524,3473,4187, 
 经营活动现金流出小计(万元),12853,49310,36619,22814,11039,37793,27333,17476,7589,40595,32816,21358,10417,37687,28003,16441,6995,33158,29371,30703, 
 经营活动产生的现金流量净额(万元),-2395,9118,7161,5712,3583,8936,7906,4972,2952,16272,13660,10462,5940,14146,7849,3982,678,-265,22015,786, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),106,1793,868,445,197,1368,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,1818,1818,6,--,29,--,--,--,2979,306,306,306,1376,1360,1360,10,120,47,59, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3000,165,185,2085,178,--,--,12000,--,--,--,--,--,--,--,--,--,--,--,2110, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3106,3777,2872,2537,375,1397,0,12000,0,2979,306,306,306,1376,1360,1360,10,120,47,2169, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2082,6222,5444,3433,802,3573,3388,2551,1772,1051,642,230,144,1302,1095,855,174,808,953,1753, 
 投资所支付的现金(万元),--,8900,--,--,--,13450,--,--,--,35500,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,--,--,--,--,1743, 
 支付的其他与投资活动有关的现金(万元),--,--,5100,--,1000,--,5600,2700,6400,--,35500,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2082,15122,10544,3433,1802,17023,9038,5251,8172,36551,36142,230,144,1302,1095,855,174,808,953,3496, 
 投资活动产生的现金流量净额(万元),1024,-11345,-7673,-896,-1426,-15626,-9038,6749,-8172,-33572,-35836,75,162,74,265,506,-164,-688,-905,-1328, 
 吸收投资收到的现金(万元),10,336,271,211,155,524,524,524,250,40470,41600,41600,--,--,--,--,--,--,--,6000, 
 其中：子公司吸收少数股东投资收到的现金(万元),10,336,271,211,155,524,524,524,250,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,5185,30381, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),228,1332,1346,334,334,42,--,--,331,6250,--,--,--,--,--,--,--,316,--,--, 
 筹资活动现金流入小计(万元),238,1668,1617,545,489,566,524,524,581,46720,41600,41600,0,0,0,0,0,1316,5185,36381, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,10985,31641, 
 分配股利、利润或偿付利息所支付的现金(万元),13,1940,1940,1940,--,2120,2120,2120,--,3300,3300,3300,2165,4170,4170,3778,1920,6,354,3860, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),107,--,--,3787,4241,77,1798,1930,432,--,-2297,700,1092,1688,1064,827,1335,--,4866,1764, 
 筹资活动现金流出小计(万元),119,1940,1940,5727,4241,2197,3918,4050,432,3300,1003,4000,3257,5858,5234,4606,3255,1006,16205,37264, 
 筹资活动产生的现金流量净额(万元),119,-272,-323,-5183,-3753,-1632,-3394,-3526,149,43420,40597,37600,-3257,-5858,-5234,-4606,-3255,310,-11020,-883, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-1252,-2500,-835,-367,-1596,-8323,-4525,8195,-5070,26120,18421,48138,2845,8362,2880,-118,-2741,-643,10090,-1425, 
