 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),83286,50874,26151,84018,60024,38897,18727,71561,28407,61731,49294,44459, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2386,442,449,1837,1212,1014,738,1390,379,1079,954,657, 
 经营活动现金流入小计(万元),85673,51316,26600,85855,61236,39911,19466,72951,28786,62810,50248,45116, 
 购买商品、接受劳务支付的现金(万元),9633,5085,1636,7512,6358,4177,1378,6427,1283,4848,2713,1256, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),60390,41501,25530,64764,49699,35363,20244,53326,28110,44119,36094,33301, 
 支付的各项税费(万元),5884,3482,1988,7194,5087,2972,1286,6087,3212,5192,4064,3983, 
 支付的其他与经营活动有关的现金(万元),5375,2837,2433,4378,3706,2685,1317,3553,2331,2932,4902,4786, 
 经营活动现金流出小计(万元),81282,52905,31587,83848,64849,45196,24224,69393,34936,57092,47773,43326, 
