 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),49227,32755,13775,72483,43370,27146,13128,62999,45536,25267,12587,62979,41617,20438,9112,38460,29244,18146,10728,41708,--,19115,9875,46125,38452,35962,34948, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),171,153,--,--,--,924,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1126,822,191,550,259,871,140,2150,1385,990,176,2372,486,266,51,505,122,92,170,862,--,328,589,479,511,78,79, 
 经营活动现金流入小计(万元),50525,33730,13966,73033,43629,28942,13268,65149,46921,26256,12763,65352,42103,20703,9163,38966,29366,18238,10898,42570,--,19443,10464,46605,38963,36041,35027, 
 购买商品、接受劳务支付的现金(万元),22459,15624,7706,35199,21875,13881,7397,27459,23158,16961,11114,24048,19838,11268,5122,22097,18257,12233,7112,26197,--,12456,7106,27720,20324,20418,22577, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12569,8470,4406,16479,11441,7212,3733,16346,11403,6473,3844,10966,7231,3561,1746,5846,4190,2620,1061,5310,--,2528,1198,4349,3479,2988,1981, 
 支付的各项税费(万元),4177,2806,1434,5459,4357,4344,2860,6800,4746,3489,2632,6028,3571,2113,629,3189,2068,1408,494,3568,--,1526,871,3795,3333,3492,2148, 
 支付的其他与经营活动有关的现金(万元),11144,7481,3684,11050,8792,9662,3745,10730,9173,5414,4307,8850,8151,3984,2028,4094,3403,2072,4137,4948,--,2267,1419,3740,4447,6007,5175, 
 经营活动现金流出小计(万元),50349,34381,17230,68187,46464,35099,17735,61334,48480,32337,21897,49892,38791,20926,9525,35227,27918,18333,12804,40023,--,18777,10594,39603,31584,32905,31882, 
 经营活动产生的现金流量净额(万元),176,-650,-3264,4846,-2836,-6157,-4467,3815,-1559,-6080,-9134,15460,3311,-223,-362,3739,1448,-95,-1906,2546,3214,665,-130,7002,7380,3136,3145, 
 收回投资所收到的现金(万元),0,43320,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1063,963,788,811,480,229,27,912,716,450,211,1198,787,486,252,485,354,141,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,17,--,--,2,--,--,24,--,--,--,61,--,--,--,--,--,--,--,--,--,--,--,--,--,213,163, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),67646,9757,20460,107860,55350,30255,4000,152386,1000,1000,--,139980,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),68726,54057,21248,108671,55832,30484,4027,153322,1716,1450,211,141239,787,486,252,485,354,141,0,0,--,0,0,0,0,213,163, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2924,1999,1214,4798,3889,1166,1101,3515,997,684,330,5055,1168,609,105,1952,710,464,54,765,--,422,163,993,1672,1380,282, 
 投资所支付的现金(万元),15544,54264,6044,4000,--,--,--,13800,--,--,--,--,--,29800,29800,2571,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,24129,19033,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),69627,12047,20460,112504,86221,54940,26454,151422,29482,4000,--,122480,20384,11500,4499,18500,24500,20000,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),88095,68310,27718,121303,90110,56106,27556,168737,30479,4684,330,151664,40585,41909,34404,23023,25210,20464,54,765,--,422,163,993,1672,1380,282, 
 投资活动产生的现金流量净额(万元),-19368,-14253,-6470,-12632,-34278,-25622,-23529,-15415,-28764,-3234,-120,-10425,-39799,-41423,-34152,-22538,-24856,-20323,-54,-765,--,-422,-163,-993,-1672,-1167,-119, 
 吸收投资收到的现金(万元),--,--,--,300,--,--,--,267,467,467,--,42560,42270,49978,42361,30411,29922,29922,30411,--,--,--,--,--,679,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
