 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),101277,66333,29902,120862,89294,59734,27540,97988,67021,38064,78433,74141,63621,54596, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,343, 
 收到的其他与经营活动有关的现金(万元),7196,3845,935,6624,5380,3766,1078,13204,10463,7749,19047,12464,3805,6454, 
 经营活动现金流入小计(万元),108472,70177,30837,127485,94674,63500,28618,111192,77485,45813,97480,86604,67425,61393, 
 购买商品、接受劳务支付的现金(万元),6418,3987,1535,8449,6325,4134,1245,7378,4991,2838,6030,6461,5052,6899, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6800,5199,3458,7473,5911,4437,2975,6913,5372,3827,5190,4101,3228,2657, 
 支付的各项税费(万元),17434,13100,4913,23043,16419,13677,6025,18257,11581,9785,14380,11594,13716,7108, 
 支付的其他与经营活动有关的现金(万元),3712,2112,847,4656,2818,1868,875,7200,6243,4400,5027,2738,3100,3547, 
 经营活动现金流出小计(万元),34364,24397,10753,43620,31473,24117,11120,39748,28187,20850,30627,24894,25096,20211, 
 经营活动产生的现金流量净额(万元),74108,45780,20084,83865,63201,39383,17498,71445,49297,24963,66853,61710,42329,41182, 
 收回投资所收到的现金(万元),50000,40000,40000,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),280,183,183,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,1,1,1,--,--,--,--,0,113,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1000,--,--,182,182,182,--,19000,19000,19000,--,--,--,600, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),51280,40183,40183,184,184,184,0,19000,19000,19000,0,113,0,600, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),23225,11886,9518,46090,39097,32076,19171,41832,34692,28595,86970,36209,61288,42623, 
 投资所支付的现金(万元),80000,80000,40000,--,--,--,--,--,--,--,--,--,--,2940, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1000,--,--,8,8,8,--,19000,19000,19000,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),104225,91886,49518,46098,39105,32084,19171,60832,53692,47595,86970,36209,61288,45563, 
 投资活动产生的现金流量净额(万元),-52946,-51703,-9335,-45914,-38922,-31900,-19171,-41832,-34692,-28595,-86970,-36096,-61288,-44963, 
 吸收投资收到的现金(万元),--,--,--,97666,--,--,--,--,--,--,--,--,--,20016, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,24000,24000,24000,39500,13000,9500,16000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,97666,0,0,0,24000,24000,24000,39500,13000,9500,36016, 
 偿还债务支付的现金(万元),--,--,--,72332,32866,32244,1622,31488,8166,5244,11038,15588,9338,18316, 
 分配股利、利润或偿付利息所支付的现金(万元),22082,22015,27,2803,2374,1803,1036,9552,8143,6541,4931,4112,4075,4101, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,833,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),22082,22015,27,75968,35240,34047,2658,41040,16309,11785,15969,19700,13413,22417, 
 筹资活动产生的现金流量净额(万元),-22082,-22015,-27,21698,-35240,-34047,-2658,-17040,7691,12215,23531,-6700,-3913,13599, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-920,-27938,10722,59649,-10960,-26563,-4331,12573,22296,8583,3414,18914,-22872,9818, 
 加:期初现金及现金等价物余额(万元),106799,106799,106799,47150,47150,47150,47150,34578,34578,34578,31163,12249,35121,25303, 
 期末现金及现金等价物余额(万元),105880,78861,117521,106799,36190,20587,42819,47150,56874,43161,34578,31163,12249,35121, 
 净利润(万元),--,33735,--,55597,--,28903,--,45267,--,20456,33059,30457,33234,22675, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,90,--,81,--,87,--,20,--,33,0,-21,6,-27, 
