 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),21902,124055,138145,81211,37333,217178,188396,112691,50380,267201,250356,176199,89218,281764,251746,162738,71702,299601,262770,151951,68780,284436,213758,151209,79450,282500,200385,134634,250276,244065,309789, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),175,1212,438,272,137,1019,1019,691,590,3022,3022,2031,875,3362,3054,2793,1317,4296,2985,1428,--,3386,2830,2322,1361,2432,1554,688,3796,3236,5862, 
 收到的其他与经营活动有关的现金(万元),3073,9653,51436,5077,2343,1731,834,326,594,1675,1112,1341,1428,2908,522,666,242,1997,946,1295,281,2756,1305,1121,135,848,667,250,522,850,1075, 
 经营活动现金流入小计(万元),25150,134920,190018,86561,39813,219927,190249,113708,51564,271898,254490,179571,91521,288034,255322,166197,73260,305894,266701,154674,69061,290578,217893,154652,80946,285780,202606,135571,254594,248150,316726, 
 购买商品、接受劳务支付的现金(万元),17628,101395,131839,62338,31682,159914,140795,102029,31767,207671,235246,175384,84344,221912,218159,165516,84835,280932,251247,168977,88635,221103,167822,120485,67208,262799,194647,122935,242635,191891,262246, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),392,2399,1779,1242,582,10098,7424,4689,2181,10597,8458,5976,3075,10203,7619,5161,2681,9745,7018,4620,1781,7907,5726,3741,2049,6712,5355,3384,6003,5198,4271, 
 支付的各项税费(万元),160,3223,3456,1247,1112,8499,6461,4798,1667,8284,6254,4820,1560,7411,3522,1815,902,9290,7087,5694,3679,8118,6631,4586,2671,11786,10099,6354,9386,12903,9281, 
 支付的其他与经营活动有关的现金(万元),3752,8888,27859,1965,909,15312,12738,7518,3364,19999,12972,7685,3870,15236,5906,5011,3600,18214,5975,4773,1524,8793,5621,4873,1513,7116,3763,3476,6701,7342,9058, 
