 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),2345010,1540573,811074,3555385,2131848,1364521,741894,3031565,2318610,1367143,813083,2994824,2157656,1175508,781557,3236899,2850176,2358540, 
 客户存款和同业存放款项净增加额(万元),221275,26765,21849,-41182,363749,-27304,-116956,205000,217261,260005,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,30000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),12098,6918,3458,10284,5999,4011,2472,3152,1150,154,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1933,1681,668,2919,1855,1346,949,1765,1159,915,288,952,648,319,197,769,2346,863, 
 收到的其他与经营活动有关的现金(万元),265835,147826,67790,238904,215206,85466,83569,168322,129790,78643,105063,208462,161555,105591,136001,198055,149012,41715, 
 经营活动现金流入小计(万元),2846151,1753763,904839,3766311,2718657,1428040,711928,3409805,2667970,1706860,918434,3204238,2319859,1281419,917754,3435724,3001534,2401117, 
 购买商品、接受劳务支付的现金(万元),2236097,1565598,936233,2786661,1943689,1365741,845870,2358514,1852355,1287862,824720,2426152,1865775,993910,856637,2603681,2163204,1861784, 
 客户贷款及垫款净增加额(万元),-22000,-12000,--,126500,67000,57000,39800,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),20167,8392,7138,8457,32871,14967,-4940,22366,287440,29910,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),1033,632,260,778,509,284,228,297,59,--,--,--,--,--,--,--,--,--, 
