 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),435774,288027,173944,90994,298156,215815,138428,57382,283526,210152,130915,61590,319423,244292,185676,92503,399326,314204,241581,78193,392792,266205,173005,55332,216570,111477,62248,32364,131860,89404,53402,23230,86760,49612,29146,11312,65235,39128,29069,56126,30573,31272,19641, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收到的税费返还(万元),10349,7495,3015,1052,5927,3155,1770,774,3342,2492,1894,787,4941,4240,2921,2339,5669,4589,2977,1668,6234,5769,2953,1519,3901,2702,1417,882,3795,1971,997,736,1583,1393,397,202,1320,1182,664,588,363,288,--, 
 收到的其他与经营活动有关的现金(万元),23693,27031,9254,5733,14627,13322,6141,3313,10157,8297,6547,2775,15316,8810,5147,3415,15451,16324,10205,4422,7741,5424,4394,1977,11450,7082,5094,3070,6521,4759,3382,2935,2307,1400,1018,184,959,792,727,744,770,303,181, 
 经营活动现金流入小计(万元),469816,322552,186213,97779,318710,232293,146339,61469,297025,220942,139355,65153,339680,257343,193744,98257,420445,335117,254764,84283,406766,277397,180351,58828,231921,121260,68759,36316,142176,96134,57781,26901,90651,52404,30561,11698,67514,41102,30460,57457,31706,31863,19822, 
 购买商品、接受劳务支付的现金(万元),315045,223031,124033,56351,169726,124233,74864,36217,165115,125892,69614,37385,231014,191596,130204,82256,259900,195544,111537,56674,272972,220361,130578,56844,166981,110185,59044,35601,123221,81498,55115,32052,75833,54371,32498,14886,39513,30677,20404,38607,25407,25323,16244, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),57635,42789,28926,12021,47191,35321,24670,11172,47274,37155,25464,11916,48815,38183,26520,16061,42289,31803,21116,12029,26998,19931,13610,8267,16430,12393,8503,4969,10329,7642,5484,3200,5599,4256,3059,2121,3521,2619,1902,2611,1750,954,702, 
 支付的各项税费(万元),20618,15545,12859,7970,20589,16152,12369,6769,22262,18039,13082,7217,22422,17859,13827,10211,45029,30378,22281,10899,36996,36543,19406,11298,18734,10487,6574,4419,13296,10356,7871,3109,9774,8048,6480,5073,7570,6253,4082,4379,3452,4246,732, 
 支付的其他与经营活动有关的现金(万元),72047,51879,25596,13509,36808,29379,17464,7443,27733,20486,13566,7786,30532,22840,16036,8447,27447,25769,13802,5207,18830,10042,8427,4622,12307,8417,4718,2693,9281,5073,3226,1802,3919,3032,1787,988,2362,1921,1231,2094,1671,1241,1219, 
