 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),26144,15998,77118,47941,31324,20490,97933,67159,35986,21176,56928,37939,28043,23923,103846,76186,46047,18100,98838,49886,34913, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),251,202,--,--,--,--,--,--,--,--,10,10,--,--,--,--,--,--,369,--,--, 
 收到的其他与经营活动有关的现金(万元),1896,9493,3309,10668,1671,-875,3510,2642,1792,1741,4907,1656,971,1820,5447,4845,3117,678,11970,42375,4189, 
 经营活动现金流入小计(万元),28291,25693,80428,58609,32995,19614,101443,69801,37779,22917,61845,39605,29014,25743,109293,81031,49164,18779,111177,92262,39102, 
 购买商品、接受劳务支付的现金(万元),29777,19000,62503,43358,33085,20251,56899,43485,30434,10632,46942,42303,28835,22008,75452,64312,44431,21189,53810,29673,22906, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4100,1948,9501,7231,4872,2735,10357,7777,4669,1797,9004,7235,4552,2526,12637,10000,6223,2560,12479,6826,3839, 
 支付的各项税费(万元),3099,2126,5587,4868,3514,2061,5272,3539,2897,2301,7361,6620,5884,3217,9593,8295,5198,3122,4047,5460,3507, 
 支付的其他与经营活动有关的现金(万元),5796,11698,10697,5352,3118,283,14225,5132,3056,7432,6691,5772,2189,2415,9990,5054,2521,1629,22210,43370,8540, 
 经营活动现金流出小计(万元),42772,34771,88289,60808,44589,25329,86753,59932,41057,22162,69998,61930,41461,30166,107672,87662,58374,28500,92545,85329,38793, 
 经营活动产生的现金流量净额(万元),-14481,-9078,-7861,-2199,-11594,-5715,14690,9869,-3279,754,-8153,-22325,-12447,-4423,1620,-6631,-9210,-9721,18631,6933,309, 
 收回投资所收到的现金(万元),4975,4975,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,197,197,54,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),79,71,2176,1606,1606,1596,12,8,--,--,4,4,--,--,5,--,--,--,13,5,15, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,889,889,889,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5055,5046,3065,2495,2495,1596,209,205,54,0,4,4,0,0,5,0,0,0,13,5,15, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2390,1498,8860,6494,3475,1704,9414,8396,4726,549,7539,6410,4872,4669,14408,11301,6574,2814,19964,14240,11836, 
 投资所支付的现金(万元),--,--,1778,15778,15778,889,3000,7311,5600,2600,125,125,125,125,--,--,--,--,350,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,13870,--,--,--,3388,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2390,1498,24508,22272,19253,2593,15802,15707,10326,3149,7664,6535,4997,4794,14408,11301,6574,2814,20314,14240,11836, 
 投资活动产生的现金流量净额(万元),2665,3548,-21443,-19776,-16758,-997,-15593,-15503,-10272,-3149,-7661,-6532,-4997,-4794,-14402,-11301,-6574,-2814,-20301,-14235,-11821, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,37232,37232,37232,--,--,--,--,--,--,--,1600, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),18859,4100,55298,31800,20750,10000,53273,45078,29353,8750,38320,47020,35070,12550,45170,44170,28940,12890,21085,18210,16700, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,11380,8542,8542,--,4849,--,4724,--,6700,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),18859,4100,66678,40342,29292,10000,58123,45078,34078,8750,82252,84252,72302,12550,45170,44170,28940,12890,21085,18210,18300, 
 偿还债务支付的现金(万元),8390,3390,39932,22730,10001,1,35770,32470,23770,3750,57580,54580,35750,6000,33785,26595,16950,9660,17600,5380,3120, 
 分配股利、利润或偿付利息所支付的现金(万元),1359,553,3248,2572,1166,545,2139,1878,744,398,2589,2101,1616,797,3745,2927,2148,387,2113,1175,285, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),8601,145,4724,--,4724,89,6722,--,--,--,1065,1065,776,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),18351,4089,47905,25302,15891,635,44632,34348,24514,4148,61234,57746,38142,6797,37530,29522,19098,10047,19713,6555,3405, 
 筹资活动产生的现金流量净额(万元),509,11,18773,15040,13400,9365,13491,10730,9564,4602,21018,26506,34160,5753,7640,14648,9842,2843,1372,11655,14895, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-11308,-5518,-10531,-6936,-14951,2653,12587,5096,-3987,2207,5204,-2350,16716,-3465,-5142,-3284,-5943,-9692,-298,4353,3384, 
