 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),40393,28995,15534,45045,30091,15890,8077,36519,35214,28549,9568, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),130,21,--,113,299,48,--,--,43,197,7, 
 收到的其他与经营活动有关的现金(万元),956,290,2207,1001,893,558,532,559,3467,1196,1575, 
 经营活动现金流入小计(万元),41479,29307,17740,46159,31283,16496,8609,37078,38724,29942,11151, 
 购买商品、接受劳务支付的现金(万元),27786,20120,10074,22852,13460,6866,2961,14881,16088,15564,5323, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4542,3140,1775,5653,4161,2496,1083,3857,2435,1237,514, 
 支付的各项税费(万元),2367,1355,956,2718,1836,1117,612,4523,5682,2859,1022, 
 支付的其他与经营活动有关的现金(万元),2971,1625,3466,3014,2884,1171,3316,5055,3099,2441,2050, 
 经营活动现金流出小计(万元),37667,26239,16271,34237,22341,11650,7973,28316,27304,22100,8909, 
 经营活动产生的现金流量净额(万元),3813,3067,1470,11922,8942,4846,636,8761,11420,7842,2241, 
 收回投资所收到的现金(万元),28714,6210,--,31800,27597,19800,6400,87300,73850,80200,38400, 
 取得投资收益所收到的现金(万元),190,20,--,157,129,95,18,394,381,355,176, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12,12,5,90,90,75,--,--,--,5,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),28916,6243,5,32047,27817,19970,6418,87695,74231,80560,38576, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1181,969,647,3843,2028,809,276,3382,8166,6869,1229, 
 投资所支付的现金(万元),66356,44254,2800,31830,25800,17800,6300,82800,77350,86200,42400, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,1200,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),67537,45223,3447,35673,27828,18609,7776,86183,85516,93069,43629, 
 投资活动产生的现金流量净额(万元),-38621,-38981,-3441,-3626,-11,1361,-1358,1512,-11286,-12509,-5052, 
 吸收投资收到的现金(万元),36224,35974,35000,--,--,--,--,--,--,--,11000, 
 其中：子公司吸收少数股东投资收到的现金(万元),250,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,1000,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),2130,4406,2030,4108,151,--,--,1160,1099,120,--, 
 筹资活动现金流入小计(万元),38354,40380,37030,4108,151,0,0,1160,2099,120,11000, 
 偿还债务支付的现金(万元),300,--,--,500,300,--,--,200,--,--,200, 
 分配股利、利润或偿付利息所支付的现金(万元),1672,1671,4,3082,3075,22,11,6299,27,--,8, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2573,3874,1995,6372,2825,974,--,646,1093,--,--, 
 筹资活动现金流出小计(万元),4545,5545,1998,9954,6200,995,11,7145,1120,0,208, 
 筹资活动产生的现金流量净额(万元),33809,34835,35032,-5846,-6049,-995,-11,-5985,979,120,10792, 
 汇率变动对现金及现金等价物的影响(万元),-243,-186,35,469,207,164,-13,343,30,-68,-42, 
