 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),119853,467667,388222,271241,118031,464583,372473,230056,80410,206962,146124,63758,34324,121121,30412,22136,11027,33731,25041,15888,7579,37704,26902,16852,7186,38226,29375,18305,8185,44886,34592,18805,9221,35495,24559,14589,6491,30333,18965,12868,5554,32336,22615,15120,6804,32248,22555,15956,7808,24630,17151,10766,4978, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 收到的税费返还(万元),1284,7981,6973,2425,1139,3975,3193,2626,280,3597,3720,2316,1174,5347,196,176,143,543,409,258,190,485,439,274,136,682,371,248,91,1393,1056,732,253,1088,755,496,277,583,369,294,58,353,139,75,30,159,53,44,43,496,318,291,68, 
 收到的其他与经营活动有关的现金(万元),4225,28873,28743,6077,3123,12353,9287,1459,193,7365,2413,1559,1025,881,3817,3111,2859,1400,4249,1336,170,1597,356,339,136,1220,2203,1570,1182,770,1014,671,1380,1098,1971,932,392,873,1472,615,491,1740,2051,1084,1539,1990,1512,1209,626,529,1999,738,584, 
 经营活动现金流入小计(万元),125362,504520,423938,279742,122292,480911,384953,234141,80883,217924,152257,67634,36523,127349,34426,25423,14029,35675,29699,17482,7940,39786,27697,17465,7458,40129,31949,20122,9458,47049,36661,20208,10854,37680,27285,16017,7159,31790,20806,13777,6102,34430,24805,16279,8373,34397,24119,17209,8477,25655,19468,11795,5630, 
 购买商品、接受劳务支付的现金(万元),102741,420260,381480,252923,109610,426758,350796,209046,73679,158354,140947,65824,24282,91312,19616,13054,6959,24933,19813,11269,6263,26478,18338,11350,5602,27638,23572,14880,5698,31709,25113,14483,6653,30732,19316,10828,4143,23628,11965,8529,4195,25469,17554,12368,5148,20545,14818,10290,4915,18865,13973,8425,3955, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),13281,46773,27096,16353,7700,29776,23164,13862,4567,21562,15330,9980,4751,17201,2808,1974,1129,4342,2870,1995,1141,4538,2945,2008,1137,4678,3097,2061,1147,4623,2863,1937,1056,3573,1936,1416,741,3290,2036,1350,688,3266,2092,1326,778,2929,1830,1295,766,2762,1787,1152,742, 
 支付的各项税费(万元),1510,11852,8873,8400,3716,9812,9580,6091,2095,12147,10288,7711,5637,6942,5842,1169,636,2471,2024,1287,701,2451,2405,1522,881,2119,1973,1381,603,3088,2620,1431,869,1602,1401,974,611,1855,1423,881,484,1751,1386,834,519,4356,3829,3270,2576,1219,1119,802,525, 
 支付的其他与经营活动有关的现金(万元),2741,13176,16222,9432,2780,9851,18974,5006,374,10673,4178,2625,1716,11329,2194,1234,722,1608,1641,1058,437,2158,1113,946,461,2185,1727,1013,1070,2166,1488,785,736,1802,2303,620,556,1635,2107,693,484,2834,2064,1836,964,1356,1501,1374,539,1478,2278,1397,849, 
 经营活动现金流出小计(万元),120272,492061,433671,287108,123805,476197,402515,234005,80715,202735,170743,86140,36386,126785,30460,17430,9446,33353,26348,15609,8542,35625,24801,15826,8082,36620,30369,19335,8519,41586,32084,18636,9315,37708,24957,13838,6050,30408,17531,11453,5851,33320,23096,16363,7409,29185,21977,16229,8795,24324,19156,11776,6072, 
