 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),318892,205698,91589,377859,281829,189486,82724,299952,216597,143237,56340,230577,168678,112057,39784,177218,131093,87258,30367,173609,125316,85292,31860,140685,138373,110473,95709, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,0,0,--,34,34,0,--,28,--,--,--,--,--,--,--,--,--,--,--,--,--,43,--, 
 收到的其他与经营活动有关的现金(万元),6958,5115,2672,10344,11525,3439,3020,9383,11014,3941,2656,11195,6403,3994,1472,6159,6537,4068,1072,4068,4551,2976,960,7319,2863,3650,7909, 
 经营活动现金流入小计(万元),325850,210813,94260,388204,293353,192925,85744,309368,227646,147178,58996,241801,175081,116051,41256,183377,137629,91325,31439,177676,129867,88268,32821,148003,141236,114166,103618, 
 购买商品、接受劳务支付的现金(万元),149130,87932,43151,179063,125627,75655,36811,139765,93983,53100,26044,106154,72439,43595,20922,92157,62514,38592,16410,74464,49425,30886,13876,68132,71483,57291,45567, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),62611,41709,21502,71109,53208,35816,17864,60130,44674,29348,14720,50803,37184,24177,12809,39478,30207,19882,10582,32697,25351,17125,8719,29680,24018,17879,14698, 
 支付的各项税费(万元),24413,18154,10884,21471,16757,11772,6167,17412,13470,9471,4483,12432,9960,6548,3737,12501,9716,6896,4227,10740,8226,5387,2831,8497,8718,6592,5290, 
 支付的其他与经营活动有关的现金(万元),56026,38387,20696,59621,43353,27985,14513,47390,35299,22541,11794,41734,34807,19925,9976,34541,26367,17061,8420,28339,20771,13331,8428,23643,25700,22314,20727, 
 经营活动现金流出小计(万元),292180,186182,96233,331265,238946,151228,75356,264697,187425,114460,57042,211123,154389,94245,47445,178677,128804,82431,39639,146240,103773,66730,33854,129952,129919,104076,86281, 
