 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),68739,46938,79050,59028,39691,61568,49308,53802, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4675,2905,5016,3408,2167,4400,4629,2755, 
 收到的其他与经营活动有关的现金(万元),2748,316,302,864,451,546,242,1029, 
 经营活动现金流入小计(万元),76162,50159,84368,63299,42309,66515,54179,57587, 
 购买商品、接受劳务支付的现金(万元),43063,31153,55171,36460,22964,46949,39224,45705, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9895,7377,11755,7442,5437,8888,6731,6296, 
 支付的各项税费(万元),3281,1685,4107,3390,2329,2144,1397,1146, 
 支付的其他与经营活动有关的现金(万元),11103,3774,6625,10286,2764,5402,4103,3090, 
 经营活动现金流出小计(万元),67342,43989,77658,57578,33495,63382,51455,56237, 
 经营活动产生的现金流量净额(万元),8820,6170,6710,5721,8814,3133,2725,1350, 
 收回投资所收到的现金(万元),0,--,--,0,--,--,--,--, 
 取得投资收益所收到的现金(万元),0,1,--,--,--,--,2,10, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,24,2,1,1,6,--,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,8378,2440, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,25,2,1,1,6,8380,2451, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6124,2586,4686,2020,2073,3527,9766,877, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,283, 
 支付的其他与投资活动有关的现金(万元),0,--,139,--,181,--,7625,2390, 
