 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),311136,188837,88452,300888,217585,133499,61414,244555,183555,192812,87523,156625,129731,93129, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3177,1980,579,2966,2863,2348,1760,2457,1840,3422,2273,4868,1586,2043, 
 收到的其他与经营活动有关的现金(万元),5306,1994,780,3068,1943,1023,124,1474,856,842,375,824,701,1661, 
 经营活动现金流入小计(万元),319619,192811,89810,306922,222391,136870,63299,248485,186251,197076,90172,162317,132018,96833, 
 购买商品、接受劳务支付的现金(万元),193332,110031,42575,159817,123777,73414,30116,121364,93552,100352,45889,92633,75203,63390, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),50131,34483,19688,56254,42081,28593,15830,46555,34537,37119,18009,26387,19035,15561, 
 支付的各项税费(万元),13347,8296,3434,18870,12208,7836,4119,11051,7090,11008,5769,9334,5158,3242, 
 支付的其他与经营活动有关的现金(万元),17143,11040,4103,17875,11501,7103,4358,12980,10310,12636,5813,10815,7530,5214, 
 经营活动现金流出小计(万元),273953,163850,69800,252817,189566,116947,54422,191950,145489,161116,75480,139168,106927,87407, 
 经营活动产生的现金流量净额(万元),45666,28961,20010,54105,32825,19923,8877,56535,40762,35960,14692,23149,25091,9425, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),375,322,251,312,157,135,285,68,154,98,35,118,50,1097, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),96485,23247,150,9351,7900,6900,3403,20944,18412,35509,17969,4848,4312,9519, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),96860,23569,401,9663,8057,7035,3687,21012,18566,35607,18003,4966,4362,10616, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),31078,16891,16537,34000,18218,11886,9021,25578,19926,32158,18636,25460,16201,12126, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,755,755,600,643,1817,9235,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),96390,57500,--,7050,5050,5050,2900,21250,17750,30810,16980,5560,3600,9200, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),127468,74391,16537,41050,23268,16936,11921,47582,38430,63568,36259,32837,29036,21326, 
 投资活动产生的现金流量净额(万元),-30607,-50823,-16136,-31387,-15211,-9901,-8234,-26570,-19865,-27962,-18256,-27871,-24674,-10709, 
 吸收投资收到的现金(万元),--,--,--,106410,--,--,--,--,--,--,--,--,97,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,17501,18982,14870,9365,34623,26668,69958,44934,46836,41975,25301, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,861,261,--,1492,319,2453,--,8102,--,848, 
 筹资活动现金流入小计(万元),0,0,0,123911,19843,15131,9365,36116,26987,72411,44934,54938,42073,26149, 
 偿还债务支付的现金(万元),32214,30707,7948,23635,19703,12846,5770,48362,38204,62415,31758,38974,29055,19586, 
 分配股利、利润或偿付利息所支付的现金(万元),24954,16789,387,11984,11492,10986,440,3202,2751,13176,1539,5561,8482,1149, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1563,1231,1134,2058,1665,975,849,2555,1942,2464,5729,1273,5429,105, 
 筹资活动现金流出小计(万元),58732,48728,9470,37677,32859,24807,7058,54119,42897,78055,39026,45808,42966,20840, 
 筹资活动产生的现金流量净额(万元),-58732,-48728,-9470,86235,-13017,-9676,2307,-18004,-15910,-5644,5908,9130,-893,5309, 
 汇率变动对现金及现金等价物的影响(万元),-559,30,-35,227,90,73,-99,20,16,-167,35,-119,-19,-112, 
 现金及现金等价物净增加额(万元),-44232,-70559,-5631,109180,4687,420,2850,11981,5004,2188,2379,4289,-495,3913, 
 加:期初现金及现金等价物余额(万元),134325,134325,134325,25145,25145,25145,25145,13164,13164,10977,10977,6688,7183,3270, 
 期末现金及现金等价物余额(万元),90093,63766,128694,134325,29832,25565,27995,25145,18168,13164,13356,10977,6688,7183, 
 净利润(万元),--,31588,--,53746,--,24454,--,42268,--,32928,--,26747,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,601,--,2034,--,62,--,1316,--,774,--,402,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,6483,--,12208,--,5945,--,10863,--,8835,--,5864,--,--, 
 无形资产摊销(万元),--,408,--,467,--,225,--,306,--,231,--,191,--,--, 
 长期待摊费用摊销(万元),--,104,--,165,--,72,--,55,--,43,--,43,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1151,--,563,--,188,--,477,--,423,--,440,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,355,--,1860,--,987,--,2778,--,3986,--,2030,--,--, 
 投资损失(万元),--,-77,--,-7,--,-7,--,-33,--,-305,--,-49,--,--, 
 递延所得税资产减少(万元),--,-151,--,-878,--,-384,--,3,--,-986,--,-293,--,--, 
 递延所得税负债增加(万元),--,213,--,547,--,257,--,631,--,-7,--,-5,--,--, 
 存货的减少(万元),--,-6935,--,-10982,--,-5489,--,-3837,--,-5320,--,-2632,--,--, 
 经营性应收项目的减少(万元),--,-25915,--,-28557,--,-13511,--,-20609,--,-24013,--,-10914,--,--, 
 经营性应付项目的增加(万元),--,21135,--,22940,--,7123,--,22316,--,19372,--,1524,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,-200,--,--, 
 经营活动产生现金流量净额(万元),--,28961,--,54105,--,19923,--,56535,--,35960,--,23149,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),90093,63766,128694,134325,29832,25565,27995,25145,18168,13164,13356,10977,6688,7183, 
 现金的期初余额(万元),134325,134325,134325,25145,25145,25145,25145,13164,13164,10977,10977,6688,7183,3270, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-44232,-70559,-5631,109180,4687,420,2850,11981,5004,2188,2379,4289,-495,3913, 

