 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),48936,33563,20782,11128,36340,26894,16963,8588,30823,22277,14375,7624,26790,19073,13012,6618,23202,16360,10475,4866,21052,--,9693,4318,15578,9868,5740,3220, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1573,1036,531,89,924,457,364,84,499,410,229,92,1163,965,590,239,968,1032,668,126,206,--,262,45,277,225,883,1230, 
 经营活动现金流入小计(万元),50509,34599,21313,11218,37264,27351,17327,8672,31323,22687,14604,7717,27953,20038,13602,6857,24169,17392,11143,4992,21259,--,9955,4363,15855,10093,6623,4450, 
 购买商品、接受劳务支付的现金(万元),2272,634,332,94,556,458,334,171,570,420,249,94,536,373,248,147,512,386,252,113,660,--,140,111,379,270,231,91, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9436,6546,4443,2174,7635,5427,3585,1877,6793,4859,3193,1704,5838,4255,2752,1442,5483,3744,2392,1288,4515,--,2142,954,2999,2223,1374,1138, 
 支付的各项税费(万元),5246,4706,2283,460,3518,2709,1616,564,3530,2330,1430,706,3445,2439,1663,986,2865,2056,1378,815,4478,--,1976,1008,3466,2439,924,288, 
 支付的其他与经营活动有关的现金(万元),12911,9476,5924,2747,9642,6944,4401,2202,8152,5966,3752,1861,6652,5072,3108,1587,6939,5617,3872,1832,5775,--,2822,1439,4894,3245,2639,1671, 
 经营活动现金流出小计(万元),29864,21361,12982,5476,21350,15539,9937,4814,19046,13576,8624,4365,16471,12140,7771,4161,15799,11803,7895,4048,15428,--,7081,3512,11739,8178,5169,3187, 
 经营活动产生的现金流量净额(万元),20645,13238,8331,5742,15913,11812,7391,3858,12277,9111,5980,3351,11482,7898,5831,2697,8370,5589,3248,944,5830,3910,2874,851,4117,1915,1454,1263, 
 收回投资所收到的现金(万元),74500,64000,51000,26000,85700,65100,37600,16500,42500,27000,20000,10000,10000,6000,6000,6000,12000,6000,--,--,--,--,--,--,--,--,950,4600, 
 取得投资收益所收到的现金(万元),827,708,554,315,821,599,337,133,343,205,178,96,154,56,56,56,125,60,--,--,--,--,--,--,--,--,29,135, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,--,--,--,1,1,1,--,2,0,0,0,1,1,1,0,2,2,2,2,2,--,2,--,0,0,3,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),224,--,--,--,77,77,--,--,91,91,--,--,240,500,500,260,261,106,--,--,200,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),75551,64708,51554,26315,86600,65777,37937,16633,42936,27296,20178,10097,10394,6556,6556,6316,12389,6169,2,2,202,--,2,0,0,0,982,4735, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5775,2635,1042,580,3473,2509,1880,1228,3593,2865,1460,909,3151,2444,1596,753,2267,1504,986,257,1753,--,531,160,725,399,1056,2148, 
 投资所支付的现金(万元),56100,44500,34000,23000,99900,76900,48600,20500,49600,32500,22700,10000,14000,10000,--,--,18000,12000,3000,--,--,--,--,--,--,--,--,50, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--, 
 支付的其他与投资活动有关的现金(万元),437,47,47,47,63,63,33,33,--,--,--,--,246,106,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),62312,47182,35089,23627,103436,79472,50513,21761,53193,35365,24160,10909,17397,12550,1596,753,20267,13504,3986,257,1753,--,531,160,725,403,1056,2198, 
 投资活动产生的现金流量净额(万元),13239,17526,16465,2688,-16836,-13696,-12576,-5129,-10257,-8070,-3982,-813,-7003,-5994,4960,5563,-7878,-7336,-3984,-255,-1551,--,-529,-160,-725,-403,-74,2537, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20292,20292,20292,20292,--,--,--,--,--,--,870,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20292,20292,20292,20292,0,--,0,0,0,1000,1870,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),6464,6464,6464,--,4040,4040,4040,--,5656,5656,5656,--,4848,4848,4848,4770,3030,3038,2963,--,--,--,--,--,32,54,2,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-2,--,--,540,386,386,130,350,--,170,170,155,--,4855,2740, 
